valgstedid;voters;votes;a;b;c;v;year;vsnavn;komnavn;kredsnavn;kontanthjaelp;arbejd;boligstoer_kvm;ejer;formue;indkomst;indkomst_80pct;_merge
217002;9378;7496;2680;685;569;1360;2005;Montebello / Skolen ved Gurrevej/Helsingør Ungdomsskole;Helsingør;1. Helsingør;;;84.72904613;.315009597;;;;3
217003;5330;4322;1316;435;392;906;2005;Laden  Gl. Vapnagård/Skolen ved Rønnebær Alle;Helsingør;1. Helsingør;;;94.29113924000001;.362025316;;;;3
217004;4038;3521;652;487;523;1059;2005;Hellebækskolen;Helsingør;1. Helsingør;;;117.6554291;.686077058;;;;3
217005;3763;3225;612;367;427;993;2005;Hornbæk Skole;Helsingør;1. Helsingør;;;115.8005753;.718600192;;;;3
217006;983;839;156;102;93;280;2005;Nygård Skole;Helsingør;1. Helsingør;;;133.9042553;.8382978720000001;;;;3
217007;1230;1074;173;116;114;378;2005;Tikøb Skole;Helsingør;1. Helsingør;;;121.3416537;.820592824;;;;3
217008;705;582;139;49;51;153;2005;Kvistgård Idrætsanlæg;Helsingør;1. Helsingør;;;119.4060773;.671270718;;;;3
217009;3606;3076;617;424;452;913;2005;Snekkersten Skole;Helsingør;1. Helsingør;;;113.3416402;.521522429;;;;3
217010;3338;2932;491;481;494;858;2005;Teknisk Forvaltning i Espergærde;Helsingør;1. Helsingør;;;117.5307692;.646666667;;;;3
217011;4834;4223;838;559;657;1171;2005;Mørdrupskole;Helsingør;1. Helsingør;;;106.4614867;.643794147;;;;3
219001;5668;4783;974;626;564;1283;2005;Frederiksborgcentret;Hillerød;3. Hillerød;;;95.33513206000001;.464356717;;;;3
219002;4680;4064;1009;519;475;1111;2005;Hillerødsholmskolen;Hillerød;3. Hillerød;;;106.0290334;.525174568;;;;3
219003;621;572;80;75;74;226;2005;Brødeskovskolen / Nr. Herlev Skole;Hillerød;3. Hillerød;;;140.8255452;.813084112;;;;3
219004;1161;1061;180;181;126;282;2005;Hammersholt Forsamlingshus;Hillerød;3. Hillerød;;;127.5638842;.867120954;;;;3
219005;1667;1500;248;149;170;558;2005;Alsønderup Skole;Hillerød;3. Hillerød;;;130.7126168;.869158879;;;;3
219006;420;382;48;37;38;149;2005;Harløse Forsamlingshus;Hillerød;3. Hillerød;;;113.1010929;.516393443;;;;3
219007;2504;2208;478;241;236;669;2005;Ålholmskolen;Hillerød;3. Hillerød;;;124.6021948;.716049383;;;;3
219008;1416;1261;215;202;170;391;2005;Nødebo Skole;Hillerød;3. Hillerød;;;140.7777778;.883950617;;;;3
219009;776;723;104;111;125;211;2005;Gadevang Skole;Hillerød;3. Hillerød;;;104.5946653;.6438284520000001;;;;3
219010;3134;2776;635;349;313;767;2005;Kulsvierskolen;Hillerød;3. Hillerød;;;96.54211526;.40310323;;;;3
219011;4833;4030;970;504;410;1042;2005;Skanseskolen;Hillerød;3. Hillerød;;;132.0460526;.767105263;;;;3
221001;7507;6284;1648;548;378;1699;2005;Hundested;Hundested;4. Frederiksværk;;;;;;;;1
223001;4545;3972;410;460;938;1525;2005;Hørsholm;Hørsholm;2. Fredensborg;;;99.09242021;.444148936;;;;3
223002;4947;4415;624;534;858;1631;2005;Usserød;Hørsholm;2. Fredensborg;;;109.1711319;.637977227;;;;3
223003;3205;2925;135;272;834;1370;2005;Rungsted;Hørsholm;2. Fredensborg;;;149.9529867;.781526549;;;;3
223004;334;309;32;26;57;125;2005;Grønnegade;Hørsholm;2. Fredensborg;;;149.3413174;.652694611;;;;3
223005;4732;4164;431;458;915;1678;2005;Vallerød;Hørsholm;2. Fredensborg;;;117.4542683;.41802168;;;;3
225001;1222;1067;244;76;84;330;2005;Gerlev;Jægerspris;4. Frederiksværk;;;;;;;;1
225002;3424;2913;810;293;228;811;2005;Jægerspris;Jægerspris;4. Frederiksværk;;;;;;;;1
225003;1032;884;217;55;47;213;2005;Skoven;Jægerspris;4. Frederiksværk;;;;;;;;1
225004;1421;1165;285;85;61;335;2005;Krogstrup;Jægerspris;4. Frederiksværk;;;;;;;;1
227003;866;785;76;87;120;337;2005;Karlebo;Karlebo;2. Fredensborg;;;;;;;;1
227004;2808;2374;505;355;289;613;2005;Nivå;Karlebo;2. Fredensborg;;;;;;;;1
227005;3170;2695;501;331;339;870;2005;Ullerød;Karlebo;2. Fredensborg;;;;;;;;1
227006;3326;2802;466;260;374;996;2005;Brønsholm;Karlebo;2. Fredensborg;;;;;;;;1
227007;2781;2455;452;291;274;794;2005;Niverød;Karlebo;2. Fredensborg;;;;;;;;1
229001;5186;4428;928;361;343;1502;2005;Skibby;Skibby;4. Frederiksværk;;;;;;;;1
231001;1447;1251;208;91;197;428;2005;Ll. Lyngby;Skævinge;4. Frederiksværk;;;;;;;;1
231002;1547;1356;256;86;248;471;2005;Skævinge;Skævinge;4. Frederiksværk;;;;;;;;1
231003;883;777;156;51;125;249;2005;Gørløse;Skævinge;4. Frederiksværk;;;;;;;;1
231004;418;375;25;24;93;142;2005;Strø;Skævinge;4. Frederiksværk;;;;;;;;1
233001;2799;2480;448;200;241;942;2005;Jørlunde;Slangerup (del af);3. Hillerød;;;;;;;;1
233002;2874;2578;474;229;247;1038;2005;Slangerup;Slangerup (del af);3. Hillerød;;;;;;;;1
233003;874;802;141;60;79;329;2005;Uvelse;Slangerup (del af);3. Hillerød;;;;;;;;1
235001;2498;2270;340;285;334;782;2005;Ganløse;Stenløse;3. Hillerød;;;;;;;;1
235002;1142;1057;166;129;104;316;2005;Slagslunde;Stenløse;3. Hillerød;;;;;;;;1
235003;4154;3714;764;327;399;1336;2005;Stenløse;Stenløse;3. Hillerød;;;;;;;;1
235004;445;413;70;39;52;151;2005;Søsum;Stenløse;3. Hillerød;;;;;;;;1
235005;1411;1291;245;139;161;414;2005;Veksø;Stenløse;3. Hillerød;;;;;;;;1
237001;6242;5586;1233;493;566;1948;2005;Toftehøjskolen;Ølstykke;3. Hillerød;;;;;;;;1
237002;4603;4016;829;324;434;1389;2005;Stengårdsskolen;Ølstykke;3. Hillerød;;;;;;;;1
251001;2668;2339;506;164;173;908;2005;Hyllinge-Lyndby Sogn;Bramsnæs;3. Lejre;;;;;;;;1
251002;1940;1720;313;158;125;643;2005;Rye Sogn;Bramsnæs;3. Lejre;;;;;;;;1
251003;1289;1147;206;99;85;416;2005;Sæby-Gershøj;Bramsnæs;3. Lejre;;;;;;;;1
251004;1118;1003;189;92;63;398;2005;Sonnerup;Bramsnæs;3. Lejre;;;;;;;;1
253001;971;837;172;54;74;305;2005;Plejecenter Hedebo (tidl. Godthåb);Greve;2. Køge;;;100.0952885;.213869772;;;;3
253002;2521;2286;373;150;246;931;2005;Krogårdskolen;Greve;2. Køge;;;136.0908777;.892255274;;;;3
253003;1929;1674;354;119;171;561;2005;Hedelyskolen;Greve;2. Køge;;;113.1895206;.562318841;;;;3
253004;3743;3445;673;230;373;1373;2005;Mosedeskolen;Greve;2. Køge;;;137.8667355;.97572314;;;;3
253005;4110;3718;645;295;432;1463;2005;Karlslundehallerne;Greve;2. Køge;;;128.2007708;.842326559;;;;3
253006;1350;1130;192;87;113;428;2005;Karlslunde Skole;Greve;2. Køge;;;123.1782388;.756805557;;;;3
253007;3943;3496;767;201;315;1263;2005;Tune Skole/Hallerne;Greve;2. Køge;;;85.16986473999999;.246618433;;;;3
253008;2449;2210;420;172;206;809;2005;Tjørnelyskolen;Greve;2. Køge;;;;;;;;1
253009;2969;2423;636;183;158;643;2005;Gersagerskolen;Greve;2. Køge;;;;;;;;1
253010;4300;3280;895;226;259;822;2005;Hundigeskolen;Greve;2. Køge;;;;;;;;1
253011;5789;4934;960;371;503;1771;2005;Holmeagerskolen;Greve;2. Køge;;;;;;;;1
255001;1963;1778;386;160;169;606;2005;Ågerup-Kirkerup;Gundsø;1. Roskilde;;;;;;;;1
255002;425;394;50;39;35;158;2005;Hvedestrup;Gundsø;1. Roskilde;;;;;;;;1
255003;7010;6310;1123;549;824;2267;2005;Jyllinge;Gundsø;1. Roskilde;;;;;;;;1
255004;1844;1666;395;111;201;554;2005;Gundsømagle;Gundsø;1. Roskilde;;;;;;;;1
257001;3023;2717;767;275;217;780;2005;Hvalsø;Hvalsø;3. Lejre;;;;;;;;1
257002;428;385;75;55;38;95;2005;Tolstrup;Hvalsø;3. Lejre;;;;;;;;1
257003;2192;1970;467;155;150;663;2005;Kr. Såby;Hvalsø;3. Lejre;;;;;;;;1
259001;3162;2703;710;213;275;801;2005;Rådhushallen;Køge;2. Køge;;;96.95478722999999;.436702128;;;;3
259002;4367;3532;1149;290;244;862;2005;Køge Gymnasium;Køge;2. Køge;;;92.60224949000001;.321063395;;;;3
259003;688;624;135;57;74;222;2005;Lellinge;Køge;2. Køge;;;125.8287293;.737569061;;;;3
259004;1528;1315;286;79;104;435;2005;Højelse;Køge;2. Køge;;;126.0349127;.753117207;;;;3
259005;3418;2861;907;187;163;698;2005;Ølby Bibliotek;Køge;2. Køge;;;94.85457064000001;.325484765;;;;3
259006;2930;2529;602;167;219;815;2005;Kirstinedalsskolen;Køge;2. Køge;;;125.334608;.78138942;;;;3
259007;2916;2489;689;181;195;751;2005;Herfølge;Køge;2. Køge;;;112.175787;.56983085;;;;3
259008;1014;902;180;62;89;278;2005;Alkestrup;Køge;2. Køge;;;133.9299611;.865758755;;;;3
259009;3704;3144;929;253;240;878;2005;Hastrup;Køge;2. Køge;;;102.7992021;.449024823;;;;3
259010;3879;3362;880;269;308;1027;2005;Møllebo Plejecenter;Køge;2. Køge;;;101.2152625;.551830613;;;;3
259011;1730;1435;423;100;91;361;2005;Holmebækskolen;Køge;2. Køge;;;100.462743;.449526017;;;;3
261001;1561;1445;314;117;123;557;2005;Gevninge;Lejre;3. Lejre;;;;;;;;1
261002;396;368;62;38;38;143;2005;Herslev;Lejre;3. Lejre;;;;;;;;1
261003;1734;1633;265;288;171;585;2005;Lejre;Lejre;3. Lejre;;;;;;;;1
261004;1871;1644;323;161;133;625;2005;Osted;Lejre;3. Lejre;;;;;;;;1
261005;881;768;154;67;59;316;2005;Glim;Lejre;3. Lejre;;;;;;;;1
263001;1620;1469;300;133;143;539;2005;Gadstrup;Ramsø;3. Lejre;;;;;;;;1
263002;2769;2465;640;217;240;815;2005;Syv / Viby;Ramsø;3. Lejre;;;;;;;;1
263003;864;781;154;57;52;322;2005;Snoldelev;Ramsø;3. Lejre;;;;;;;;1
263004;282;260;48;25;20;113;2005;Ørsted;Ramsø;3. Lejre;;;;;;;;1
263005;1178;1087;234;95;84;416;2005;Dåstrup;Ramsø;3. Lejre;;;;;;;;1
265001;4594;3862;831;533;405;951;2005;Midtbyen VUC;Roskilde;1. Roskilde;;;91.11324867;.357069769;;;;3
265002;4408;3871;791;513;519;1121;2005;Klostermarken;Roskilde;1. Roskilde;;;99.7853211;.533944954;;;;3
265003;6149;5197;1405;674;389;1163;2005;Sct. Jørgen;Roskilde;1. Roskilde;;;85.89303992000001;.387666325;;;;3
265004;3561;3019;802;354;234;650;2005;Hedegården;Roskilde;1. Roskilde;;;78.84990843;.373102631;;;;3
265005;4918;4139;1181;411;353;958;2005;Østervang;Roskilde;1. Roskilde;;;80.04288672;.345755694;;;;3
265006;6664;5936;1019;791;779;1844;2005;Himmelev;Roskilde;1. Roskilde;;;103.4188975;.516444594;;;;3
265007;3227;2948;713;327;305;971;2005;Svogerslev Lynghøjskolen;Roskilde;1. Roskilde;;;115.0188953;.694908737;;;;3
265008;1647;1528;317;157;176;489;2005;Vindinge;Roskilde;1. Roskilde;;;127.0463289;.770810572;;;;3
265009;842;762;142;78;61;241;2005;Vor Frue;Roskilde;1. Roskilde;;;124.0410959;.840182648;;;;3
265010;4618;3689;1150;349;215;672;2005;Roskildehallen / Æblehaven;Roskilde;1. Roskilde;;;66.94297415;.204052318;;;;3
267001;3758;3302;706;293;359;1052;2005;Rådhuset i Borup;Skovbo;3. Lejre;;;;;;;;1
267002;2391;2137;434;157;205;748;2005;Ejby;Skovbo;3. Lejre;;;;;;;;1
267003;998;867;138;60;77;329;2005;Gørslev;Skovbo;3. Lejre;;;;;;;;1
267004;2373;2070;399;106;220;764;2005;Skovboskolen (Bjæverskov);Skovbo;3. Lejre;;;;;;;;1
267005;1242;1123;235;74;121;435;2005;Vemmedrup;Skovbo;3. Lejre;;;;;;;;1
269001;3070;2711;607;212;258;921;2005;Havdrup;Solrød;2. Køge;;;119.9899306;.726488862;;;;3
269002;587;537;89;66;48;208;2005;Solrød;Solrød;2. Køge;;;;;;;;1
269003;547;508;94;38;51;215;2005;Jersie By;Solrød;2. Køge;;;;;;;;1
269004;4224;3681;639;232;377;1545;2005;Det nordlige Strandområde;Solrød;2. Køge;;;122.5766069;.7855007470000001;;;;3
269005;6595;5672;1070;382;607;2188;2005;Det sydlige Strandområde;Solrød;2. Køge;;;112.748844;.666514554;;;;3
271001;3976;3382;740;215;283;1173;2005;Hårlevhallen;Vallø;2. Køge;;;;;;;;1
271002;3894;3399;663;245;299;1238;2005;Strøbyhallen;Vallø;2. Køge;;;;;;;;1
301001;515;451;81;47;29;148;2005;Eskebjerg;Bjergsted;2. Nykøbing Sjælland;;;;;;;;1
301002;2024;1643;400;118;110;475;2005;Føllenslev-Særslev;Bjergsted;2. Nykøbing Sjælland;;;;;;;;1
301003;356;314;71;27;14;106;2005;Sejerø;Bjergsted;2. Nykøbing Sjælland;;;;;;;;1
301004;638;530;117;63;26;146;2005;Viskinge;Bjergsted;2. Nykøbing Sjælland;;;;;;;;1
301005;1644;1343;445;140;61;368;2005;Svebølle;Bjergsted;2. Nykøbing Sjælland;;;;;;;;1
301006;903;731;194;53;35;179;2005;Bregninge;Bjergsted;2. Nykøbing Sjælland;;;;;;;;1
303001;3612;2976;707;199;302;894;2005;Dianalund;Dianalund;4. Ringsted;;;;;;;;1
303002;1355;1124;298;55;92;329;2005;Ruds Vedby;Dianalund;4. Ringsted;;;;;;;;1
303003;559;473;104;36;44;137;2005;Niløse;Dianalund;4. Ringsted;;;;;;;;1
305001;2974;2536;607;213;246;800;2005;Asnæs;Dragsholm;2. Nykøbing Sjælland;;;;;;;;1
305002;2971;2483;645;189;188;771;2005;Fårevejle;Dragsholm;2. Nykøbing Sjælland;;;;;;;;1
305003;1935;1622;407;144;117;512;2005;Grevinge;Dragsholm;2. Nykøbing Sjælland;;;;;;;;1
305004;2579;2153;517;163;152;712;2005;Hørve;Dragsholm;2. Nykøbing Sjælland;;;;;;;;1
307001;3243;2719;598;196;264;913;2005;Fuglebjerghallen;Fuglebjerg;5. Sorø;;;;;;;;1
307003;1584;1279;310;72;94;425;2005;Grønbrohallen;Fuglebjerg;5. Sorø;;;;;;;;1
309001;2358;1935;575;109;113;637;2005;Gørlev;Gørlev;3. Kalundborg;;;;;;;;1
309002;1376;1198;246;88;61;463;2005;Kirke Helsinge;Gørlev;3. Kalundborg;;;;;;;;1
309003;487;438;103;29;36;122;2005;Reersø;Gørlev;3. Kalundborg;;;;;;;;1
309004;820;717;172;51;43;265;2005;Svallerup;Gørlev;3. Kalundborg;;;;;;;;1
311001;1339;1115;275;56;93;382;2005;Dalmose;Hashøj;5. Sorø;;;;;;;;1
311002;1151;994;187;56;90;347;2005;Flakkebjerg;Hashøj;5. Sorø;;;;;;;;1
311003;1081;921;186;63;60;391;2005;Slotsbjergby;Hashøj;5. Sorø;;;;;;;;1
311004;1348;1176;242;66;76;500;2005;Sørbymagle;Hashøj;5. Sorø;;;;;;;;1
313001;8564;7267;1766;613;703;2353;2005;Haslev;Haslev;4. Ringsted;;;;;;;;1
313003;1231;1073;223;78;69;382;2005;Terslev;Haslev;4. Ringsted;;;;;;;;1
313004;493;429;79;25;30;172;2005;Førslev;Haslev;4. Ringsted;;;;;;;;1
313005;689;562;124;31;42;198;2005;Teestrup;Haslev;4. Ringsted;;;;;;;;1
315001;5535;4607;1105;610;543;1125;2005;Adm.centret;Holbæk;1. Holbæk;;;;;;;;1
315002;6455;5066;1533;524;496;1156;2005;Slotsmarksskolen;Holbæk;1. Holbæk;;;;;;;;1
315003;5383;4581;1231;575;568;1142;2005;Bjergmarkskolen;Holbæk;1. Holbæk;;;;;;;;1
315004;2216;1937;411;235;245;619;2005;Tuse Forsamlingshus;Holbæk;1. Holbæk;;;;;;;;1
315005;746;652;146;43;22;195;2005;Orø Forsamlingshus;Holbæk;1. Holbæk;;;;;;;;1
315006;3098;2750;623;249;298;911;2005;Vipperødhallen;Holbæk;1. Holbæk;;;;;;;;1
315007;788;658;140;61;56;229;2005;Hagested Forsamlingshus;Holbæk;1. Holbæk;;;;;;;;1
315008;1773;1555;311;125;138;528;2005;Udby Forsamlingshus;Holbæk;1. Holbæk;;;;;;;;1
317001;261;229;40;15;22;78;2005;Jorløse;Hvidebæk;3. Kalundborg;;;;;;;;1
317002;1033;894;227;54;56;329;2005;Rørby;Hvidebæk;3. Kalundborg;;;;;;;;1
317003;371;304;86;19;26;85;2005;St. Fuglede;Hvidebæk;3. Kalundborg;;;;;;;;1
317004;575;479;118;32;38;160;2005;Ll. Fuglede;Hvidebæk;3. Kalundborg;;;;;;;;1
317005;1502;1257;339;64;98;447;2005;Ubby;Hvidebæk;3. Kalundborg;;;;;;;;1
317006;348;301;91;18;21;93;2005;Værslev;Hvidebæk;3. Kalundborg;;;;;;;;1
319001;1994;1672;424;137;127;552;2005;Finderup 1;Høng;3. Kalundborg;;;;;;;;1
319002;1590;1361;382;68;102;430;2005;Finderup 2;Høng;3. Kalundborg;;;;;;;;1
319003;618;503;115;26;40;156;2005;Sæby-Hallenslev;Høng;3. Kalundborg;;;;;;;;1
319004;413;358;67;17;31;124;2005;Reerslev;Høng;3. Kalundborg;;;;;;;;1
319005;429;394;63;33;28;130;2005;Buerup;Høng;3. Kalundborg;;;;;;;;1
319006;640;558;113;38;44;205;2005;Gierslev;Høng;3. Kalundborg;;;;;;;;1
319007;500;417;78;16;23;167;2005;Ørslev Solbjerg;Høng;3. Kalundborg;;;;;;;;1
321001;1299;1119;211;97;112;428;2005;Vommevad;Jernløse;1. Holbæk;;;;;;;;1
321002;1621;1387;408;113;110;405;2005;Nr. Jernløse;Jernløse;1. Holbæk;;;;;;;;1
321003;1454;1246;314;91;103;425;2005;Undløse;Jernløse;1. Holbæk;;;;;;;;1
323001;3198;2624;700;206;219;780;2005;Kalundborghallen;Kalundborg;3. Kalundborg;;;;;;;;1
323002;2548;2023;741;105;101;476;2005;Rynkevangskolen;Kalundborg;3. Kalundborg;;;;;;;;1
323003;888;758;204;55;41;263;2005;Tømmerup Skole;Kalundborg;3. Kalundborg;;;;;;;;1
323004;1569;1333;397;66;64;437;2005;Årby Skole;Kalundborg;3. Kalundborg;;;;;;;;1
323005;3290;2843;739;201;210;961;2005;Raklev Sognegård;Kalundborg;3. Kalundborg;;;;;;;;1
323006;698;599;134;45;37;214;2005;Røsnæs Forsamlingshus;Kalundborg;3. Kalundborg;;;;;;;;1
323007;3185;2581;839;150;194;773;2005;Ulshøjskolen;Kalundborg;3. Kalundborg;;;;;;;;1
325001;6016;4991;1606;227;374;1289;2005;Korsør sydlige bydel;Korsør;6. Slagelse;;;;;;;;1
325002;5469;4287;1604;193;226;800;2005;Korsør nordlige bydel;Korsør;6. Slagelse;;;;;;;;1
325003;1797;1558;486;72;99;435;2005;Tårnborg;Korsør;6. Slagelse;;;;;;;;1
325004;2328;1999;427;100;129;713;2005;Vemmelev;Korsør;6. Slagelse;;;;;;;;1
327001;4791;3916;1255;268;351;997;2005;Nordgårdshallen;Nykøbing-Rørvig;2. Nykøbing Sjælland;;;;;;;;1
327002;1281;1124;233;112;98;353;2005;Rørvig Sognegård;Nykøbing-Rørvig;2. Nykøbing Sjælland;;;;;;;;1
329001;6351;5230;1310;423;503;1581;2005;Ringsted Nørretorv;Ringsted;4. Ringsted;;;97.40717822000001;.354207921;;;;3
329002;613;539;113;32;42;167;2005;Bringstrup;Ringsted;4. Ringsted;;;139.9221184;.8380062310000001;;;;3
329003;558;504;92;50;37;171;2005;Gyrstinge;Ringsted;4. Ringsted;;;;.802816901;;;;3
329004;3645;3146;885;211;235;933;2005;Benløse;Ringsted;4. Ringsted;;;109.0201123;.820392891;;;;3
329005;968;858;169;62;72;277;2005;Haraldsted;Ringsted;4. Ringsted;;;136.7490119;.87944664;;;;3
329006;4439;3652;1087;305;284;931;2005;Ringsted Dagmarskolen;Ringsted;4. Ringsted;;;92.31723903;.349880993;;;;3
329008;989;908;164;106;66;254;2005;Jystrup;Ringsted;4. Ringsted;;;137.8019802;.732673267;;;;3
329009;1015;877;193;59;78;305;2005;Kværkeby;Ringsted;4. Ringsted;;;;.850943396;;;;3
329010;1035;932;221;76;79;306;2005;Vetterslev;Ringsted;4. Ringsted;;;140.3036053;.907020873;;;;3
329011;523;443;86;35;35;161;2005;Sneslev;Ringsted;4. Ringsted;;;124.8233216;.671378092;;;;3
329012;812;717;128;66;68;252;2005;Nordrup;Ringsted;4. Ringsted;;;135.7894737;.799043062;;;;3
329013;990;879;222;75;56;262;2005;Vigersted;Ringsted;4. Ringsted;;;127.3320537;.80806142;;;;3
329014;653;562;152;28;30;177;2005;Ørslev;Ringsted;4. Ringsted;;;118.4733894;.719887955;;;;3
331001;2957;2443;525;195;220;759;2005;Skælskør Vest;Skælskør;5. Sorø;;;;;;;;1
331002;189;155;29;5;16;55;2005;Agersø;Skælskør;5. Sorø;;;;;;;;1
331003;1039;899;175;51;68;337;2005;Boeslunde;Skælskør;5. Sorø;;;;;;;;1
331004;344;301;65;23;23;104;2005;Eggeslevmagle;Skælskør;5. Sorø;;;;;;;;1
331005;2010;1599;406;99;133;492;2005;Skælskør Øst;Skælskør;5. Sorø;;;;;;;;1
331006;426;368;65;21;39;107;2005;Magleby;Skælskør;5. Sorø;;;;;;;;1
331007;160;140;30;6;5;45;2005;Omø;Skælskør;5. Sorø;;;;;;;;1
331008;549;487;87;28;35;177;2005;Tjæreby;Skælskør;5. Sorø;;;;;;;;1
331010;1346;1149;249;72;82;393;2005;Rude;Skælskør;5. Sorø;;;;;;;;1
333001;5178;3829;933;280;396;1121;2005;Slagelsehallen;Slagelse;6. Slagelse;;;;;;;;1
333002;4312;3510;920;198;314;1124;2005;Antvorskov;Slagelse;6. Slagelse;;;;;;;;1
333003;4768;4060;1066;276;369;1307;2005;Vesthallen;Slagelse;6. Slagelse;;;;;;;;1
333004;5304;4126;1134;278;322;1214;2005;Nordhallen;Slagelse;6. Slagelse;;;;;;;;1
333005;690;613;105;28;63;245;2005;Slagelse Produktion / Ottestrup;Slagelse;6. Slagelse;;;;;;;;1
333006;678;591;100;24;58;248;2005;Vestermose;Slagelse;6. Slagelse;;;;;;;;1
333007;1536;1350;269;69;114;494;2005;Stillinge;Slagelse;6. Slagelse;;;;;;;;1
333008;442;388;75;25;28;143;2005;Havrebjerg;Slagelse;6. Slagelse;;;;;;;;1
333009;4494;3669;1111;244;302;985;2005;Søndermark;Slagelse;6. Slagelse;;;;;;;;1
335001;1148;1005;261;59;56;373;2005;Alsted-Fjenneslev;Sorø;5. Sorø;;;;;;;;1
335002;4108;3449;873;382;394;1016;2005;Sorø;Sorø;5. Sorø;;;;;;;;1
335003;3417;2997;669;318;265;985;2005;Frederiksberg;Sorø;5. Sorø;;;;;;;;1
335004;2054;1741;419;121;169;623;2005;Pedersborg;Sorø;5. Sorø;;;;;;;;1
335005;835;713;137;57;44;270;2005;Slaglille-Bjernede;Sorø;5. Sorø;;;;;;;;1
337001;1815;1491;397;91;126;469;2005;Stenlille;Stenlille;4. Ringsted;;;;;;;;1
337003;226;199;31;14;12;83;2005;Flinterup;Stenlille;4. Ringsted;;;;;;;;1
337004;969;822;170;62;70;284;2005;Munke Bjergby;Stenlille;4. Ringsted;;;;;;;;1
337005;603;536;104;41;38;177;2005;Stenmagle;Stenlille;4. Ringsted;;;;;;;;1
337007;529;473;111;27;30;167;2005;Nyrup;Stenlille;4. Ringsted;;;;;;;;1
339001;459;393;107;20;17;128;2005;Hjembæk;Svinninge;2. Nykøbing Sjælland;;;;;;;;1
339002;2090;1759;489;132;170;540;2005;Svinninge;Svinninge;2. Nykøbing Sjælland;;;;;;;;1
339003;1266;1071;232;89;91;368;2005;Kundby;Svinninge;2. Nykøbing Sjælland;;;;;;;;1
339004;1037;910;238;83;63;292;2005;Gislinge;Svinninge;2. Nykøbing Sjælland;;;;;;;;1
341002;3495;2903;782;224;246;918;2005;Jyderup;Tornved;1. Holbæk;;;;;;;;1
341004;803;682;195;38;42;224;2005;Knabstrup;Tornved;1. Holbæk;;;;;;;;1
341006;2334;1933;484;169;133;628;2005;Mørkøv;Tornved;1. Holbæk;;;;;;;;1
343001;1183;1012;232;83;58;324;2005;Egebjerg;Trundholm;2. Nykøbing Sjælland;;;;;;;;1
343002;2780;2309;577;210;164;678;2005;Højby;Trundholm;2. Nykøbing Sjælland;;;;;;;;1
343003;556;455;95;27;31;143;2005;Lumsås;Trundholm;2. Nykøbing Sjælland;;;;;;;;1
343004;878;710;174;69;44;202;2005;Nr. Asminderup;Trundholm;2. Nykøbing Sjælland;;;;;;;;1
343005;1104;926;249;61;57;265;2005;Odden;Trundholm;2. Nykøbing Sjælland;;;;;;;;1
343006;2345;1899;422;174;178;625;2005;Vig;Trundholm;2. Nykøbing Sjælland;;;;;;;;1
345001;3308;2857;694;308;241;870;2005;Tølløsehallen;Tølløse;1. Holbæk;;;;;;;;1
345003;1341;1186;257;135;75;384;2005;Stestrup Fritidsgård;Tølløse;1. Holbæk;;;;;;;;1
345004;1378;1183;289;75;89;362;2005;Merløse Fritidscenter;Tølløse;1. Holbæk;;;;;;;;1
345005;1071;935;196;64;64;345;2005;Ugerløse Fritidscenter;Tølløse;1. Holbæk;;;;;;;;1
351002;3576;2952;943;153;336;796;2005;Fakse;Fakse;1. Præstø;;;;;;;;1
351003;2415;2062;540;133;244;540;2005;Hylleholt;Fakse;1. Præstø;;;;;;;;1
351004;605;489;113;27;37;156;2005;Roholte;Fakse;1. Præstø;;;;;;;;1
351006;2122;1826;423;104;207;611;2005;Karise;Fakse;1. Præstø;;;;;;;;1
351008;595;515;104;36;54;157;2005;Spjellerup-Smerup;Fakse;1. Præstø;;;;;;;;1
353001;816;722;151;39;72;254;2005;Everdrup;Fladså;1. Præstø;;;;;;;;1
353002;1693;1471;300;100;175;581;2005;Næstelsø/Mogenstrup;Fladså;1. Præstø;;;;;;;;1
353003;1861;1540;348;93;157;560;2005;Snesere;Fladså;1. Præstø;;;;;;;;1
353004;1246;1068;208;75;86;439;2005;Hammer/Vester Egesborg;Fladså;1. Præstø;;;;;;;;1
355001;766;643;177;20;28;237;2005;Errindlev;Holeby;5. Maribo;;;;;;;;1
355002;580;497;153;27;33;117;2005;Fuglse;Holeby;5. Maribo;;;;;;;;1
355003;1568;1309;508;76;66;369;2005;Holeby;Holeby;5. Maribo;;;;;;;;1
355004;219;190;55;11;6;62;2005;Bursø;Holeby;5. Maribo;;;;;;;;1
357001;3239;2799;914;173;378;754;2005;Fensmark;Holmegård;2. Næstved;;;;;;;;1
357002;1073;951;276;46;112;284;2005;Holme-Olstrup;Holmegård;2. Næstved;;;;;;;;1
357003;1140;975;226;59;102;331;2005;Toksværd;Holmegård;2. Næstved;;;;;;;;1
359001;446;353;117;21;28;104;2005;Halsted;Højreby;4. Nakskov;;;;;;;;1
359002;316;255;73;6;17;63;2005;Avnede;Højreby;4. Nakskov;;;;;;;;1
359003;521;435;153;18;19;112;2005;Landet-Ryde;Højreby;4. Nakskov;;;;;;;;1
359004;1426;1183;413;82;74;297;2005;Søllested/Skovlænge;Højreby;4. Nakskov;;;;;;;;1
359006;390;327;98;16;21;93;2005;Vesterborg;Højreby;4. Nakskov;;;;;;;;1
