area;v2;t2;t1;t;zipy
Ejerlejlighed;7980 Vils;;;;79805
Ejerlejlighed;7990 Øster Assels;;;;79905
Ejerlejlighed;8000 Århus C;187;203;171;80005
Ejerlejlighed;8200 Århus N;39.5;34;45;82005
Ejerlejlighed;8210 Århus V;4;5;3;82105
Ejerlejlighed;8220 Brabrand;11.5;12;11;82205
Ejerlejlighed;8230 Åbyhøj;13;10;16;82305
Ejerlejlighed;8240 Risskov;21.5;19;24;82405
Ejerlejlighed;8250 Egå;5;2;8;82505
Ejerlejlighed;8260 Viby J;20;21;19;82605
Ejerlejlighed;8270 Højbjerg;12.5;10;15;82705
Ejerlejlighed;8300 Odder;12;16;8;83005
Ejerlejlighed;8305 Samsø;0;0;;83055
Ejerlejlighed;8310 Tranbjerg J;;;;83105
Ejerlejlighed;8320 Mårslet;;;;83205
Ejerlejlighed;8330 Beder;1;1;;83305
Ejerlejlighed;8340 Malling;;;;83405
Ejerlejlighed;8350 Hundslund;;;;83505
Ejerlejlighed;8355 Solbjerg;;;;83555
Ejerlejlighed;8361 Hasselager;;;;83615
Ejerlejlighed;8362 Hørning;1.5;3;0;83625
Ejerlejlighed;8370 Hadsten;.5;0;1;83705
Ejerlejlighed;8380 Trige;0;0;0;83805
Ejerlejlighed;8381 Tilst;5;2;8;83815
Ejerlejlighed;8382 Hinnerup;1.5;1;2;83825
Ejerlejlighed;8400 Ebeltoft;2;2;2;84005
Ejerlejlighed;8410 Rønde;1;0;2;84105
Ejerlejlighed;8420 Knebel;;;;84205
Ejerlejlighed;8444 Balle;;;;84445
Ejerlejlighed;8450 Hammel;.5;1;0;84505
Ejerlejlighed;8462 Harlev J;;;;84625
Ejerlejlighed;8464 Galten;3;2;4;84645
Ejerlejlighed;8471 Sabro;1.5;2;1;84715
Ejerlejlighed;8472 Sporup;0;0;;84725
Ejerlejlighed;8500 Grenaa;5;4;6;85005
Ejerlejlighed;8520 Lystrup;1;2;0;85205
Ejerlejlighed;8530 Hjortshøj;;;;85305
Ejerlejlighed;8541 Skødstrup;2;2;2;85415
Ejerlejlighed;8543 Hornslet;1.5;0;3;85435
Ejerlejlighed;8544 Mørke;0;0;;85445
Ejerlejlighed;8550 Ryomgård;;;;85505
Ejerlejlighed;8560 Kolind;;;;85605
Ejerlejlighed;8570 Trustrup;;;;85705
Ejerlejlighed;8581 Nimtofte;;;;85815
Ejerlejlighed;8585 Glesborg;1;0;2;85855
Ejerlejlighed;8586 Ørum Djurs;;;;85865
Ejerlejlighed;8592 Anholt;;;;85925
Ejerlejlighed;8600 Silkeborg;13.5;9;18;86005
Ejerlejlighed;8620 Kjellerup;.5;1;0;86205
Ejerlejlighed;8632 Lemming;;;;86325
Ejerlejlighed;8641 Sorring;;;;86415
Ejerlejlighed;8643 Ans By;0;;0;86435
Ejerlejlighed;8653 Them;0;;0;86535
Ejerlejlighed;8654 Bryrup;1;1;;86545
Ejerlejlighed;8660 Skanderborg;13;19;7;86605
Ejerlejlighed;8670 Låsby;;;;86705
Ejerlejlighed;8680 Ry;1.5;2;1;86805
Ejerlejlighed;8700 Horsens;35.5;20;51;87005
Ejerlejlighed;8721 Daugård;;;;87215
Ejerlejlighed;8722 Hedensted;1;0;2;87225
Ejerlejlighed;8723 Løsning;1;1;;87235
Ejerlejlighed;8732 Hovedgård;0;;0;87325
Ejerlejlighed;8740 Brædstrup;1;1;;87405
Ejerlejlighed;8751 Gedved;;;;87515
Ejerlejlighed;8752 Østbirk;;;;87525
Ejerlejlighed;8762 Flemming;;;;87625
Ejerlejlighed;8763 Rask Mølle;;;;87635
Ejerlejlighed;8765 Klovborg;;;;87655
Ejerlejlighed;8766 Nørre Snede;0;;0;87665
Ejerlejlighed;8781 Stenderup;;;;87815
Ejerlejlighed;8783 Hornsyld;;;;87835
Ejerlejlighed;8800 Viborg;18.5;14;23;88005
Ejerlejlighed;8830 Tjele;.5;0;1;88305
Ejerlejlighed;8831 Løgstrup;;;;88315
Ejerlejlighed;8832 Skals;;;;88325
Ejerlejlighed;8840 Rødkærsbro;;;;88405
Ejerlejlighed;8850 Bjerringbro;1.5;1;2;88505
Ejerlejlighed;8860 Ulstrup;0;0;0;88605
Ejerlejlighed;8870 Langå;0;;0;88705
Ejerlejlighed;8881 Thorsø;.5;0;1;88815
Ejerlejlighed;8882 Fårvang;;;;88825
Ejerlejlighed;8883 Gjern;0;;0;88835
Ejerlejlighed;8900 Randers C;36.5;35;38;89005
Ejerlejlighed;8920 Randers NV;18.5;19;18;89205
Ejerlejlighed;8930 Randers NØ;21;13;29;89305
Ejerlejlighed;8940 Randers SV;8.5;4;13;89405
Ejerlejlighed;8950 Ørsted;;;;89505
Ejerlejlighed;8960 Randers SØ;3.5;3;4;89605
Ejerlejlighed;8961 Allingåbro;0;0;0;89615
Ejerlejlighed;8963 Auning;;;;89635
Ejerlejlighed;8970 Havndal;0;;0;89705
Ejerlejlighed;8981 Spentrup;.5;0;1;89815
Ejerlejlighed;8983 Gjerlev J;;;;89835
Ejerlejlighed;8990 Fårup;;;;89905
Ejerlejlighed;9000 Aalborg;139.5;147;132;90005
Ejerlejlighed;9200 Aalborg SV;4;7;1;92005
Ejerlejlighed;9210 Aalborg SØ;10;8;12;92105
Ejerlejlighed;9220 Aalborg Øst;1.5;2;1;92205
Ejerlejlighed;9230 Svenstrup J;.5;0;1;92305
Ejerlejlighed;9240 Nibe;1;1;;92405
Ejerlejlighed;9260 Gistrup;0;;0;92605
Ejerlejlighed;9270 Klarup;1;0;2;92705
Ejerlejlighed;9280 Storvorde;0;0;0;92805
Ejerlejlighed;9293 Kongerslev;;;;92935
Ejerlejlighed;9300 Sæby;0;0;0;93005
Ejerlejlighed;9310 Vodskov;2.5;3;2;93105
Ejerlejlighed;9320 Hjallerup;.5;0;1;93205
Ejerlejlighed;9330 Dronninglund;;;;93305
Ejerlejlighed;9340 Asaa;;;;93405
Ejerlejlighed;9352 Dybvad;;;;93525
Ejerlejlighed;9362 Gandrup;.5;1;0;93625
Ejerlejlighed;9370 Hals;0;0;0;93705
Ejerlejlighed;9380 Vestbjerg;;;;93805
Ejerlejlighed;9381 Sulsted;;;;93815
Ejerlejlighed;9382 Tylstrup;;;;93825
Ejerlejlighed;9400 Nørresundby;28;24;32;94005
Ejerlejlighed;9430 Vadum;1;0;2;94305
Ejerlejlighed;9440 Aabybro;1;1;;94405
Ejerlejlighed;9460 Brovst;0;0;0;94605
Ejerlejlighed;9480 Løkken;1;1;1;94805
Ejerlejlighed;9490 Pandrup;1;1;1;94905
Ejerlejlighed;9492 Blokhus;0;0;0;94925
Ejerlejlighed;9493 Saltum;;;;94935
Ejerlejlighed;9500 Hobro;2;2;2;95005
Ejerlejlighed;9510 Arden;;;;95105
Ejerlejlighed;9520 Skørping;;;;95205
Ejerlejlighed;9530 Støvring;4.5;6;3;95305
Ejerlejlighed;9541 Suldrup;1;1;;95415
Ejerlejlighed;9550 Mariager;.5;1;0;95505
Ejerlejlighed;9560 Hadsund;2;3;1;95605
Ejerlejlighed;9574 Bælum;;;;95745
Ejerlejlighed;9575 Terndrup;;;;95755
Ejerlejlighed;9600 Aars;;;;96005
Ejerlejlighed;9610 Nørager;;;;96105
Ejerlejlighed;9620 Aalestrup;1;1;1;96205
Ejerlejlighed;9631 Gedsted;1;1;;96315
Ejerlejlighed;9632 Møldrup;;;;96325
Ejerlejlighed;9640 Farsø;0;;0;96405
Ejerlejlighed;9670 Løgstør;;;;96705
Ejerlejlighed;9681 Ranum;;;;96815
Ejerlejlighed;9690 Fjerritslev;;;;96905
Ejerlejlighed;9700 Brønderslev;1;1;1;97005
Ejerlejlighed;9740 Jerslev J;;;;97405
Ejerlejlighed;9750 Østervrå;;;;97505
Ejerlejlighed;9760 Vrå;;;;97605
Ejerlejlighed;9800 Hjørring;5;6;4;98005
Ejerlejlighed;9830 Tårs;0;0;0;98305
Ejerlejlighed;9850 Hirtshals;1;0;2;98505
Ejerlejlighed;9870 Sindal;;;;98705
Ejerlejlighed;9881 Bindslev;0;;0;98815
Ejerlejlighed;9900 Frederikshavn;8;9;7;99005
Ejerlejlighed;9940 Læsø;;;;99405
Ejerlejlighed;9970 Strandby;0;0;;99705
Ejerlejlighed;9981 Jerup;;;;99815
Ejerlejlighed;9982 Ålbæk;;;;99825
Ejerlejlighed;9990 Skagen;4;3;5;99905
Parcel-/rækkehus;1000-1499 Kbh.K.;1;2;0;10007
Parcel-/rækkehus;1500-1799 Kbh.V.;2;0;1;15007
Parcel-/rækkehus;1800-1999 Frederiksberg C;1;2;0;18007
Parcel-/rækkehus;2000 Frederiksberg;10;6;2;20007
Parcel-/rækkehus;2100 København Ø;9;5;5;21007
Parcel-/rækkehus;2150 Nordhavn;;;;21507
Parcel-/rækkehus;2200 København N;;;1;22007
Parcel-/rækkehus;2300 København S;34;24;39;23007
Parcel-/rækkehus;2400 København NV;6;3;15;24007
Parcel-/rækkehus;2450 København SV;1;;0;24507
Parcel-/rækkehus;2500 Valby;15;21;22;25007
Parcel-/rækkehus;2600 Glostrup;26;24;28;26007
Parcel-/rækkehus;2605 Brøndby;13;13;20;26057
Parcel-/rækkehus;2610 Rødovre;29;34;47;26107
Parcel-/rækkehus;2620 Albertslund;23;16;28;26207
Parcel-/rækkehus;2625 Vallensbæk;10;2;14;26257
Parcel-/rækkehus;2630 Taastrup;26;19;30;26307
Parcel-/rækkehus;2635 Ishøj;24;9;22;26357
Parcel-/rækkehus;2640 Hedehusene;24;9;23;26407
Parcel-/rækkehus;2650 Hvidovre;61;45;59;26507
Parcel-/rækkehus;2660 Brøndby Strand;25;16;15;26607
Parcel-/rækkehus;2665 Vallensbæk Strand;13;3;10;26657
Parcel-/rækkehus;2670 Greve;68;47;50;26707
Parcel-/rækkehus;2680 Solrød Strand;40;22;18;26807
Parcel-/rækkehus;2690 Karlslunde;29;13;22;26907
Parcel-/rækkehus;2700 Brønshøj;24;21;30;27007
Parcel-/rækkehus;2720 Vanløse;26;18;19;27207
Parcel-/rækkehus;2730 Herlev;26;25;43;27307
Parcel-/rækkehus;2740 Skovlunde;21;16;17;27407
Parcel-/rækkehus;2750 Ballerup;31;13;16;27507
Parcel-/rækkehus;2760 Måløv;7;3;8;27607
Parcel-/rækkehus;2765 Smørum;15;8;29;27657
Parcel-/rækkehus;2770 Kastrup;50;34;49;27707
Parcel-/rækkehus;2791 Dragør;22;14;26;27917
Parcel-/rækkehus;2800 Kgs.Lyngby;36;32;41;28007
Parcel-/rækkehus;2820 Gentofte;31;15;33;28207
Parcel-/rækkehus;2830 Virum;34;11;40;28307
Parcel-/rækkehus;2840 Holte;28;25;24;28407
Parcel-/rækkehus;2850 Nærum;5;3;4;28507
Parcel-/rækkehus;2860 Søborg;19;17;25;28607
Parcel-/rækkehus;2870 Dyssegård;9;4;7;28707
Parcel-/rækkehus;2880 Bagsværd;20;19;15;28807
Parcel-/rækkehus;2900 Hellerup;31;22;20;29007
Parcel-/rækkehus;2920 Charlottenlund;25;13;16;29207
Parcel-/rækkehus;2930 Klampenborg;18;4;6;29307
Parcel-/rækkehus;2942 Skodsborg;0;2;0;29427
Parcel-/rækkehus;2950 Vedbæk;14;3;18;29507
Parcel-/rækkehus;2960 Rungsted Kyst;19;8;8;29607
Parcel-/rækkehus;2970 Hørsholm;39;20;37;29707
Parcel-/rækkehus;2980 Kokkedal;33;8;13;29807
Parcel-/rækkehus;2990 Nivå;12;3;13;29907
Parcel-/rækkehus;3000 Helsingør;26;23;23;30007
Parcel-/rækkehus;3050 Humlebæk;17;8;16;30507
Parcel-/rækkehus;3060 Espergærde;26;10;21;30607
Parcel-/rækkehus;3070 Snekkersten;6;8;11;30707
Parcel-/rækkehus;3080 Tikøb;2;1;1;30807
Parcel-/rækkehus;3100 Hornbæk;7;4;7;31007
Parcel-/rækkehus;3120 Dronningmølle;4;2;2;31207
Parcel-/rækkehus;3140 Ålsgårde;10;9;13;31407
Parcel-/rækkehus;3150 Hellebæk;0;0;1;31507
Parcel-/rækkehus;3200 Helsinge;40;23;24;32007
Parcel-/rækkehus;3210 Vejby;7;2;5;32107
Parcel-/rækkehus;3220 Tisvildeleje;0;0;1;32207
Parcel-/rækkehus;3230 Græsted;32;19;10;32307
Parcel-/rækkehus;3250 Gilleleje;23;13;14;32507
Parcel-/rækkehus;3300 Frederiksværk;33;37;26;33007
Parcel-/rækkehus;3310 Ølsted;7;2;2;33107
Parcel-/rækkehus;3320 Skævinge;13;20;10;33207
Parcel-/rækkehus;3330 Gørløse;8;1;2;33307
Parcel-/rækkehus;3360 Liseleje;3;2;1;33607
Parcel-/rækkehus;3370 Melby;1;3;2;33707
Parcel-/rækkehus;3390 Hundested;22;11;25;33907
Parcel-/rækkehus;3400 Hillerød;41;35;46;34007
Parcel-/rækkehus;3450 Allerød;42;18;33;34507
Parcel-/rækkehus;3460 Birkerød;29;19;26;34607
Parcel-/rækkehus;3480 Fredensborg;33;8;16;34807
Parcel-/rækkehus;3490 Kvistgård;5;4;2;34907
Parcel-/rækkehus;3500 Værløse;24;14;33;35007
Parcel-/rækkehus;3520 Farum;26;17;15;35207
Parcel-/rækkehus;3540 Lynge;14;3;11;35407
Parcel-/rækkehus;3550 Slangerup;21;6;11;35507
Parcel-/rækkehus;3600 Frederikssund;46;18;28;36007
Parcel-/rækkehus;3630 Jægerspris;17;11;14;36307
Parcel-/rækkehus;3650 Ølstykke;20;13;30;36507
Parcel-/rækkehus;3660 Stenløse;18;12;17;36607
Parcel-/rækkehus;3670 Veksø Sjælland;6;2;2;36707
Parcel-/rækkehus;3700 Rønne;78;74;72;37007
Parcel-/rækkehus;3720 Aakirkeby;24;13;18;37207
Parcel-/rækkehus;3730 Nexø;24;11;29;37307
Parcel-/rækkehus;3740 Svaneke;8;4;4;37407
Parcel-/rækkehus;3751 Østermarie;5;8;4;37517
Parcel-/rækkehus;3760 Gudhjem;7;5;4;37607
Parcel-/rækkehus;3770 Allinge;7;13;9;37707
Parcel-/rækkehus;3782 Klemensker;2;5;5;37827
Parcel-/rækkehus;3790 Hasle;12;10;15;37907
Parcel-/rækkehus;4000 Roskilde;76;49;76;40007
Parcel-/rækkehus;4030 Tune;20;12;9;40307
Parcel-/rækkehus;4040 Jyllinge;28;4;19;40407
Parcel-/rækkehus;4050 Skibby;14;7;19;40507
Parcel-/rækkehus;4060 Kirke Såby;10;11;4;40607
Parcel-/rækkehus;4070 Kirke Hyllinge;27;20;12;40707
Parcel-/rækkehus;4100 Ringsted;50;49;57;41007
Parcel-/rækkehus;4130 Viby Sjælland;19;6;14;41307
Parcel-/rækkehus;4140 Borup;8;7;17;41407
Parcel-/rækkehus;4160 Herlufmagle;21;9;15;41607
Parcel-/rækkehus;4171 Glumsø;13;8;6;41717
Parcel-/rækkehus;4173 Fjenneslev;1;7;4;41737
Parcel-/rækkehus;4174 Jystrup Midtsj;3;2;0;41747
Parcel-/rækkehus;4180 Sorø;26;18;34;41807
Parcel-/rækkehus;4190 Munke Bjergby;0;1;2;41907
Parcel-/rækkehus;4200 Slagelse;94;69;63;42007
Parcel-/rækkehus;4220 Korsør;38;26;26;42207
Parcel-/rækkehus;4230 Skælskør;13;17;23;42307
Parcel-/rækkehus;4241 Vemmelev;8;7;12;42417
Parcel-/rækkehus;4242 Boeslunde;2;0;1;42427
Parcel-/rækkehus;4243 Rude;1;2;1;42437
Parcel-/rækkehus;4250 Fuglebjerg;14;8;13;42507
Parcel-/rækkehus;4261 Dalmose;8;6;8;42617
Parcel-/rækkehus;4262 Sandved;3;5;2;42627
Parcel-/rækkehus;4270 Høng;21;29;17;42707
Parcel-/rækkehus;4281 Gørlev;15;13;18;42817
Parcel-/rækkehus;4291 Ruds Vedby;8;8;7;42917
Parcel-/rækkehus;4293 Dianalund;17;11;16;42937
Parcel-/rækkehus;4295 Stenlille;19;8;5;42957
Parcel-/rækkehus;4296 Nyrup;4;1;4;42967
Parcel-/rækkehus;4300 Holbæk;54;48;63;43007
Parcel-/rækkehus;4320 Lejre;17;6;10;43207
Parcel-/rækkehus;4330 Hvalsø;17;5;11;43307
Parcel-/rækkehus;4340 Tølløse;21;17;12;43407
Parcel-/rækkehus;4350 Ugerløse;3;5;2;43507
Parcel-/rækkehus;4360 Kirke Eskilstrup;4;2;4;43607
Parcel-/rækkehus;4370 Store Merløse;4;5;2;43707
Parcel-/rækkehus;4390 Vipperød;7;6;3;43907
Parcel-/rækkehus;4400 Kalundborg;70;56;49;44007
Parcel-/rækkehus;4420 Regstrup;19;9;11;44207
Parcel-/rækkehus;4440 Mørkøv;10;15;13;44407
Parcel-/rækkehus;4450 Jyderup;29;20;9;44507
Parcel-/rækkehus;4460 Snertinge;6;12;3;44607
Parcel-/rækkehus;4470 Svebølle;16;10;5;44707
Parcel-/rækkehus;4480 Store Fuglede;7;0;1;44807
Parcel-/rækkehus;4490 Jerslev Sjælland;12;8;11;44907
Parcel-/rækkehus;4500 Nykøbing Sj;31;21;26;45007
Parcel-/rækkehus;4520 Svinninge;10;17;17;45207
Parcel-/rækkehus;4532 Gislinge;2;2;5;45327
Parcel-/rækkehus;4534 Hørve;10;9;4;45347
Parcel-/rækkehus;4540 Fårevejle;16;7;10;45407
Parcel-/rækkehus;4550 Asnæs;13;11;10;45507
Parcel-/rækkehus;4560 Vig;9;10;8;45607
Parcel-/rækkehus;4571 Grevinge;6;3;6;45717
Parcel-/rækkehus;4572 Nørre Asmindrup;4;4;4;45727
Parcel-/rækkehus;4573 Højby;13;4;2;45737
Parcel-/rækkehus;4581 Rørvig;3;2;2;45817
Parcel-/rækkehus;4583 Sjællands Odde;8;5;2;45837
Parcel-/rækkehus;4591 Føllenslev;2;8;8;45917
Parcel-/rækkehus;4592 Sejerø;;0;0;45927
Parcel-/rækkehus;4593 Eskebjerg;0;3;2;45937
Parcel-/rækkehus;4600 Køge;64;38;45;46007
Parcel-/rækkehus;4621 Gadstrup;14;7;3;46217
Parcel-/rækkehus;4622 Havdrup;20;7;13;46227
Parcel-/rækkehus;4623 Lille Skensved;12;4;6;46237
Parcel-/rækkehus;4632 Bjæverskov;15;8;14;46327
Parcel-/rækkehus;4640 Faxe;23;13;12;46407
Parcel-/rækkehus;4652 Hårlev;16;9;7;46527
Parcel-/rækkehus;4653 Karise;7;8;10;46537
Parcel-/rækkehus;4654 Faxe Ladeplads;17;5;5;46547
Parcel-/rækkehus;4660 Store Heddinge;21;5;13;46607
Parcel-/rækkehus;4671 Strøby;1;1;4;46717
Parcel-/rækkehus;4672 Klippinge;6;3;6;46727
Parcel-/rækkehus;4673 Rødvig Stevns;4;3;2;46737
Parcel-/rækkehus;4681 Herfølge;8;5;10;46817
Parcel-/rækkehus;4682 Tureby;5;2;2;46827
Parcel-/rækkehus;4683 Rønnede;9;7;10;46837
Parcel-/rækkehus;4684 Holmegaard;24;19;20;46847
Parcel-/rækkehus;4690 Haslev;54;42;28;46907
Parcel-/rækkehus;4700 Næstved;124;122;102;47007
Parcel-/rækkehus;4720 Præstø;21;20;22;47207
Parcel-/rækkehus;4733 Tappernøje;15;11;8;47337
Parcel-/rækkehus;4735 Mern;11;7;8;47357
Parcel-/rækkehus;4736 Karrebæksminde;7;3;2;47367
Parcel-/rækkehus;4750 Lundby;10;12;11;47507
Parcel-/rækkehus;4760 Vordingborg;47;35;30;47607
Parcel-/rækkehus;4771 Kalvehave;7;7;2;47717
Parcel-/rækkehus;4772 Langebæk;3;0;0;47727
Parcel-/rækkehus;4773 Stensved;8;9;5;47737
Parcel-/rækkehus;4780 Stege;37;23;14;47807
Parcel-/rækkehus;4791 Borre;11;2;3;47917
Parcel-/rækkehus;4792 Askeby;3;2;2;47927
Parcel-/rækkehus;4793 Bogø By;6;4;0;47937
Parcel-/rækkehus;4800 Nykøbing F;57;50;53;48007
Parcel-/rækkehus;4840 Nørre Alslev;23;21;19;48407
Parcel-/rækkehus;4850 Stubbekøbing;12;18;17;48507
Parcel-/rækkehus;4862 Guldborg;3;4;5;48627
Parcel-/rækkehus;4863 Eskilstrup;9;10;4;48637
Parcel-/rækkehus;4871 Horbelev;5;6;9;48717
Parcel-/rækkehus;4872 Idestrup;5;6;4;48727
Parcel-/rækkehus;4873 Væggerløse;4;4;9;48737
Parcel-/rækkehus;4874 Gedser;6;9;3;48747
Parcel-/rækkehus;4880 Nysted;6;11;6;48807
Parcel-/rækkehus;4891 Toreby L;5;4;5;48917
Parcel-/rækkehus;4892 Kettinge;10;6;6;48927
Parcel-/rækkehus;4894 Øster Ulslev;4;2;5;48947
Parcel-/rækkehus;4895 Errindlev;3;3;3;48957
Parcel-/rækkehus;4900 Nakskov;48;46;49;49007
Parcel-/rækkehus;4912 Harpelunde;6;1;1;49127
Parcel-/rækkehus;4913 Horslunde;13;10;3;49137
Parcel-/rækkehus;4920 Søllested;15;14;10;49207
Parcel-/rækkehus;4930 Maribo;29;26;20;49307
Parcel-/rækkehus;4941 Bandholm;4;2;2;49417
Parcel-/rækkehus;4943 Torrig L;3;1;2;49437
Parcel-/rækkehus;4944 Fejø;3;3;3;49447
Parcel-/rækkehus;4951 Nørreballe;4;3;2;49517
Parcel-/rækkehus;4952 Stokkemarke;6;1;7;49527
Parcel-/rækkehus;4953 Vesterborg;3;2;2;49537
Parcel-/rækkehus;4960 Holeby;9;10;14;49607
Parcel-/rækkehus;4970 Rødby;26;14;19;49707
Parcel-/rækkehus;4983 Dannemare;3;5;5;49837
Parcel-/rækkehus;4990 Sakskøbing;19;16;20;49907
Parcel-/rækkehus;5000 Odense C;24;24;36;50007
Parcel-/rækkehus;5200 Odense V;10;10;4;52007
Parcel-/rækkehus;5210 Odense NV;35;40;38;52107
Parcel-/rækkehus;5220 Odense SØ;20;26;24;52207
Parcel-/rækkehus;5230 Odense M;30;26;19;52307
Parcel-/rækkehus;5240 Odense NØ;16;8;9;52407
Parcel-/rækkehus;5250 Odense SV;46;35;49;52507
Parcel-/rækkehus;5260 Odense S;35;30;24;52607
Parcel-/rækkehus;5270 Odense N;31;31;30;52707
Parcel-/rækkehus;5290 Marslev;1;3;3;52907
Parcel-/rækkehus;5300 Kerteminde;24;9;17;53007
Parcel-/rækkehus;5320 Agedrup;12;3;10;53207
Parcel-/rækkehus;5330 Munkebo;13;8;6;53307
Parcel-/rækkehus;5350 Rynkeby;3;3;2;53507
Parcel-/rækkehus;5370 Mesinge;5;3;0;53707
Parcel-/rækkehus;5380 Dalby;0;5;0;53807
Parcel-/rækkehus;5390 Martofte;3;0;0;53907
Parcel-/rækkehus;5400 Bogense;14;6;6;54007
Parcel-/rækkehus;5450 Otterup;37;21;24;54507
Parcel-/rækkehus;5462 Morud;3;9;4;54627
Parcel-/rækkehus;5463 Harndrup;6;1;3;54637
Parcel-/rækkehus;5464 Brenderup Fyn;4;1;4;54647
Parcel-/rækkehus;5466 Asperup;1;4;1;54667
Parcel-/rækkehus;5471 Søndersø;19;25;23;54717
Parcel-/rækkehus;5474 Veflinge;4;1;3;54747
Parcel-/rækkehus;5485 Skamby;0;7;2;54857
Parcel-/rækkehus;5491 Blommenslyst;4;0;5;54917
Parcel-/rækkehus;5492 Vissenbjerg;15;9;10;54927
Parcel-/rækkehus;5500 Middelfart;42;55;53;55007
Parcel-/rækkehus;5540 Ullerslev;20;13;21;55407
Parcel-/rækkehus;5550 Langeskov;12;10;10;55507
Parcel-/rækkehus;5560 Aarup;14;13;10;55607
Parcel-/rækkehus;5580 Nørre Aaby;7;6;8;55807
Parcel-/rækkehus;5591 Gelsted;5;5;2;55917
Parcel-/rækkehus;5592 Ejby;7;15;5;55927
Parcel-/rækkehus;5600 Faaborg;40;19;20;56007
Parcel-/rækkehus;5610 Assens;30;33;18;56107
Parcel-/rækkehus;5620 Glamsbjerg;25;6;14;56207
Parcel-/rækkehus;5631 Ebberup;4;3;3;56317
Parcel-/rækkehus;5642 Millinge;3;4;4;56427
Parcel-/rækkehus;5672 Broby;13;7;5;56727
Parcel-/rækkehus;5683 Haarby;17;8;15;56837
Parcel-/rækkehus;5690 Tommerup;15;23;23;56907
Parcel-/rækkehus;5700 Svendborg;96;76;71;57007
Parcel-/rækkehus;5750 Ringe;31;18;20;57507
Parcel-/rækkehus;5762 Vester Skerninge;15;9;11;57627
Parcel-/rækkehus;5771 Stenstrup;18;12;16;57717
Parcel-/rækkehus;5772 Kværndrup;5;5;5;57727
Parcel-/rækkehus;5792 Årslev;19;19;10;57927
Parcel-/rækkehus;5800 Nyborg;22;37;34;58007
Parcel-/rækkehus;5853 Ørbæk;12;16;10;58537
Parcel-/rækkehus;5854 Gislev;6;2;12;58547
Parcel-/rækkehus;5856 Ryslinge;4;8;9;58567
Parcel-/rækkehus;5863 Ferritslev Fyn;8;1;0;58637
Parcel-/rækkehus;5871 Frørup;6;7;5;58717
Parcel-/rækkehus;5874 Hesselager;7;4;9;58747
Parcel-/rækkehus;5881 Skårup Fyn;6;9;9;58817
Parcel-/rækkehus;5882 Vejstrup;3;0;3;58827
Parcel-/rækkehus;5883 Oure;3;4;2;58837
Parcel-/rækkehus;5884 Gudme;3;2;3;58847
Parcel-/rækkehus;5892 Gudbjerg Sydfyn;1;2;1;58927
Parcel-/rækkehus;5900 Rudkøbing;22;14;11;59007
Parcel-/rækkehus;5932 Humble;10;4;10;59327
Parcel-/rækkehus;5935 Bagenkop;2;3;1;59357
Parcel-/rækkehus;5953 Tranekær;15;10;11;59537
Parcel-/rækkehus;5960 Marstal;8;7;12;59607
Parcel-/rækkehus;5970 Ærøskøbing;4;2;4;59707
Parcel-/rækkehus;5985 Søby Ærø;0;2;2;59857
Parcel-/rækkehus;6000 Kolding;130;70;152;60007
Parcel-/rækkehus;6040 Egtved;20;28;15;60407
Parcel-/rækkehus;6051 Almind;4;3;7;60517
Parcel-/rækkehus;6052 Viuf;3;0;0;60527
Parcel-/rækkehus;6064 Jordrup;3;5;4;60647
Parcel-/rækkehus;6070 Christiansfeld;8;13;13;60707
Parcel-/rækkehus;6091 Bjert;7;3;7;60917
Parcel-/rækkehus;6092 Sønder Stenderup;3;1;1;60927
Parcel-/rækkehus;6093 Sjølund;2;1;3;60937
Parcel-/rækkehus;6094 Hejls;2;4;2;60947
Parcel-/rækkehus;6100 Haderslev;41;48;71;61007
Parcel-/rækkehus;6200 Aabenraa;41;38;56;62007
Parcel-/rækkehus;6230 Rødekro;17;9;27;62307
Parcel-/rækkehus;6240 Løgumkloster;9;11;16;62407
Parcel-/rækkehus;6261 Bredebro;6;6;11;62617
Parcel-/rækkehus;6270 Tønder;19;13;34;62707
Parcel-/rækkehus;6280 Højer;7;4;2;62807
Parcel-/rækkehus;6300 Gråsten;20;10;13;63007
Parcel-/rækkehus;6310 Broager;10;4;6;63107
Parcel-/rækkehus;6320 Egernsund;4;4;3;63207
Parcel-/rækkehus;6330 Padborg;13;12;10;63307
Parcel-/rækkehus;6340 Kruså;6;6;11;63407
Parcel-/rækkehus;6360 Tinglev;9;5;6;63607
Parcel-/rækkehus;6372 Bylderup-Bov;4;4;6;63727
Parcel-/rækkehus;6392 Bolderslev;0;2;5;63927
Parcel-/rækkehus;6400 Sønderborg;48;34;39;64007
Parcel-/rækkehus;6430 Nordborg;21;20;20;64307
Parcel-/rækkehus;6440 Augustenborg;12;12;15;64407
Parcel-/rækkehus;6470 Sydals;16;11;10;64707
Parcel-/rækkehus;6500 Vojens;28;34;39;65007
Parcel-/rækkehus;6510 Gram;12;8;8;65107
Parcel-/rækkehus;6520 Toftlund;19;7;18;65207
Parcel-/rækkehus;6534 Agerskov;5;3;2;65347
Parcel-/rækkehus;6535 Branderup J;3;3;4;65357
Parcel-/rækkehus;6541 Bevtoft;4;3;4;65417
Parcel-/rækkehus;6560 Sommersted;4;4;10;65607
Parcel-/rækkehus;6580 Vamdrup;20;17;22;65807
