type;area;Q1_03;Q1_04;Q1_05
Parcel-/rëkkehus;7500 Holstebro;7135;7502;8606
Parcel-/rëkkehus;7540 Haderup;4218;4815;..
Parcel-/rëkkehus;7550 Sõrvad;4190;..;..
Parcel-/rëkkehus;7560 Hjerm;..;..;..
Parcel-/rëkkehus;7570 Vemb;..;..;..
Parcel-/rëkkehus;7600 Struer;5382;5598;6040
Parcel-/rëkkehus;7620 Lemvig;4821;4556;5157
Parcel-/rëkkehus;7650 Bõvlingbjerg;3806;..;3834
Parcel-/rëkkehus;7660 Bëkmarksbro;3590;..;..
Parcel-/rëkkehus;7673 Harboõre;..;4049;..
Parcel-/rëkkehus;7680 Thyborõn;..;..;..
Parcel-/rëkkehus;7700 Thisted;5037;5288;5414
Parcel-/rëkkehus;7730 Hanstholm;4299;..;..
Parcel-/rëkkehus;7741 Frõstrup;..;..;..
Parcel-/rëkkehus;7742 Veslõs;..;..;..
Parcel-/rëkkehus;7752 Snedsted;3564;3811;4002
Parcel-/rëkkehus;7755 Bedsted Thy;2867;3874;3435
Parcel-/rëkkehus;7760 Hurup Thy;4551;4074;5464
Parcel-/rëkkehus;7770 Vestervig;3446;..;..
Parcel-/rëkkehus;7790 Thyholm;3885;2297;5217
Parcel-/rëkkehus;7800 Skive;5322;6300;6320
Parcel-/rëkkehus;7830 Vinderup;4682;4478;4173
Parcel-/rëkkehus;7840 Hõjslev;4689;4640;4745
Parcel-/rëkkehus;7850 Stoholm Jyll;5277;5007;4266
Parcel-/rëkkehus;7860 Spõttrup;3402;3772;4109
Parcel-/rëkkehus;7870 Roslev;4063;3731;4134
Parcel-/rëkkehus;7884 Fur;..;..;..
Parcel-/rëkkehus;7900 Nykõbing M;3839;4561;5097
Parcel-/rëkkehus;7950 Erslev;3413;4484;3756
Parcel-/rëkkehus;7960 Karby;..;..;..
Parcel-/rëkkehus;7970 Redsted M;..;..;..
Parcel-/rëkkehus;7980 Vils;..;..;..
Parcel-/rëkkehus;7990 ùster Assels;2395;2501;..
Parcel-/rëkkehus;8000 èrhus C;17264;16303;24827
Parcel-/rëkkehus;8200 èrhus N;12141;12975;14675
Parcel-/rëkkehus;8210 èrhus V;9839;10784;14374
Parcel-/rëkkehus;8220 Brabrand;10419;10424;12962
Parcel-/rëkkehus;8230 èbyhõj;11230;13201;16174
Parcel-/rëkkehus;8240 Risskov;12695;14607;17682
Parcel-/rëkkehus;8250 EgÜ;11334;12870;14944
Parcel-/rëkkehus;8260 Viby J;11150;11794;14632
Parcel-/rëkkehus;8270 Hõjbjerg;12513;12222;16295
Parcel-/rëkkehus;8300 Odder;7202;7289;8035
Parcel-/rëkkehus;8305 Samsõ;4445;4530;..
Parcel-/rëkkehus;8310 Tranbjerg J;10127;11509;14088
Parcel-/rëkkehus;8320 MÜrslet;11272;11911;13874
Parcel-/rëkkehus;8330 Beder;10061;11075;..
