type;area;Q4_05;Q4_06;Q4_07;
Ejerlejlighed;6853 Vejers Strand;..;..;..;
Ejerlejlighed;6854 Henne;..;..;..;
Ejerlejlighed;6855 Outrup;..;..;..;
Ejerlejlighed;6857 Blåvand;..;13072;..;
Ejerlejlighed;6862 Tistrup;..;..;..;
Ejerlejlighed;6870 Ølgod;..;..;..;
Ejerlejlighed;6880 Tarm;..;..;..;
Ejerlejlighed;6893 Hemmet;..;..;..;
Ejerlejlighed;6900 Skjern;..;..;..;
Ejerlejlighed;6920 Videbæk;..;..;6864;
Ejerlejlighed;6933 Kibæk;..;..;..;
Ejerlejlighed;6940 Lem St;..;..;..;
Ejerlejlighed;6950 Ringkøbing;11903;11924;14703;
Ejerlejlighed;6960 Hvide Sande;..;..;..;
Ejerlejlighed;6971 Spjald;..;..;..;
Ejerlejlighed;6973 Ørnhøj;..;..;..;
Ejerlejlighed;6980 Tim;..;..;..;
Ejerlejlighed;6990 Ulfborg;..;..;..;
Ejerlejlighed;7000 Fredericia;8655;11505;12369;
Ejerlejlighed;7080 Børkop;..;..;..;
Ejerlejlighed;7100 Vejle;11750;14483;14957;
Ejerlejlighed;7120 Vejle Øst;..;..;..;
Ejerlejlighed;7130 Juelsminde;..;23064;..;
Ejerlejlighed;7140 Stouby;..;..;..;
Ejerlejlighed;7150 Barrit;..;..;..;
Ejerlejlighed;7160 Tørring;..;..;..;
Ejerlejlighed;7171 Uldum;..;..;..;
Ejerlejlighed;7173 Vonge;..;..;..;
Ejerlejlighed;7182 Bredsten;..;..;..;
Ejerlejlighed;7183 Randbøl;..;..;..;
Ejerlejlighed;7184 Vandel;..;..;..;
Ejerlejlighed;7190 Billund;..;..;..;
Ejerlejlighed;7200 Grindsted;..;..;..;
Ejerlejlighed;7250 Hejnsvig;..;..;..;
Ejerlejlighed;7260 Sønder Omme;..;..;..;
Ejerlejlighed;7270 Stakroge;..;..;..;
Ejerlejlighed;7280 Sønder Felding;..;..;..;
Ejerlejlighed;7300 Jelling;..;..;..;
Ejerlejlighed;7321 Gadbjerg;..;..;..;
Ejerlejlighed;7323 Give;..;..;..;
Ejerlejlighed;7330 Brande;..;..;..;
Ejerlejlighed;7361 Ejstrupholm;..;..;..;
Ejerlejlighed;7362 Hampen;..;..;..;
Ejerlejlighed;7400 Herning;11005;12448;12880;
Ejerlejlighed;7430 Ikast;..;..;12006;
Ejerlejlighed;7441 Bording;..;..;..;
Ejerlejlighed;7442 Engesvang;..;..;..;
Ejerlejlighed;7451 Sunds;..;..;..;
Ejerlejlighed;7470 Karup J;..;..;..;
Ejerlejlighed;7480 Vildbjerg;..;..;..;
Ejerlejlighed;7490 Aulum;..;..;..;
Ejerlejlighed;7500 Holstebro;10108;11624;11795;
Ejerlejlighed;7540 Haderup;..;..;..;
Ejerlejlighed;7550 Sørvad;..;..;..;
Ejerlejlighed;7560 Hjerm;..;..;..;
Ejerlejlighed;7570 Vemb;..;..;..;
Ejerlejlighed;7600 Struer;..;..;..;
Ejerlejlighed;7620 Lemvig;..;14103;..;
Ejerlejlighed;7650 Bøvlingbjerg;..;..;..;
Ejerlejlighed;7660 Bækmarksbro;..;..;..;
Ejerlejlighed;7673 Harboøre;..;..;..;
Ejerlejlighed;7680 Thyborøn;..;..;..;
Ejerlejlighed;7700 Thisted;7725;..;8106;
Ejerlejlighed;7730 Hanstholm;..;..;..;
Ejerlejlighed;7741 Frøstrup;..;..;..;
Ejerlejlighed;7742 Vesløs;..;..;..;
Ejerlejlighed;7752 Snedsted;..;..;..;
Ejerlejlighed;7755 Bedsted Thy;..;..;..;
Ejerlejlighed;7760 Hurup Thy;..;..;..;
Ejerlejlighed;7770 Vestervig;..;..;..;
Ejerlejlighed;7790 Thyholm;..;..;..;
Ejerlejlighed;7800 Skive;..;..;..;
Ejerlejlighed;7830 Vinderup;..;..;..;
Ejerlejlighed;7840 Højslev;..;..;..;
Ejerlejlighed;7850 Stoholm Jyll;..;..;..;
Ejerlejlighed;7860 Spøttrup;..;..;..;
Ejerlejlighed;7870 Roslev;..;..;..;
Ejerlejlighed;7884 Fur;..;..;..;
Ejerlejlighed;7900 Nykøbing M;..;..;..;
Ejerlejlighed;7950 Erslev;..;..;..;
Ejerlejlighed;7960 Karby;..;..;..;
Ejerlejlighed;7970 Redsted M;..;..;..;
Ejerlejlighed;7980 Vils;..;..;..;
Ejerlejlighed;7990 Øster Assels;..;..;..;
Ejerlejlighed;8000 Århus C;27924;29106;25343;
Ejerlejlighed;8200 Århus N;27061;27334;23797;
Ejerlejlighed;8210 Århus V;22240;23066;..;
Ejerlejlighed;8220 Brabrand;15618;..;17256;
Ejerlejlighed;8230 Åbyhøj;20674;24907;20577;
Ejerlejlighed;8240 Risskov;22035;25108;19750;
Ejerlejlighed;8250 Egå;..;..;19752;
Ejerlejlighed;8260 Viby J;16696;17188;16659;
Ejerlejlighed;8270 Højbjerg;19091;21267;21656;
Ejerlejlighed;8300 Odder;12418;14758;15117;
Ejerlejlighed;8305 Samsø;..;..;..;
Ejerlejlighed;8310 Tranbjerg J;..;..;..;
Ejerlejlighed;8320 Mårslet;..;..;..;
Ejerlejlighed;8330 Beder;..;..;..;
Ejerlejlighed;8340 Malling;..;..;..;
Ejerlejlighed;8350 Hundslund;..;..;..;
Ejerlejlighed;8355 Solbjerg;..;..;..;
Ejerlejlighed;8361 Hasselager;..;..;..;
Ejerlejlighed;8362 Hørning;..;..;..;
Ejerlejlighed;8370 Hadsten;10250;..;..;
Ejerlejlighed;8380 Trige;..;..;..;
Ejerlejlighed;8381 Tilst;..;..;..;
Ejerlejlighed;8382 Hinnerup;..;..;..;
Ejerlejlighed;8400 Ebeltoft;..;..;21667;
Ejerlejlighed;8410 Rønde;..;..;..;
Ejerlejlighed;8420 Knebel;..;..;..;
Ejerlejlighed;8444 Balle;..;..;..;
Ejerlejlighed;8450 Hammel;..;..;..;
Ejerlejlighed;8462 Harlev J;..;..;..;
Ejerlejlighed;8464 Galten;..;..;..;
Ejerlejlighed;8471 Sabro;..;..;..;
Ejerlejlighed;8472 Sporup;..;..;..;
Ejerlejlighed;8500 Grenaa;8058;7449;6901;
Ejerlejlighed;8520 Lystrup;..;..;..;
Ejerlejlighed;8530 Hjortshøj;..;..;..;
Ejerlejlighed;8541 Skødstrup;..;..;..;
Ejerlejlighed;8543 Hornslet;..;..;..;
Ejerlejlighed;8544 Mørke;..;..;..;
Ejerlejlighed;8550 Ryomgård;..;..;..;
Ejerlejlighed;8560 Kolind;..;..;..;
Ejerlejlighed;8570 Trustrup;..;..;..;
Ejerlejlighed;8581 Nimtofte;..;..;..;
Ejerlejlighed;8585 Glesborg;..;..;..;
Ejerlejlighed;8586 Ørum Djurs;..;..;..;
Ejerlejlighed;8592 Anholt;..;..;..;
Ejerlejlighed;8600 Silkeborg;14883;15355;19831;
Ejerlejlighed;8620 Kjellerup;..;..;..;
Ejerlejlighed;8632 Lemming;..;..;..;
Ejerlejlighed;8641 Sorring;..;..;..;
Ejerlejlighed;8643 Ans By;..;..;..;
Ejerlejlighed;8653 Them;..;..;..;
Ejerlejlighed;8654 Bryrup;..;..;..;
Ejerlejlighed;8660 Skanderborg;14834;14494;17373;
Ejerlejlighed;8670 Låsby;..;..;..;
Ejerlejlighed;8680 Ry;..;..;..;
Ejerlejlighed;8700 Horsens;11644;15224;16216;
Ejerlejlighed;8721 Daugård;..;..;..;
Ejerlejlighed;8722 Hedensted;..;..;..;
Ejerlejlighed;8723 Løsning;..;..;..;
Ejerlejlighed;8732 Hovedgård;..;..;..;
Ejerlejlighed;8740 Brædstrup;..;..;..;
Ejerlejlighed;8751 Gedved;..;..;..;
Ejerlejlighed;8752 Østbirk;..;..;..;
Ejerlejlighed;8762 Flemming;..;..;..;
Ejerlejlighed;8763 Rask Mølle;..;..;..;
Ejerlejlighed;8765 Klovborg;..;..;..;
Ejerlejlighed;8766 Nørre Snede;..;..;..;
Ejerlejlighed;8781 Stenderup;..;..;..;
Ejerlejlighed;8783 Hornsyld;..;..;..;
Ejerlejlighed;8800 Viborg;10332;10001;12868;
Ejerlejlighed;8830 Tjele;..;..;..;
Ejerlejlighed;8831 Løgstrup;..;..;..;
Ejerlejlighed;8832 Skals;..;..;..;
Ejerlejlighed;8840 Rødkærsbro;..;..;..;
Ejerlejlighed;8850 Bjerringbro;..;..;..;
Ejerlejlighed;8860 Ulstrup;..;..;..;
Ejerlejlighed;8870 Langå;..;..;..;
Ejerlejlighed;8881 Thorsø;..;..;..;
Ejerlejlighed;8882 Fårvang;..;..;..;
Ejerlejlighed;8883 Gjern;..;..;..;
Ejerlejlighed;8900 Randers C;8881;12477;11794;
Ejerlejlighed;8920 Randers NV;6785;8800;9262;
Ejerlejlighed;8930 Randers NØ;6691;8561;9487;
Ejerlejlighed;8940 Randers SV;8301;10473;10573;
Ejerlejlighed;8950 Ørsted;..;..;..;
Ejerlejlighed;8960 Randers SØ;8812;11530;11603;
Ejerlejlighed;8961 Allingåbro;..;..;..;
Ejerlejlighed;8963 Auning;..;..;..;
Ejerlejlighed;8970 Havndal;..;..;..;
Ejerlejlighed;8981 Spentrup;..;..;..;
Ejerlejlighed;8983 Gjerlev J;..;..;..;
Ejerlejlighed;8990 Fårup;..;..;..;
Ejerlejlighed;9000 Aalborg;13761;14937;14555;
Ejerlejlighed;9200 Aalborg SV;16411;..;..;
Ejerlejlighed;9210 Aalborg SØ;9778;..;..;
Ejerlejlighed;9220 Aalborg Øst;..;..;..;
Ejerlejlighed;9230 Svenstrup J;..;..;..;
Ejerlejlighed;9240 Nibe;..;..;..;
Ejerlejlighed;9260 Gistrup;..;..;..;
Ejerlejlighed;9270 Klarup;..;..;..;
Ejerlejlighed;9280 Storvorde;..;..;..;
Ejerlejlighed;9293 Kongerslev;..;..;..;
Ejerlejlighed;9300 Sæby;..;..;..;
Ejerlejlighed;9310 Vodskov;..;..;..;
Ejerlejlighed;9320 Hjallerup;..;..;..;
Ejerlejlighed;9330 Dronninglund;..;..;..;
Ejerlejlighed;9340 Asaa;..;..;..;
Ejerlejlighed;9352 Dybvad;..;..;..;
Ejerlejlighed;9362 Gandrup;..;..;..;
Ejerlejlighed;9370 Hals;..;..;..;
Ejerlejlighed;9380 Vestbjerg;..;..;..;
Ejerlejlighed;9381 Sulsted;..;..;..;
Ejerlejlighed;9382 Tylstrup;..;..;..;
Ejerlejlighed;9400 Nørresundby;10356;12384;13003;
Ejerlejlighed;9430 Vadum;..;..;..;
Ejerlejlighed;9440 Aabybro;..;..;..;
Ejerlejlighed;9460 Brovst;..;..;..;
Ejerlejlighed;9480 Løkken;12340;..;..;
Ejerlejlighed;9490 Pandrup;..;..;..;
Ejerlejlighed;9492 Blokhus;..;..;..;
Ejerlejlighed;9493 Saltum;..;..;..;
Ejerlejlighed;9500 Hobro;..;..;..;
Ejerlejlighed;9510 Arden;..;..;..;
Ejerlejlighed;9520 Skørping;..;..;..;
Ejerlejlighed;9530 Støvring;..;..;..;
Ejerlejlighed;9541 Suldrup;..;..;..;
Ejerlejlighed;9550 Mariager;..;..;..;
Ejerlejlighed;9560 Hadsund;..;..;..;
Ejerlejlighed;9574 Bælum;..;..;..;
Ejerlejlighed;9575 Terndrup;..;..;..;
Ejerlejlighed;9600 Aars;..;..;..;
Ejerlejlighed;9610 Nørager;..;..;..;
Ejerlejlighed;9620 Aalestrup;..;..;..;
Ejerlejlighed;9631 Gedsted;..;..;..;
Ejerlejlighed;9632 Møldrup;..;..;..;
Ejerlejlighed;9640 Farsø;..;..;..;
Ejerlejlighed;9670 Løgstør;..;..;..;
Ejerlejlighed;9681 Ranum;..;..;..;
Ejerlejlighed;9690 Fjerritslev;..;..;..;
Ejerlejlighed;9700 Brønderslev;..;..;..;
Ejerlejlighed;9740 Jerslev J;..;..;..;
Ejerlejlighed;9750 Østervrå;..;..;..;
Ejerlejlighed;9760 Vrå;..;..;..;
Ejerlejlighed;9800 Hjørring;8475;10732;10921;
Ejerlejlighed;9830 Tårs;..;..;..;
Ejerlejlighed;9850 Hirtshals;..;..;..;
Ejerlejlighed;9870 Sindal;..;..;..;
Ejerlejlighed;9881 Bindslev;..;..;..;
Ejerlejlighed;9900 Frederikshavn;7759;9344;7838;
Ejerlejlighed;9940 Læsø;..;..;..;
Ejerlejlighed;9970 Strandby;..;..;..;
Ejerlejlighed;9981 Jerup;..;..;..;
Ejerlejlighed;9982 Ålbæk;..;..;..;
Ejerlejlighed;9990 Skagen;..;..;18964;
