type;area;Q4_05;Q4_06;Q4_07;;
Ejerlejlighed;7190 Billund;..;..;..;;
Ejerlejlighed;7200 Grindsted;1;1;1;;
Ejerlejlighed;7250 Hejnsvig;..;..;..;;
Ejerlejlighed;7260 Sønder Omme;..;..;..;;
Ejerlejlighed;7270 Stakroge;..;..;..;;
Ejerlejlighed;7280 Sønder Felding;..;0;0;;
Ejerlejlighed;7300 Jelling;0;0;0;;
Ejerlejlighed;7321 Gadbjerg;0;..;..;;
Ejerlejlighed;7323 Give;0;1;1;;
Ejerlejlighed;7330 Brande;0;1;1;;
Ejerlejlighed;7361 Ejstrupholm;..;..;..;;
Ejerlejlighed;7362 Hampen;..;..;..;;
Ejerlejlighed;7400 Herning;28;33;32;;
Ejerlejlighed;7430 Ikast;3;3;9;;
Ejerlejlighed;7441 Bording;..;..;..;;
Ejerlejlighed;7442 Engesvang;2;1;..;;
Ejerlejlighed;7451 Sunds;1;4;0;;
Ejerlejlighed;7470 Karup J;0;3;1;;
Ejerlejlighed;7480 Vildbjerg;0;1;4;;
Ejerlejlighed;7490 Aulum;0;1;..;;
Ejerlejlighed;7500 Holstebro;9;6;13;;
Ejerlejlighed;7540 Haderup;..;..;..;;
Ejerlejlighed;7550 Sørvad;..;..;..;;
Ejerlejlighed;7560 Hjerm;0;0;1;;
Ejerlejlighed;7570 Vemb;..;..;..;;
Ejerlejlighed;7600 Struer;4;2;4;;
Ejerlejlighed;7620 Lemvig;3;5;1;;
Ejerlejlighed;7650 Bøvlingbjerg;..;..;..;;
Ejerlejlighed;7660 Bækmarksbro;..;..;..;;
Ejerlejlighed;7673 Harboøre;..;0;0;;
Ejerlejlighed;7680 Thyborøn;..;..;..;;
Ejerlejlighed;7700 Thisted;5;1;9;;
Ejerlejlighed;7730 Hanstholm;..;..;..;;
Ejerlejlighed;7741 Frøstrup;..;..;..;;
Ejerlejlighed;7742 Vesløs;..;..;..;;
Ejerlejlighed;7752 Snedsted;..;0;0;;
Ejerlejlighed;7755 Bedsted Thy;0;..;..;;
Ejerlejlighed;7760 Hurup Thy;..;..;..;;
Ejerlejlighed;7770 Vestervig;..;..;1;;
Ejerlejlighed;7790 Thyholm;..;..;..;;
Ejerlejlighed;7800 Skive;2;2;4;;
Ejerlejlighed;7830 Vinderup;0;1;0;;
Ejerlejlighed;7840 Højslev;1;..;..;;
Ejerlejlighed;7850 Stoholm Jyll;..;..;0;;
Ejerlejlighed;7860 Spøttrup;..;..;..;;
Ejerlejlighed;7870 Roslev;..;0;0;;
Ejerlejlighed;7884 Fur;..;..;..;;
Ejerlejlighed;7900 Nykøbing M;0;0;..;;
Ejerlejlighed;7950 Erslev;..;..;..;;
Ejerlejlighed;7960 Karby;..;..;..;;
Ejerlejlighed;7970 Redsted M;..;..;..;;
Ejerlejlighed;7980 Vils;..;..;..;;
Ejerlejlighed;7990 Øster Assels;..;..;..;;
Ejerlejlighed;8000 Århus C;156;85;139;;
Ejerlejlighed;8200 Århus N;26;12;31;;
Ejerlejlighed;8210 Århus V;32;5;1;;
Ejerlejlighed;8220 Brabrand;6;3;9;;
Ejerlejlighed;8230 Åbyhøj;15;10;12;;
Ejerlejlighed;8240 Risskov;14;9;13;;
Ejerlejlighed;8250 Egå;3;4;6;;
Ejerlejlighed;8260 Viby J;32;11;19;;
Ejerlejlighed;8270 Højbjerg;20;6;15;;
Ejerlejlighed;8300 Odder;11;5;6;;
Ejerlejlighed;8305 Samsø;0;..;..;;
Ejerlejlighed;8310 Tranbjerg J;..;..;0;;
Ejerlejlighed;8320 Mårslet;..;0;0;;
Ejerlejlighed;8330 Beder;..;3;1;;
Ejerlejlighed;8340 Malling;1;0;0;;
Ejerlejlighed;8350 Hundslund;..;..;..;;
Ejerlejlighed;8355 Solbjerg;..;1;0;;
Ejerlejlighed;8361 Hasselager;0;1;..;;
Ejerlejlighed;8362 Hørning;0;2;0;;
Ejerlejlighed;8370 Hadsten;6;4;3;;
Ejerlejlighed;8380 Trige;1;0;0;;
Ejerlejlighed;8381 Tilst;0;2;3;;
Ejerlejlighed;8382 Hinnerup;0;1;0;;
Ejerlejlighed;8400 Ebeltoft;3;3;6;;
Ejerlejlighed;8410 Rønde;..;0;0;;
Ejerlejlighed;8420 Knebel;1;..;..;;
Ejerlejlighed;8444 Balle;..;..;..;;
Ejerlejlighed;8450 Hammel;1;0;2;;
Ejerlejlighed;8462 Harlev J;1;..;1;;
Ejerlejlighed;8464 Galten;2;1;0;;
Ejerlejlighed;8471 Sabro;1;0;0;;
Ejerlejlighed;8472 Sporup;..;1;..;;
Ejerlejlighed;8500 Grenaa;6;6;6;;
Ejerlejlighed;8520 Lystrup;2;2;1;;
Ejerlejlighed;8530 Hjortshøj;..;..;..;;
Ejerlejlighed;8541 Skødstrup;0;2;1;;
Ejerlejlighed;8543 Hornslet;2;1;..;;
Ejerlejlighed;8544 Mørke;..;..;..;;
Ejerlejlighed;8550 Ryomgård;..;..;..;;
Ejerlejlighed;8560 Kolind;..;..;..;;
Ejerlejlighed;8570 Trustrup;..;..;..;;
Ejerlejlighed;8581 Nimtofte;..;..;..;;
Ejerlejlighed;8585 Glesborg;2;3;0;;
Ejerlejlighed;8586 Ørum Djurs;..;..;..;;
Ejerlejlighed;8592 Anholt;..;..;..;;
Ejerlejlighed;8600 Silkeborg;18;9;12;;
Ejerlejlighed;8620 Kjellerup;1;2;0;;
Ejerlejlighed;8632 Lemming;0;..;..;;
Ejerlejlighed;8641 Sorring;..;..;..;;
Ejerlejlighed;8643 Ans By;1;2;0;;
Ejerlejlighed;8653 Them;..;0;..;;
Ejerlejlighed;8654 Bryrup;..;..;..;;
Ejerlejlighed;8660 Skanderborg;8;5;16;;
Ejerlejlighed;8670 Låsby;..;..;..;;
Ejerlejlighed;8680 Ry;2;1;0;;
Ejerlejlighed;8700 Horsens;26;20;21;;
Ejerlejlighed;8721 Daugård;..;..;..;;
Ejerlejlighed;8722 Hedensted;1;1;3;;
Ejerlejlighed;8723 Løsning;..;..;1;;
Ejerlejlighed;8732 Hovedgård;..;..;..;;
Ejerlejlighed;8740 Brædstrup;..;0;0;;
Ejerlejlighed;8751 Gedved;..;..;..;;
Ejerlejlighed;8752 Østbirk;..;..;..;;
Ejerlejlighed;8762 Flemming;..;..;..;;
Ejerlejlighed;8763 Rask Mølle;..;..;..;;
Ejerlejlighed;8765 Klovborg;..;..;..;;
Ejerlejlighed;8766 Nørre Snede;..;0;0;;
Ejerlejlighed;8781 Stenderup;..;..;..;;
Ejerlejlighed;8783 Hornsyld;..;..;0;;
Ejerlejlighed;8800 Viborg;28;15;15;;
Ejerlejlighed;8830 Tjele;0;0;..;;
Ejerlejlighed;8831 Løgstrup;..;..;..;;
Ejerlejlighed;8832 Skals;..;..;..;;
Ejerlejlighed;8840 Rødkærsbro;..;..;..;;
Ejerlejlighed;8850 Bjerringbro;1;0;1;;
Ejerlejlighed;8860 Ulstrup;..;..;0;;
Ejerlejlighed;8870 Langå;0;1;0;;
Ejerlejlighed;8881 Thorsø;..;..;1;;
Ejerlejlighed;8882 Fårvang;..;..;..;;
Ejerlejlighed;8883 Gjern;..;..;..;;
Ejerlejlighed;8900 Randers C;42;26;18;;
Ejerlejlighed;8920 Randers NV;29;20;14;;
Ejerlejlighed;8930 Randers NØ;32;24;22;;
Ejerlejlighed;8940 Randers SV;6;9;11;;
Ejerlejlighed;8950 Ørsted;..;0;..;;
Ejerlejlighed;8960 Randers SØ;9;6;10;;
Ejerlejlighed;8961 Allingåbro;0;1;0;;
Ejerlejlighed;8963 Auning;..;..;0;;
Ejerlejlighed;8970 Havndal;..;..;0;;
Ejerlejlighed;8981 Spentrup;0;0;..;;
Ejerlejlighed;8983 Gjerlev J;..;..;..;;
Ejerlejlighed;8990 Fårup;..;..;..;;
Ejerlejlighed;9000 Aalborg;123;106;91;;
Ejerlejlighed;9200 Aalborg SV;5;3;1;;
Ejerlejlighed;9210 Aalborg SØ;6;3;2;;
Ejerlejlighed;9220 Aalborg Øst;..;1;0;;
Ejerlejlighed;9230 Svenstrup J;4;1;1;;
Ejerlejlighed;9240 Nibe;0;..;0;;
Ejerlejlighed;9260 Gistrup;..;..;..;;
Ejerlejlighed;9270 Klarup;2;1;1;;
Ejerlejlighed;9280 Storvorde;2;0;0;;
Ejerlejlighed;9293 Kongerslev;..;..;..;;
Ejerlejlighed;9300 Sæby;0;0;2;;
Ejerlejlighed;9310 Vodskov;1;1;0;;
Ejerlejlighed;9320 Hjallerup;0;..;2;;
Ejerlejlighed;9330 Dronninglund;..;..;..;;
Ejerlejlighed;9340 Asaa;0;..;0;;
Ejerlejlighed;9352 Dybvad;..;..;..;;
Ejerlejlighed;9362 Gandrup;1;0;..;;
Ejerlejlighed;9370 Hals;2;0;1;;
Ejerlejlighed;9380 Vestbjerg;..;..;..;;
Ejerlejlighed;9381 Sulsted;..;..;..;;
Ejerlejlighed;9382 Tylstrup;..;..;..;;
Ejerlejlighed;9400 Nørresundby;37;26;34;;
Ejerlejlighed;9430 Vadum;1;0;0;;
Ejerlejlighed;9440 Aabybro;1;..;0;;
Ejerlejlighed;9460 Brovst;0;0;..;;
Ejerlejlighed;9480 Løkken;7;2;2;;
Ejerlejlighed;9490 Pandrup;2;1;2;;
Ejerlejlighed;9492 Blokhus;1;0;1;;
Ejerlejlighed;9493 Saltum;..;..;..;;
Ejerlejlighed;9500 Hobro;0;3;2;;
Ejerlejlighed;9510 Arden;..;..;..;;
Ejerlejlighed;9520 Skørping;..;..;..;;
Ejerlejlighed;9530 Støvring;3;3;4;;
Ejerlejlighed;9541 Suldrup;..;..;..;;
Ejerlejlighed;9550 Mariager;1;1;0;;
Ejerlejlighed;9560 Hadsund;1;0;0;;
Ejerlejlighed;9574 Bælum;..;..;..;;
Ejerlejlighed;9575 Terndrup;..;1;..;;
Ejerlejlighed;9600 Aars;1;0;0;;
Ejerlejlighed;9610 Nørager;..;..;..;;
Ejerlejlighed;9620 Aalestrup;0;1;..;;
Ejerlejlighed;9631 Gedsted;..;..;..;;
Ejerlejlighed;9632 Møldrup;..;..;..;;
Ejerlejlighed;9640 Farsø;1;0;0;;
Ejerlejlighed;9670 Løgstør;1;1;0;;
Ejerlejlighed;9681 Ranum;..;..;..;;
Ejerlejlighed;9690 Fjerritslev;..;..;..;;
Ejerlejlighed;9700 Brønderslev;2;0;2;;
Ejerlejlighed;9740 Jerslev J;..;..;..;;
Ejerlejlighed;9750 Østervrå;..;..;..;;
Ejerlejlighed;9760 Vrå;..;..;..;;
Ejerlejlighed;9800 Hjørring;5;6;9;;
Ejerlejlighed;9830 Tårs;..;..;1;;
Ejerlejlighed;9850 Hirtshals;0;0;2;;
Ejerlejlighed;9870 Sindal;0;0;0;;
Ejerlejlighed;9881 Bindslev;0;0;0;;
Ejerlejlighed;9900 Frederikshavn;6;5;6;;
Ejerlejlighed;9940 Læsø;..;..;..;;
Ejerlejlighed;9970 Strandby;..;..;..;;
Ejerlejlighed;9981 Jerup;..;..;..;;
Ejerlejlighed;9982 Ålbæk;1;1;0;;
Ejerlejlighed;9990 Skagen;4;2;7;;
