type;area;Q3_09;Q3_10;Q3_11
Parcel-/rækkehus;3070 Snekkersten;4;6;7
Parcel-/rækkehus;3080 Tikøb;2;3;4
Parcel-/rækkehus;3100 Hornbæk;4;8;5
Parcel-/rækkehus;3120 Dronningmølle;3;2;3
Parcel-/rækkehus;3140 Ålsgårde;11;15;6
Parcel-/rækkehus;3150 Hellebæk;1;0;1
Parcel-/rækkehus;3200 Helsinge;34;22;24
Parcel-/rækkehus;3210 Vejby;4;4;0
Parcel-/rækkehus;3220 Tisvildeleje;2;3;2
Parcel-/rækkehus;3230 Græsted;14;22;17
Parcel-/rækkehus;3250 Gilleleje;8;15;15
Parcel-/rækkehus;3300 Frederiksværk;27;17;15
Parcel-/rækkehus;3310 Ølsted;6;5;2
Parcel-/rækkehus;3320 Skævinge;7;13;7
Parcel-/rækkehus;3330 Gørløse;3;1;3
Parcel-/rækkehus;3360 Liseleje;0;2;3
Parcel-/rækkehus;3370 Melby;2;3;2
Parcel-/rækkehus;3390 Hundested;22;16;21
Parcel-/rækkehus;3400 Hillerød;49;50;42
Parcel-/rækkehus;3450 Allerød;51;31;17
Parcel-/rækkehus;3460 Birkerød;25;36;43
Parcel-/rækkehus;3480 Fredensborg;25;20;23
Parcel-/rækkehus;3490 Kvistgård;1;3;2
Parcel-/rækkehus;3500 Værløse;36;43;28
Parcel-/rækkehus;3520 Farum;32;34;22
Parcel-/rækkehus;3540 Lynge;6;8;5
Parcel-/rækkehus;3550 Slangerup;13;18;17
Parcel-/rækkehus;3600 Frederikssund;31;45;19
Parcel-/rækkehus;3630 Jægerspris;4;10;13
Parcel-/rækkehus;3650 Ølstykke;42;41;27
Parcel-/rækkehus;3660 Stenløse;21;14;23
Parcel-/rækkehus;3670 Veksø Sjælland;6;3;3
Parcel-/rækkehus;3700 Rønne;50;61;61
Parcel-/rækkehus;3720 Aakirkeby;8;14;7
Parcel-/rækkehus;3730 Nexø;22;15;14
Parcel-/rækkehus;3740 Svaneke;6;9;5
Parcel-/rækkehus;3751 Østermarie;6;1;1
Parcel-/rækkehus;3760 Gudhjem;3;7;4
Parcel-/rækkehus;3770 Allinge;8;12;6
Parcel-/rækkehus;3782 Klemensker;4;2;6
Parcel-/rækkehus;3790 Hasle;5;4;5
Parcel-/rækkehus;4000 Roskilde;101;91;96
Parcel-/rækkehus;4030 Tune;7;16;9
Parcel-/rækkehus;4040 Jyllinge;19;14;15
Parcel-/rækkehus;4050 Skibby;4;7;10
Parcel-/rækkehus;4060 Kirke Såby;9;8;7
Parcel-/rækkehus;4070 Kirke Hyllinge;15;16;12
Parcel-/rækkehus;4100 Ringsted;51;66;36
Parcel-/rækkehus;4130 Viby Sjælland;6;10;11
Parcel-/rækkehus;4140 Borup;15;5;7
Parcel-/rækkehus;4160 Herlufmagle;9;4;4
Parcel-/rækkehus;4171 Glumsø;4;4;4
Parcel-/rækkehus;4173 Fjenneslev;1;3;6
Parcel-/rækkehus;4174 Jystrup Midtsj;2;2;0
Parcel-/rækkehus;4180 Sorø;17;26;23
Parcel-/rækkehus;4190 Munke Bjergby;1;1;0
Parcel-/rækkehus;4200 Slagelse;67;51;33
Parcel-/rækkehus;4220 Korsør;20;28;20
Parcel-/rækkehus;4230 Skælskør;15;15;8
Parcel-/rækkehus;4241 Vemmelev;8;9;4
Parcel-/rækkehus;4242 Boeslunde;0;3;2
Parcel-/rækkehus;4243 Rude;0;4;0
Parcel-/rækkehus;4250 Fuglebjerg;3;15;4
Parcel-/rækkehus;4261 Dalmose;7;5;5
Parcel-/rækkehus;4262 Sandved;4;5;2
Parcel-/rækkehus;4270 Høng;7;11;11
Parcel-/rækkehus;4281 Gørlev;4;9;5
Parcel-/rækkehus;4291 Ruds Vedby;4;2;4
Parcel-/rækkehus;4293 Dianalund;8;11;8
Parcel-/rækkehus;4295 Stenlille;4;7;4
Parcel-/rækkehus;4296 Nyrup;0;3;0
Parcel-/rækkehus;4300 Holbæk;46;44;41
Parcel-/rækkehus;4320 Lejre;8;8;9
Parcel-/rækkehus;4330 Hvalsø;8;13;2
Parcel-/rækkehus;4340 Tølløse;12;5;11
Parcel-/rækkehus;4350 Ugerløse;1;2;3
Parcel-/rækkehus;4360 Kirke Eskilstrup;0;5;1
Parcel-/rækkehus;4370 Store Merløse;3;1;1
Parcel-/rækkehus;4390 Vipperød;5;6;5
Parcel-/rækkehus;4400 Kalundborg;33;41;37
Parcel-/rækkehus;4420 Regstrup;5;6;4
Parcel-/rækkehus;4440 Mørkøv;9;6;5
Parcel-/rækkehus;4450 Jyderup;12;12;9
Parcel-/rækkehus;4460 Snertinge;4;2;5
Parcel-/rækkehus;4470 Svebølle;6;5;7
Parcel-/rækkehus;4480 Store Fuglede;0;4;0
Parcel-/rækkehus;4490 Jerslev Sjælland;3;6;3
Parcel-/rækkehus;4500 Nykøbing Sj;12;15;14
Parcel-/rækkehus;4520 Svinninge;7;9;6
Parcel-/rækkehus;4532 Gislinge;4;4;6
Parcel-/rækkehus;4534 Hørve;3;3;3
Parcel-/rækkehus;4540 Fårevejle;8;2;5
Parcel-/rækkehus;4550 Asnæs;10;7;5
Parcel-/rækkehus;4560 Vig;6;4;0
Parcel-/rækkehus;4571 Grevinge;2;5;1
Parcel-/rækkehus;4572 Nørre Asmindrup;2;0;1
Parcel-/rækkehus;4573 Højby;2;4;1
Parcel-/rækkehus;4581 Rørvig;4;6;2
Parcel-/rækkehus;4583 Sjællands Odde;1;0;2
Parcel-/rækkehus;4591 Føllenslev;1;4;2
Parcel-/rækkehus;4592 Sejerø;0;2;1
Parcel-/rækkehus;4593 Eskebjerg;2;0;2
Parcel-/rækkehus;4600 Køge;51;56;34
Parcel-/rækkehus;4621 Gadstrup;12;8;2
Parcel-/rækkehus;4622 Havdrup;9;10;8
Parcel-/rækkehus;4623 Lille Skensved;7;10;8
Parcel-/rækkehus;4632 Bjæverskov;8;2;4
Parcel-/rækkehus;4640 Faxe;10;10;3
Parcel-/rækkehus;4652 Hårlev;5;8;6
Parcel-/rækkehus;4653 Karise;6;3;3
Parcel-/rækkehus;4654 Faxe Ladeplads;2;5;0
Parcel-/rækkehus;4660 Store Heddinge;6;11;14
Parcel-/rækkehus;4671 Strøby;1;3;1
Parcel-/rækkehus;4672 Klippinge;2;0;1
Parcel-/rækkehus;4673 Rødvig Stevns;4;3;2
Parcel-/rækkehus;4681 Herfølge;7;11;4
Parcel-/rækkehus;4682 Tureby;3;2;5
Parcel-/rækkehus;4683 Rønnede;4;8;3
Parcel-/rækkehus;4684 Holmegaard;19;16;11
Parcel-/rækkehus;4690 Haslev;19;35;31
Parcel-/rækkehus;4700 Næstved;78;73;67
Parcel-/rækkehus;4720 Præstø;12;18;5
Parcel-/rækkehus;4733 Tappernøje;5;8;8
Parcel-/rækkehus;4735 Mern;3;1;0
Parcel-/rækkehus;4736 Karrebæksminde;5;3;0
Parcel-/rækkehus;4750 Lundby;7;6;3
Parcel-/rækkehus;4760 Vordingborg;26;26;23
Parcel-/rækkehus;4771 Kalvehave;2;5;1
Parcel-/rækkehus;4772 Langebæk;1;2;2
Parcel-/rækkehus;4773 Stensved;4;7;1
Parcel-/rækkehus;4780 Stege;14;13;11
Parcel-/rækkehus;4791 Borre;2;1;0
Parcel-/rækkehus;4792 Askeby;3;5;2
Parcel-/rækkehus;4793 Bogø By;3;0;2
Parcel-/rækkehus;4800 Nykøbing F;35;45;41
Parcel-/rækkehus;4840 Nørre Alslev;10;9;9
Parcel-/rækkehus;4850 Stubbekøbing;6;9;5
Parcel-/rækkehus;4862 Guldborg;2;0;7
Parcel-/rækkehus;4863 Eskilstrup;4;4;2
Parcel-/rækkehus;4871 Horbelev;5;2;2
Parcel-/rækkehus;4872 Idestrup;3;0;1
Parcel-/rækkehus;4873 Væggerløse;5;6;2
Parcel-/rækkehus;4874 Gedser;7;4;2
Parcel-/rækkehus;4880 Nysted;3;4;2
Parcel-/rækkehus;4891 Toreby L;9;1;1
Parcel-/rækkehus;4892 Kettinge;5;2;5
Parcel-/rækkehus;4894 Øster Ulslev;0;3;1
Parcel-/rækkehus;4895 Errindlev;1;1;2
Parcel-/rækkehus;4900 Nakskov;28;23;19
Parcel-/rækkehus;4912 Harpelunde;1;2;2
Parcel-/rækkehus;4913 Horslunde;6;7;6
Parcel-/rækkehus;4920 Søllested;4;7;3
Parcel-/rækkehus;4930 Maribo;21;17;11
Parcel-/rækkehus;4941 Bandholm;2;3;1
Parcel-/rækkehus;4943 Torrig L;3;2;1
Parcel-/rækkehus;4944 Fejø;2;1;4
Parcel-/rækkehus;4951 Nørreballe;3;1;1
Parcel-/rækkehus;4952 Stokkemarke;2;0;1
Parcel-/rækkehus;4953 Vesterborg;2;1;0
Parcel-/rækkehus;4960 Holeby;3;3;5
Parcel-/rækkehus;4970 Rødby;11;10;10
Parcel-/rækkehus;4983 Dannemare;0;3;1
Parcel-/rækkehus;4990 Sakskøbing;14;11;13
Parcel-/rækkehus;5000 Odense C;34;34;25
Parcel-/rækkehus;5200 Odense V;16;4;9
Parcel-/rækkehus;5210 Odense NV;27;42;36
Parcel-/rækkehus;5220 Odense SØ;18;25;17
Parcel-/rækkehus;5230 Odense M;29;30;29
Parcel-/rækkehus;5240 Odense NØ;12;8;5
Parcel-/rækkehus;5250 Odense SV;53;49;47
Parcel-/rækkehus;5260 Odense S;31;33;23
Parcel-/rækkehus;5270 Odense N;32;44;33
Parcel-/rækkehus;5290 Marslev;0;2;1
Parcel-/rækkehus;5300 Kerteminde;9;13;9
Parcel-/rækkehus;5320 Agedrup;9;6;2
Parcel-/rækkehus;5330 Munkebo;7;12;8
Parcel-/rækkehus;5350 Rynkeby;0;1;2
Parcel-/rækkehus;5370 Mesinge;2;0;1
Parcel-/rækkehus;5380 Dalby;0;1;1
Parcel-/rækkehus;5390 Martofte;0;1;2
Parcel-/rækkehus;5400 Bogense;8;9;10
Parcel-/rækkehus;5450 Otterup;29;16;17
Parcel-/rækkehus;5462 Morud;3;0;5
Parcel-/rækkehus;5463 Harndrup;3;3;0
Parcel-/rækkehus;5464 Brenderup Fyn;1;2;9
Parcel-/rækkehus;5466 Asperup;5;1;1
Parcel-/rækkehus;5471 Søndersø;11;9;6
Parcel-/rækkehus;5474 Veflinge;1;0;2
Parcel-/rækkehus;5485 Skamby;1;4;2
Parcel-/rækkehus;5491 Blommenslyst;3;6;1
Parcel-/rækkehus;5492 Vissenbjerg;8;12;9
Parcel-/rækkehus;5500 Middelfart;45;47;34
Parcel-/rækkehus;5540 Ullerslev;13;8;12
Parcel-/rækkehus;5550 Langeskov;10;15;11
Parcel-/rækkehus;5560 Aarup;9;5;8
Parcel-/rækkehus;5580 Nørre Aaby;1;8;3
Parcel-/rækkehus;5591 Gelsted;3;5;4
Parcel-/rækkehus;5592 Ejby;2;5;2
Parcel-/rækkehus;5600 Faaborg;25;28;21
Parcel-/rækkehus;5610 Assens;21;21;16
Parcel-/rækkehus;5620 Glamsbjerg;12;16;6
Parcel-/rækkehus;5631 Ebberup;4;2;4
Parcel-/rækkehus;5642 Millinge;1;1;4
Parcel-/rækkehus;5672 Broby;13;7;9
Parcel-/rækkehus;5683 Haarby;11;8;7
Parcel-/rækkehus;5690 Tommerup;9;11;12
Parcel-/rækkehus;5700 Svendborg;68;59;51
Parcel-/rækkehus;5750 Ringe;17;21;21
Parcel-/rækkehus;5762 Vester Skerninge;9;9;8
Parcel-/rækkehus;5771 Stenstrup;5;3;8
Parcel-/rækkehus;5772 Kværndrup;4;2;4
Parcel-/rækkehus;5792 Årslev;15;15;7
Parcel-/rækkehus;5800 Nyborg;37;28;24
Parcel-/rækkehus;5853 Ørbæk;10;9;12
Parcel-/rækkehus;5854 Gislev;4;2;3
Parcel-/rækkehus;5856 Ryslinge;4;6;0
Parcel-/rækkehus;5863 Ferritslev Fyn;4;3;2
Parcel-/rækkehus;5871 Frørup;1;7;2
Parcel-/rækkehus;5874 Hesselager;2;6;3
Parcel-/rækkehus;5881 Skårup Fyn;5;6;4
Parcel-/rækkehus;5882 Vejstrup;1;1;1
Parcel-/rækkehus;5883 Oure;2;0;2
Parcel-/rækkehus;5884 Gudme;4;1;0
Parcel-/rækkehus;5892 Gudbjerg Sydfyn;2;1;1
Parcel-/rækkehus;5900 Rudkøbing;20;15;9
Parcel-/rækkehus;5932 Humble;11;7;3
Parcel-/rækkehus;5935 Bagenkop;3;3;1
Parcel-/rækkehus;5953 Tranekær;8;12;3
Parcel-/rækkehus;5960 Marstal;9;11;11
Parcel-/rækkehus;5970 Ærøskøbing;9;6;3
Parcel-/rækkehus;5985 Søby Ærø;4;2;2
Parcel-/rækkehus;6000 Kolding;107;108;78
Parcel-/rækkehus;6040 Egtved;14;14;13
Parcel-/rækkehus;6051 Almind;8;0;4
Parcel-/rækkehus;6052 Viuf;4;2;1
Parcel-/rækkehus;6064 Jordrup;4;3;1
Parcel-/rækkehus;6070 Christiansfeld;11;12;13
Parcel-/rækkehus;6091 Bjert;5;4;2
Parcel-/rækkehus;6092 Sønder Stenderup;2;2;1
Parcel-/rækkehus;6093 Sjølund;1;1;2
Parcel-/rækkehus;6094 Hejls;4;3;3
Parcel-/rækkehus;6100 Haderslev;47;42;28
Parcel-/rækkehus;6200 Aabenraa;38;57;31
Parcel-/rækkehus;6230 Rødekro;19;30;8
Parcel-/rækkehus;6240 Løgumkloster;11;5;11
Parcel-/rækkehus;6261 Bredebro;6;7;8
Parcel-/rækkehus;6270 Tønder;15;19;11
Parcel-/rækkehus;6280 Højer;8;1;2
Parcel-/rækkehus;6300 Gråsten;12;11;10
Parcel-/rækkehus;6310 Broager;9;9;6
Parcel-/rækkehus;6320 Egernsund;4;3;3
Parcel-/rækkehus;6330 Padborg;7;5;9
Parcel-/rækkehus;6340 Kruså;8;9;7
Parcel-/rækkehus;6360 Tinglev;2;11;8
Parcel-/rækkehus;6372 Bylderup-Bov;7;7;3
Parcel-/rækkehus;6392 Bolderslev;3;1;0
Parcel-/rækkehus;6400 Sønderborg;38;49;25
Parcel-/rækkehus;6430 Nordborg;20;23;13
Parcel-/rækkehus;6440 Augustenborg;10;14;9
Parcel-/rækkehus;6470 Sydals;13;9;9
Parcel-/rækkehus;6500 Vojens;15;24;19
Parcel-/rækkehus;6510 Gram;7;12;6
Parcel-/rækkehus;6520 Toftlund;4;4;9
Parcel-/rækkehus;6534 Agerskov;0;2;3
Parcel-/rækkehus;6535 Branderup J;0;1;0
Parcel-/rækkehus;6541 Bevtoft;2;2;1
Parcel-/rækkehus;6560 Sommersted;5;4;4
Parcel-/rækkehus;6580 Vamdrup;12;12;8
Parcel-/rækkehus;6600 Vejen;24;23;23
Parcel-/rækkehus;6621 Gesten;1;4;3
Parcel-/rækkehus;6622 Bække;3;2;1
Parcel-/rækkehus;6623 Vorbasse;4;2;3
Parcel-/rækkehus;6630 Rødding;20;14;16
Parcel-/rækkehus;6640 Lunderskov;12;9;3
Parcel-/rækkehus;6650 Brørup;9;9;18
Parcel-/rækkehus;6660 Lintrup;1;1;1
Parcel-/rækkehus;6670 Holsted;4;9;3
Parcel-/rækkehus;6682 Hovborg;0;0;0
Parcel-/rækkehus;6683 Føvling;0;1;0
Parcel-/rækkehus;6690 Gørding;3;6;3
Parcel-/rækkehus;6700 Esbjerg;28;41;21
Parcel-/rækkehus;6705 Esbjerg Ø;24;20;13
Parcel-/rækkehus;6710 Esbjerg V;41;51;39
Parcel-/rækkehus;6715 Esbjerg N;14;27;17
Parcel-/rækkehus;6720 Fanø;8;4;10
Parcel-/rækkehus;6731 Tjæreborg;8;7;5
Parcel-/rækkehus;6740 Bramming;36;22;20
Parcel-/rækkehus;6752 Glejbjerg;0;2;1
Parcel-/rækkehus;6753 Agerbæk;3;1;1
Parcel-/rækkehus;6760 Ribe;25;27;28
Parcel-/rækkehus;6771 Gredstedbro;2;8;2
Parcel-/rækkehus;6780 Skærbæk;11;9;7
Parcel-/rækkehus;6792 Rømø;1;2;1
Parcel-/rækkehus;6800 Varde;30;47;42
Parcel-/rækkehus;6818 Årre;2;6;7
Parcel-/rækkehus;6823 Ansager;4;8;2
Parcel-/rækkehus;6830 Nørre Nebel;3;6;1
Parcel-/rækkehus;6840 Oksbøl;11;4;3
Parcel-/rækkehus;6851 Janderup Vestj;2;6;3
Parcel-/rækkehus;6852 Billum;2;0;1
Parcel-/rækkehus;6853 Vejers Strand;0;0;0
Parcel-/rækkehus;6854 Henne;1;0;1
Parcel-/rækkehus;6855 Outrup;5;2;4
Parcel-/rækkehus;6857 Blåvand;2;2;2
Parcel-/rækkehus;6862 Tistrup;3;4;4
Parcel-/rækkehus;6870 Ølgod;7;8;7
Parcel-/rækkehus;6880 Tarm;13;14;10
Parcel-/rækkehus;6893 Hemmet;1;8;2
Parcel-/rækkehus;6900 Skjern;31;22;17
Parcel-/rækkehus;6920 Videbæk;19;16;8
Parcel-/rækkehus;6933 Kibæk;3;9;6
Parcel-/rækkehus;6940 Lem St;2;2;2
Parcel-/rækkehus;6950 Ringkøbing;9;23;9
Parcel-/rækkehus;6960 Hvide Sande;9;7;7
Parcel-/rækkehus;6971 Spjald;3;4;3
Parcel-/rækkehus;6973 Ørnhøj;0;1;3
Parcel-/rækkehus;6980 Tim;3;7;3
Parcel-/rækkehus;6990 Ulfborg;13;10;6
Parcel-/rækkehus;7000 Fredericia;67;76;62
Parcel-/rækkehus;7080 Børkop;22;22;15
Parcel-/rækkehus;7100 Vejle;80;75;62
Parcel-/rækkehus;7120 Vejle Øst;29;21;10
Parcel-/rækkehus;7130 Juelsminde;21;12;6
Parcel-/rækkehus;7140 Stouby;6;4;2
Parcel-/rækkehus;7150 Barrit;6;6;2
Parcel-/rækkehus;7160 Tørring;11;11;9
Parcel-/rækkehus;7171 Uldum;3;3;1
Parcel-/rækkehus;7173 Vonge;1;4;1
Parcel-/rækkehus;7182 Bredsten;8;5;2
Parcel-/rækkehus;7183 Randbøl;1;3;4
Parcel-/rækkehus;7184 Vandel;7;3;1
Parcel-/rækkehus;7190 Billund;9;14;10
Parcel-/rækkehus;7200 Grindsted;25;25;24
Parcel-/rækkehus;7250 Hejnsvig;5;3;2
Parcel-/rækkehus;7260 Sønder Omme;7;2;3
Parcel-/rækkehus;7270 Stakroge;1;1;0
Parcel-/rækkehus;7280 Sønder Felding;1;2;0
Parcel-/rækkehus;7300 Jelling;16;8;16
Parcel-/rækkehus;7321 Gadbjerg;6;4;1
Parcel-/rækkehus;7323 Give;17;27;16
Parcel-/rækkehus;7330 Brande;17;20;14
Parcel-/rækkehus;7361 Ejstrupholm;5;6;2
Parcel-/rækkehus;7362 Hampen;2;2;0
Parcel-/rækkehus;7400 Herning;84;81;65
Parcel-/rækkehus;7430 Ikast;8;25;22
Parcel-/rækkehus;7441 Bording;2;9;3
Parcel-/rækkehus;7442 Engesvang;3;4;6
Parcel-/rækkehus;7451 Sunds;7;5;4
Parcel-/rækkehus;7470 Karup J;9;11;8
Parcel-/rækkehus;7480 Vildbjerg;13;13;9
Parcel-/rækkehus;7490 Aulum;7;9;7
Parcel-/rækkehus;7500 Holstebro;63;78;64
Parcel-/rækkehus;7540 Haderup;4;2;1
Parcel-/rækkehus;7550 Sørvad;6;4;1
Parcel-/rækkehus;7560 Hjerm;4;0;0
Parcel-/rækkehus;7570 Vemb;6;7;6
Parcel-/rækkehus;7600 Struer;27;26;22
Parcel-/rækkehus;7620 Lemvig;23;22;28
Parcel-/rækkehus;7650 Bøvlingbjerg;0;2;1
Parcel-/rækkehus;7660 Bækmarksbro;1;1;1
Parcel-/rækkehus;7673 Harboøre;3;3;8
Parcel-/rækkehus;7680 Thyborøn;9;10;2
Parcel-/rækkehus;7700 Thisted;53;48;47
Parcel-/rækkehus;7730 Hanstholm;6;7;6
Parcel-/rækkehus;7741 Frøstrup;0;0;4
Parcel-/rækkehus;7742 Vesløs;3;2;1
Parcel-/rækkehus;7752 Snedsted;4;9;9
Parcel-/rækkehus;7755 Bedsted Thy;8;3;7
Parcel-/rækkehus;7760 Hurup Thy;13;11;8
Parcel-/rækkehus;7770 Vestervig;6;4;3
Parcel-/rækkehus;7790 Thyholm;4;4;4
Parcel-/rækkehus;7800 Skive;28;30;32
Parcel-/rækkehus;7830 Vinderup;12;14;9
Parcel-/rækkehus;7840 Højslev;7;8;5
Parcel-/rækkehus;7850 Stoholm Jyll;3;7;10
Parcel-/rækkehus;7860 Spøttrup;9;12;3
Parcel-/rækkehus;7870 Roslev;9;24;20
Parcel-/rækkehus;7884 Fur;3;3;2
Parcel-/rækkehus;7900 Nykøbing M;29;17;22
Parcel-/rækkehus;7950 Erslev;5;9;1
Parcel-/rækkehus;7960 Karby;2;1;3
Parcel-/rækkehus;7970 Redsted M;2;1;0
Parcel-/rækkehus;7980 Vils;2;1;1
Parcel-/rækkehus;7990 Øster Assels;2;2;2
Parcel-/rækkehus;8000 Århus C;7;7;8
Parcel-/rækkehus;8200 Århus N;17;16;17
Parcel-/rækkehus;8210 Århus V;28;20;22
Parcel-/rækkehus;8220 Brabrand;23;30;17
Parcel-/rækkehus;8230 Åbyhøj;11;24;10
Parcel-/rækkehus;8240 Risskov;40;39;21
Parcel-/rækkehus;8250 Egå;14;31;11
Parcel-/rækkehus;8260 Viby J;31;41;19
Parcel-/rækkehus;8270 Højbjerg;36;38;26
Parcel-/rækkehus;8300 Odder;40;30;25
Parcel-/rækkehus;8305 Samsø;9;10;11
Parcel-/rækkehus;8310 Tranbjerg J;26;21;20
Parcel-/rækkehus;8320 Mårslet;9;7;9
Parcel-/rækkehus;8330 Beder;12;5;6
Parcel-/rækkehus;8340 Malling;7;6;1
Parcel-/rækkehus;8350 Hundslund;3;6;0
Parcel-/rækkehus;8355 Solbjerg;7;10;8
Parcel-/rækkehus;8361 Hasselager;12;17;8
Parcel-/rækkehus;8362 Hørning;17;19;12
Parcel-/rækkehus;8370 Hadsten;15;22;22
Parcel-/rækkehus;8380 Trige;5;8;0
Parcel-/rækkehus;8381 Tilst;10;14;23
Parcel-/rækkehus;8382 Hinnerup;20;20;17
Parcel-/rækkehus;8400 Ebeltoft;13;15;14
Parcel-/rækkehus;8410 Rønde;20;21;7
Parcel-/rækkehus;8420 Knebel;0;7;2
Parcel-/rækkehus;8444 Balle;2;3;2
Parcel-/rækkehus;8450 Hammel;22;17;16
Parcel-/rækkehus;8462 Harlev J;3;6;9
Parcel-/rækkehus;8464 Galten;27;25;17
Parcel-/rækkehus;8471 Sabro;6;7;8
Parcel-/rækkehus;8472 Sporup;2;2;7
Parcel-/rækkehus;8500 Grenaa;33;39;29
Parcel-/rækkehus;8520 Lystrup;22;34;10
Parcel-/rækkehus;8530 Hjortshøj;6;14;7
Parcel-/rækkehus;8541 Skødstrup;19;15;13
Parcel-/rækkehus;8543 Hornslet;15;8;15
Parcel-/rækkehus;8544 Mørke;7;12;11
Parcel-/rækkehus;8550 Ryomgård;10;6;6
Parcel-/rækkehus;8560 Kolind;4;9;4
Parcel-/rækkehus;8570 Trustrup;3;5;4
Parcel-/rækkehus;8581 Nimtofte;1;0;0
Parcel-/rækkehus;8585 Glesborg;6;8;5
Parcel-/rækkehus;8586 Ørum Djurs;2;3;3
Parcel-/rækkehus;8592 Anholt;..;..;0
Parcel-/rækkehus;8600 Silkeborg;77;96;70
Parcel-/rækkehus;8620 Kjellerup;14;12;10
Parcel-/rækkehus;8632 Lemming;3;1;4
Parcel-/rækkehus;8641 Sorring;7;5;4
Parcel-/rækkehus;8643 Ans By;2;10;3
Parcel-/rækkehus;8653 Them;7;6;6
Parcel-/rækkehus;8654 Bryrup;4;4;4
Parcel-/rækkehus;8660 Skanderborg;41;44;38
Parcel-/rækkehus;8670 Låsby;0;2;3
Parcel-/rækkehus;8680 Ry;19;8;9
Parcel-/rækkehus;8700 Horsens;104;98;84
Parcel-/rækkehus;8721 Daugård;2;1;3
Parcel-/rækkehus;8722 Hedensted;10;21;13
Parcel-/rækkehus;8723 Løsning;15;11;12
Parcel-/rækkehus;8732 Hovedgård;6;10;5
Parcel-/rækkehus;8740 Brædstrup;16;15;12
Parcel-/rækkehus;8751 Gedved;4;7;3
Parcel-/rækkehus;8752 Østbirk;4;3;6
Parcel-/rækkehus;8762 Flemming;3;2;2
Parcel-/rækkehus;8763 Rask Mølle;5;3;0
Parcel-/rækkehus;8765 Klovborg;2;1;2
Parcel-/rækkehus;8766 Nørre Snede;2;6;1
Parcel-/rækkehus;8781 Stenderup;2;1;3
Parcel-/rækkehus;8783 Hornsyld;5;3;6
Parcel-/rækkehus;8800 Viborg;81;78;65
Parcel-/rækkehus;8830 Tjele;14;15;16
Parcel-/rækkehus;8831 Løgstrup;4;4;2
Parcel-/rækkehus;8832 Skals;9;4;3
Parcel-/rækkehus;8840 Rødkærsbro;4;3;4
