type;area;v1;v2;v3;v4;v5;v6;v7;v8;zipy
Fritidshuse;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_11
Parcel- og rækkehuse;5771 Stenstrup;0;0;0;0;0;8.9809999;6.6680002;6.9569998;5771_11
Ejerlejligheder;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_15
Fritidshuse;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_15
Parcel- og rækkehuse;5771 Stenstrup;0;0;7.4089999;6.177;5.9819999;4.7259998;6.5609999;0;5771_15
Ejerlejligheder;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_5
Fritidshuse;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_5
Parcel- og rækkehuse;5771 Stenstrup;4.6700001;5.4650002;4.6570001;4.9949999;5.4060001;5.3499999;5.6350002;6.184;5771_5
Ejerlejligheder;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_7
Fritidshuse;5771 Stenstrup;0;0;0;0;0;0;0;0;5771_7
Parcel- og rækkehuse;5771 Stenstrup;7.119;7.4920001;8.0190001;7.6009998;0;0;7.0799999;8.776;5771_7
Ejerlejligheder;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_11
Fritidshuse;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_11
Parcel- og rækkehuse;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_11
Ejerlejligheder;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_15
Fritidshuse;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_15
Parcel- og rækkehuse;5772 Kværndrup;0;0;0;0;0;0;0;7.9380002;5772_15
Ejerlejligheder;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_5
Fritidshuse;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_5
Parcel- og rækkehuse;5772 Kværndrup;4.1350002;0;0;0;0;0;4.7389998;6.5890002;5772_5
Ejerlejligheder;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_7
Fritidshuse;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_7
Parcel- og rækkehuse;5772 Kværndrup;5.4400001;6.4679999;6.0539999;7.8930001;7.5450001;7.6690001;7.0619998;10.359;5772_7
Ejerlejligheder;5792 Årslev;0;0;0;0;0;0;0;0;5792_11
Fritidshuse;5792 Årslev;0;0;0;0;0;0;0;0;5792_11
Parcel- og rækkehuse;5792 Årslev;8.7299995;9.1230001;8.0939999;8.1470003;9.224;8.7370005;8.6529999;6.336;5792_11
Ejerlejligheder;5792 Årslev;0;0;0;0;0;0;0;0;5792_15
Fritidshuse;5792 Årslev;0;0;0;0;0;0;0;0;5792_15
Parcel- og rækkehuse;5792 Årslev;8.7309999;8.0170002;7.4629998;7.7709999;8.5509996;8.8529997;9.6529999;8.9449997;5792_15
Ejerlejligheder;5792 Årslev;0;0;0;0;0;0;0;0;5792_5
Fritidshuse;5792 Årslev;0;0;0;0;0;0;0;0;5792_5
Parcel- og rækkehuse;5792 Årslev;6.3210001;7.007;5.9819999;6.1900001;6.6830001;5.8280001;7.1209998;6.6129999;5792_5
Ejerlejligheder;5792 Årslev;0;0;0;0;0;0;0;0;5792_7
Fritidshuse;5792 Årslev;0;0;0;0;0;0;0;0;5792_7
Parcel- og rækkehuse;5792 Årslev;8.1499996;8.3929996;9.8809996;9.5959997;9.9709997;11.107;11.717;9.6020002;5792_7
Ejerlejligheder;5800 Nyborg;0;0;0;0;0;0;0;0;5800_11
Fritidshuse;5800 Nyborg;0;0;0;0;0;0;0;0;5800_11
Parcel- og rækkehuse;5800 Nyborg;11.748;10.86;11.645;11.803;10.655;9.802;10.034;10.994;5800_11
Ejerlejligheder;5800 Nyborg;14.776;0;0;0;0;11.852;10.893;15.306;5800_15
Fritidshuse;5800 Nyborg;0;0;0;16.209;0;0;0;0;5800_15
Parcel- og rækkehuse;5800 Nyborg;9.0080004;9.1529999;8.8380003;9.4890003;9.6090002;10.538;10.107;8.7349997;5800_15
Ejerlejligheder;5800 Nyborg;6.645;5.862;6.3499999;9.5640001;0;0;0;0;5800_5
Fritidshuse;5800 Nyborg;0;0;0;0;0;0;0;0;5800_5
Parcel- og rækkehuse;5800 Nyborg;7.072;7.0910001;7.8660002;7.1999998;8.1190004;8.2519999;8.0089998;8.5089998;5800_5
Ejerlejligheder;5800 Nyborg;14.722;11.139;12.377;14.688;10.861;22.451;15.388;0;5800_7
Fritidshuse;5800 Nyborg;0;0;0;0;0;0;0;0;5800_7
Parcel- og rækkehuse;5800 Nyborg;9.5860004;10.227;11.002;11.104;10.532;11.595;10.631;12.415;5800_7
Ejerlejligheder;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_11
Fritidshuse;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_11
Parcel- og rækkehuse;5853 Ørbæk;7.6550002;9.1789999;7.612;8.2589998;8.6040001;4.9809999;7.9109998;5.8930001;5853_11
Ejerlejligheder;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_15
Fritidshuse;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_15
Parcel- og rækkehuse;5853 Ørbæk;5.3699999;5.3410001;5.9840002;0;6.145;0;3.7720001;6.8400002;5853_15
Ejerlejligheder;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_5
Fritidshuse;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_5
Parcel- og rækkehuse;5853 Ørbæk;5.513;5.882;4.9070001;4.9990001;5.1960001;0;5.9219999;6.2309999;5853_5
Ejerlejligheder;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_7
Fritidshuse;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_7
Parcel- og rækkehuse;5853 Ørbæk;6.0760002;7.5050001;6.7870002;7.2509999;7.4429998;7.9219999;7.2470002;7.6129999;5853_7
Ejerlejligheder;5854 Gislev;0;0;0;0;0;0;0;0;5854_11
Fritidshuse;5854 Gislev;0;0;0;0;0;0;0;0;5854_11
Parcel- og rækkehuse;5854 Gislev;0;7.5910001;7.098;0;0;0;0;0;5854_11
Ejerlejligheder;5854 Gislev;0;0;0;0;0;0;0;0;5854_15
Fritidshuse;5854 Gislev;0;0;0;0;0;0;0;0;5854_15
Parcel- og rækkehuse;5854 Gislev;0;0;0;0;0;0;5.1220002;0;5854_15
Ejerlejligheder;5854 Gislev;0;0;0;0;0;0;0;0;5854_5
Fritidshuse;5854 Gislev;0;0;0;0;0;0;0;0;5854_5
Parcel- og rækkehuse;5854 Gislev;0;0;0;0;0;0;0;0;5854_5
Ejerlejligheder;5854 Gislev;0;0;0;0;0;0;0;0;5854_7
Fritidshuse;5854 Gislev;0;0;0;0;0;0;0;0;5854_7
Parcel- og rækkehuse;5854 Gislev;0;0;6.6350002;0;0;0;0;0;5854_7
Ejerlejligheder;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_11
Fritidshuse;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_11
Parcel- og rækkehuse;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_11
Ejerlejligheder;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_15
Fritidshuse;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_15
Parcel- og rækkehuse;5856 Ryslinge;0;0;6.388;8.191;0;0;0;0;5856_15
Ejerlejligheder;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_5
Fritidshuse;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_5
Parcel- og rækkehuse;5856 Ryslinge;6.1269999;5.7179999;4.7379999;6;0;0;5.9580002;0;5856_5
Ejerlejligheder;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_7
Fritidshuse;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_7
Parcel- og rækkehuse;5856 Ryslinge;0;7.8720002;0;0;7.382;0;0;7.9530001;5856_7
Ejerlejligheder;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_11
Fritidshuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_11
Parcel- og rækkehuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_11
Ejerlejligheder;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_15
Fritidshuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_15
Parcel- og rækkehuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_15
Ejerlejligheder;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_5
Fritidshuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_5
Parcel- og rækkehuse;5863 Ferritslev Fyn;0;0;6.1900001;5.592;0;0;0;0;5863_5
Ejerlejligheder;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_7
Fritidshuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_7
Parcel- og rækkehuse;5863 Ferritslev Fyn;7.1110001;0;0;0;0;0;0;0;5863_7
Ejerlejligheder;5871 Frørup;0;0;0;0;0;0;0;0;5871_11
Fritidshuse;5871 Frørup;0;0;0;0;0;0;0;0;5871_11
Parcel- og rækkehuse;5871 Frørup;0;0;0;0;0;0;0;0;5871_11
Ejerlejligheder;5871 Frørup;0;0;0;0;0;0;0;0;5871_15
Fritidshuse;5871 Frørup;0;0;0;0;0;0;0;0;5871_15
Parcel- og rækkehuse;5871 Frørup;0;0;0;0;0;0;0;0;5871_15
Ejerlejligheder;5871 Frørup;0;0;0;0;0;0;0;0;5871_5
Fritidshuse;5871 Frørup;0;0;0;0;11.594;0;0;0;5871_5
Parcel- og rækkehuse;5871 Frørup;4.6300001;0;5.4920001;5.4720001;5.1700001;0;0;0;5871_5
Ejerlejligheder;5871 Frørup;0;0;0;0;0;0;0;0;5871_7
Fritidshuse;5871 Frørup;0;0;0;0;0;0;0;0;5871_7
Parcel- og rækkehuse;5871 Frørup;7.0869999;10.589;0;0;6.6560001;6.7470002;8.6879997;6.612;5871_7
Ejerlejligheder;5874 Hesselager;0;0;0;0;0;0;0;0;5874_11
Fritidshuse;5874 Hesselager;0;0;0;0;0;0;0;0;5874_11
Parcel- og rækkehuse;5874 Hesselager;0;0;0;0;0;0;0;0;5874_11
Ejerlejligheder;5874 Hesselager;0;0;0;0;0;0;0;0;5874_15
Fritidshuse;5874 Hesselager;0;0;0;0;0;0;0;0;5874_15
Parcel- og rækkehuse;5874 Hesselager;0;0;0;7.5960002;0;0;0;0;5874_15
Ejerlejligheder;5874 Hesselager;0;0;0;0;0;0;0;0;5874_5
Fritidshuse;5874 Hesselager;0;0;0;0;0;0;0;0;5874_5
Parcel- og rækkehuse;5874 Hesselager;5.6620002;7.7090001;6.493;7.5;5.421;0;0;0;5874_5
Ejerlejligheder;5874 Hesselager;0;0;0;0;0;0;0;0;5874_7
Fritidshuse;5874 Hesselager;0;0;0;0;0;0;0;0;5874_7
Parcel- og rækkehuse;5874 Hesselager;0;0;5.7979999;0;0;0;9.9180002;7.382;5874_7
Ejerlejligheder;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_11
Fritidshuse;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_11
Parcel- og rækkehuse;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_11
Ejerlejligheder;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_15
Fritidshuse;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_15
Parcel- og rækkehuse;5881 Skårup Fyn;0;0;0;8.6149998;0;0;9.0719995;0;5881_15
Ejerlejligheder;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_5
Fritidshuse;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_5
Parcel- og rækkehuse;5881 Skårup Fyn;6.6329999;6.2550001;6.4419999;0;0;7.2550001;7.447;6.9320002;5881_5
Ejerlejligheder;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_7
Fritidshuse;5881 Skårup Fyn;0;0;0;0;0;0;0;0;5881_7
Parcel- og rækkehuse;5881 Skårup Fyn;10.034;9.2910004;12.087;10.199;9.8210001;14.211;12.711;11.833;5881_7
Ejerlejligheder;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_11
Fritidshuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_11
Parcel- og rækkehuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_11
Ejerlejligheder;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_15
Fritidshuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_15
Parcel- og rækkehuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_15
Ejerlejligheder;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_5
Fritidshuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_5
Parcel- og rækkehuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_5
Ejerlejligheder;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_7
Fritidshuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_7
Parcel- og rækkehuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_7
Ejerlejligheder;5883 Oure;0;0;0;0;0;0;0;0;5883_11
Fritidshuse;5883 Oure;0;0;0;0;0;0;0;0;5883_11
Parcel- og rækkehuse;5883 Oure;0;0;0;0;0;0;0;0;5883_11
Ejerlejligheder;5883 Oure;0;0;0;0;0;0;0;0;5883_15
Fritidshuse;5883 Oure;0;0;0;0;0;0;0;0;5883_15
Parcel- og rækkehuse;5883 Oure;0;0;0;0;0;0;0;0;5883_15
Ejerlejligheder;5883 Oure;0;0;0;0;0;0;0;0;5883_5
Fritidshuse;5883 Oure;0;0;0;0;0;0;0;0;5883_5
Parcel- og rækkehuse;5883 Oure;0;0;0;0;0;0;0;0;5883_5
Ejerlejligheder;5883 Oure;0;0;0;0;0;0;0;0;5883_7
Fritidshuse;5883 Oure;0;0;0;0;0;0;0;0;5883_7
Parcel- og rækkehuse;5883 Oure;0;0;0;0;0;0;0;0;5883_7
Ejerlejligheder;5884 Gudme;0;0;0;0;0;0;0;0;5884_11
Fritidshuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_11
Parcel- og rækkehuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_11
Ejerlejligheder;5884 Gudme;0;0;0;0;0;0;0;0;5884_15
Fritidshuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_15
Parcel- og rækkehuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_15
Ejerlejligheder;5884 Gudme;0;0;0;0;0;0;0;0;5884_5
Fritidshuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_5
Parcel- og rækkehuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_5
Ejerlejligheder;5884 Gudme;0;0;0;0;0;0;0;0;5884_7
Fritidshuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_7
Parcel- og rækkehuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_7
Ejerlejligheder;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_11
Fritidshuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_11
Parcel- og rækkehuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_11
Ejerlejligheder;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_15
Fritidshuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_15
Parcel- og rækkehuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_15
Ejerlejligheder;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_5
Fritidshuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_5
Parcel- og rækkehuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;4.1100001;0;5892_5
Ejerlejligheder;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_7
Fritidshuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_7
Parcel- og rækkehuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_7
Ejerlejligheder;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_11
Fritidshuse;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_11
Parcel- og rækkehuse;5900 Rudkøbing;7.5009999;6.9369998;7.5799999;6.6009998;6.2940001;6.6469998;6.7789998;6.7909999;5900_11
Ejerlejligheder;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_15
Fritidshuse;5900 Rudkøbing;0;0;0;0;13.89;0;0;0;5900_15
Parcel- og rækkehuse;5900 Rudkøbing;5.2340002;5.0939999;3.925;7.8959999;4.5739999;5.5409999;5.5929999;6.1090002;5900_15
Ejerlejligheder;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_5
Fritidshuse;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_5
Parcel- og rækkehuse;5900 Rudkøbing;4.6919999;5.086;4.5089998;5.1729999;4.355;4.664;5.48;5.7020001;5900_5
Ejerlejligheder;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_7
Fritidshuse;5900 Rudkøbing;0;0;0;0;0;0;0;0;5900_7
Parcel- og rækkehuse;5900 Rudkøbing;6.198;6.816;7.217;8.6370001;6.2459998;8.0249996;9.1719999;7.533;5900_7
Ejerlejligheder;5932 Humble;0;0;0;0;0;0;0;0;5932_11
Fritidshuse;5932 Humble;0;0;0;0;0;0;0;0;5932_11
Parcel- og rækkehuse;5932 Humble;0;0;0;0;5.3260002;0;0;0;5932_11
Ejerlejligheder;5932 Humble;0;0;0;0;0;0;0;0;5932_15
Fritidshuse;5932 Humble;17.653;0;11.39;12.505;16.042;15.106;0;13.552;5932_15
Parcel- og rækkehuse;5932 Humble;0;2.7920001;0;0;2.967;0;0;2.128;5932_15
Ejerlejligheder;5932 Humble;0;0;0;0;0;0;0;0;5932_5
Fritidshuse;5932 Humble;10.009;10.574;9.5939999;11.085;13.828;10.49;12.323;13.639;5932_5
Parcel- og rækkehuse;5932 Humble;3.5910001;2.9489999;0;3.608;6.934;3.987;4.4070001;0;5932_5
Ejerlejligheder;5932 Humble;0;0;0;0;0;0;0;0;5932_7
Fritidshuse;5932 Humble;16.041;20.521999;12.598;0;0;20.681;16.07;0;5932_7
Parcel- og rækkehuse;5932 Humble;5.711;5.3540001;5.4439998;0;0;0;0;0;5932_7
Ejerlejligheder;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_11
Fritidshuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_11
Parcel- og rækkehuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_11
Ejerlejligheder;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_15
Fritidshuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_15
Parcel- og rækkehuse;5935 Bagenkop;0;0;4.2249999;0;0;0;0;0;5935_15
Ejerlejligheder;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_5
Fritidshuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_5
Parcel- og rækkehuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_5
Ejerlejligheder;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_7
Fritidshuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_7
Parcel- og rækkehuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_7
Ejerlejligheder;5953 Tranekær;0;0;0;0;0;0;0;0;5953_11
Fritidshuse;5953 Tranekær;0;0;12.252;16.245001;0;0;0;0;5953_11
Parcel- og rækkehuse;5953 Tranekær;7.8060002;0;0;10.13;4.9289999;0;0;0;5953_11
Ejerlejligheder;5953 Tranekær;0;0;0;0;0;0;0;0;5953_15
Fritidshuse;5953 Tranekær;0;0;0;12.156;13.84;12.688;0;13.354;5953_15
Parcel- og rækkehuse;5953 Tranekær;4.9120002;4.2680001;5.0149999;3.529;3.2090001;5.3829999;0;3.6889999;5953_15
Ejerlejligheder;5953 Tranekær;0;0;0;0;0;0;0;0;5953_5
Fritidshuse;5953 Tranekær;8.5869999;8.632;7.145;8.0839996;9.2939997;10.665;10.682;12.001;5953_5
Parcel- og rækkehuse;5953 Tranekær;3.7249999;3.6930001;4.0879998;5.0500002;4.243;0;3.556;3.783;5953_5
Ejerlejligheder;5953 Tranekær;0;0;0;0;0;0;0;0;5953_7
Fritidshuse;5953 Tranekær;12.781;15.808;16.731001;0;0;0;18.176001;0;5953_7
Parcel- og rækkehuse;5953 Tranekær;5.8759999;6.336;5.645;5.6399999;5.3730001;4.77;7.6599998;8.8640003;5953_7
Ejerlejligheder;5960 Marstal;0;0;0;0;0;0;0;0;5960_11
Fritidshuse;5960 Marstal;0;0;0;0;0;0;0;0;5960_11
Parcel- og rækkehuse;5960 Marstal;9.974;6.1690001;7.29;6.7969999;7.677;5.2670002;7.1279998;6.3779998;5960_11
Ejerlejligheder;5960 Marstal;0;0;0;0;0;0;0;0;5960_15
Fritidshuse;5960 Marstal;0;0;0;0;0;0;0;0;5960_15
Parcel- og rækkehuse;5960 Marstal;4.6849999;0;0;5.8520002;4.6149998;4.9250002;2.888;4.737;5960_15
Ejerlejligheder;5960 Marstal;0;0;0;0;0;0;0;0;5960_5
Fritidshuse;5960 Marstal;0;0;0;0;0;0;0;0;5960_5
Parcel- og rækkehuse;5960 Marstal;0;0;0;4.052;5.2160001;0;6.3699999;5.7480001;5960_5
Ejerlejligheder;5960 Marstal;0;0;0;0;0;0;0;0;5960_7
Fritidshuse;5960 Marstal;0;0;0;0;0;0;0;0;5960_7
Parcel- og rækkehuse;5960 Marstal;5.2059999;7.599;7.5619998;8.5860004;7.5939999;8.8339996;7.6500001;7.928;5960_7
Ejerlejligheder;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_11
Fritidshuse;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_11
Parcel- og rækkehuse;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_11
Ejerlejligheder;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_15
Fritidshuse;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_15
Parcel- og rækkehuse;5970 Ærøskøbing;3.21;0;0;8.1370001;7.006;0;0;0;5970_15
Ejerlejligheder;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_5
Fritidshuse;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_5
Parcel- og rækkehuse;5970 Ærøskøbing;0;0;0;5.9089999;3.395;0;4.256;0;5970_5
Ejerlejligheder;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_7
Fritidshuse;5970 Ærøskøbing;0;0;0;0;0;0;0;0;5970_7
Parcel- og rækkehuse;5970 Ærøskøbing;0;7.9130001;0;0;0;0;0;0;5970_7
Ejerlejligheder;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_11
Fritidshuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_11
Parcel- og rækkehuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_11
Ejerlejligheder;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_15
Fritidshuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_15
Parcel- og rækkehuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_15
Ejerlejligheder;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_5
Fritidshuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_5
Parcel- og rækkehuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_5
Ejerlejligheder;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_7
Fritidshuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_7
Parcel- og rækkehuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_7
Ejerlejligheder;6000 Kolding;15.934;14.173;14.591;14.584;12.488;13.527;10.934;12.34;6000_11
Fritidshuse;6000 Kolding;0;0;0;0;0;0;0;0;6000_11
Parcel- og rækkehuse;6000 Kolding;12.907;12.98;13.089;12.959;12.616;12.187;12.654;12.207;6000_11
Ejerlejligheder;6000 Kolding;12.324;14.617;14.128;12.472;13.796;12.118;10.599;11.712;6000_15
Fritidshuse;6000 Kolding;0;0;0;0;0;0;0;0;6000_15
Parcel- og rækkehuse;6000 Kolding;11.946;11.761;12.078;11.637;11.959;11.775;12.436;12.698;6000_15
Ejerlejligheder;6000 Kolding;10.695;8.7370005;9.191;9.5179996;10.366;10.607;11.294;10.491;6000_5
Fritidshuse;6000 Kolding;0;0;0;0;0;0;0;0;6000_5
Parcel- og rækkehuse;6000 Kolding;9.1260004;9.368;9.21;9.1379995;9.5220003;9.323;9.6230001;10.338;6000_5
Ejerlejligheder;6000 Kolding;13.818;13.268;14.34;15.39;14.123;13.806;14.275;16.58;6000_7
Fritidshuse;6000 Kolding;0;0;0;0;0;0;0;0;6000_7
Parcel- og rækkehuse;6000 Kolding;12.185;12.473;13.29;13.278;13.901;14.355;14.204;14.186;6000_7
Ejerlejligheder;6040 Egtved;0;0;0;0;0;0;0;0;6040_11
Fritidshuse;6040 Egtved;0;0;0;0;0;0;0;0;6040_11
Parcel- og rækkehuse;6040 Egtved;10.372;8.6459999;8.5050001;8.7609997;10.282;9.4060001;8.9820004;8.8310003;6040_11
Ejerlejligheder;6040 Egtved;0;0;0;0;0;0;0;0;6040_15
Fritidshuse;6040 Egtved;0;0;0;0;0;0;0;0;6040_15
Parcel- og rækkehuse;6040 Egtved;9.0030003;8.073;8.0799999;8.7530003;7.1669998;8.6169996;9.1630001;7.9819999;6040_15
Ejerlejligheder;6040 Egtved;0;0;0;0;0;0;0;0;6040_5
Fritidshuse;6040 Egtved;0;0;0;0;0;0;0;0;6040_5
Parcel- og rækkehuse;6040 Egtved;6.428;5.3150001;5.257;6.8860002;6.5159998;6.2940001;6.8800001;7.0630002;6040_5
Ejerlejligheder;6040 Egtved;0;0;0;0;0;0;0;0;6040_7
Fritidshuse;6040 Egtved;0;0;0;0;0;0;0;0;6040_7
Parcel- og rækkehuse;6040 Egtved;8.2139997;8.809;10.151;10.686;9.7919998;9.3400002;12.113;10.431;6040_7
Ejerlejligheder;6051 Almind;0;0;0;0;0;0;0;0;6051_11
Fritidshuse;6051 Almind;0;0;0;0;0;0;0;0;6051_11
Parcel- og rækkehuse;6051 Almind;12.904;0;0;0;0;0;0;0;6051_11
Ejerlejligheder;6051 Almind;0;0;0;0;0;0;0;0;6051_15
Fritidshuse;6051 Almind;0;0;0;0;0;0;0;0;6051_15
Parcel- og rækkehuse;6051 Almind;0;0;0;0;0;0;11.376;12.049;6051_15
Ejerlejligheder;6051 Almind;0;0;0;0;0;0;0;0;6051_5
Fritidshuse;6051 Almind;0;0;0;0;0;0;0;0;6051_5
Parcel- og rækkehuse;6051 Almind;5.5019999;6.1950002;0;0;8.1110001;0;9.3170004;0;6051_5
Ejerlejligheder;6051 Almind;0;0;0;0;0;0;0;0;6051_7
Fritidshuse;6051 Almind;0;0;0;0;0;0;0;0;6051_7
Parcel- og rækkehuse;6051 Almind;0;11.465;10.529;0;0;14.17;0;0;6051_7
Ejerlejligheder;6052 Viuf;0;0;0;0;0;0;0;0;6052_11
Fritidshuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_11
Parcel- og rækkehuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_11
Ejerlejligheder;6052 Viuf;0;0;0;0;0;0;0;0;6052_15
Fritidshuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_15
Parcel- og rækkehuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_15
Ejerlejligheder;6052 Viuf;0;0;0;0;0;0;0;0;6052_5
Fritidshuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_5
