type;area;Q2_03;Q3_03;Q4_03;Q1_04;Q2_04;Q3_04;Q4_04;Q1_05
Parcel- og rækkehuse;3400 Hillerød;13.713;13.386;13.865;14.279;13.870;14.907;14.922;15.907
Parcel- og rækkehuse;3450 Allerød;15.138;14.371;15.194;14.616;15.945;16.673;16.622;17.316
Parcel- og rækkehuse;3460 Birkerød;15.016;15.497;15.808;18.097;17.447;17.234;18.682;19.815
Parcel- og rækkehuse;3480 Fredensborg;15.267;14.871;13.157;14.707;15.848;16.512;15.986;16.031
Parcel- og rækkehuse;3490 Kvistgård;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;3500 Værløse;15.004;15.392;14.941;15.544;16.531;16.982;16.969;18.855
Parcel- og rækkehuse;3520 Farum;13.515;13.775;13.761;13.908;14.786;15.196;17.438;15.829
Parcel- og rækkehuse;3540 Lynge;13.040;13.307;11.998;13.674;14.059;12.706;14.452;16.042
Parcel- og rækkehuse;3550 Slangerup;12.954;12.774;11.410;13.875;12.467;12.262;13.156;15.202
Parcel- og rækkehuse;3600 Frederikssund;12.416;11.957;11.330;12.137;12.625;13.873;14.039;13.697
Parcel- og rækkehuse;3630 Jægerspris;9.763;11.226;10.268;10.795;10.848;11.152;11.764;10.095
Parcel- og rækkehuse;3650 Ølstykke;13.096;12.308;12.549;12.340;12.317;13.157;14.083;0
Parcel- og rækkehuse;3660 Stenløse;11.375;12.645;12.778;12.508;12.760;13.126;13.041;14.760
Parcel- og rækkehuse;3670 Veksø Sjælland;0;13.043;13.453;14.573;13.331;13.096;0;0
Parcel- og rækkehuse;3700 Rønne;5.804;5.355;5.709;5.945;5.812;6.411;5.924;5.754
Parcel- og rækkehuse;3720 Aakirkeby;4.185;3.445;3.562;3.667;3.666;3.484;4.532;4.036
Parcel- og rækkehuse;3730 Nexø;5.128;5.407;5.717;4.540;5.101;5.430;4.719;4.757
Parcel- og rækkehuse;3740 Svaneke;5.293;5.792;5.759;6.766;5.909;5.320;7.897;6.217
Parcel- og rækkehuse;3751 Østermarie;0;3.429;3.509;0;0;3.694;0;0
Parcel- og rækkehuse;3760 Gudhjem;3.188;3.053;0;3.339;0;4.114;0;0
Parcel- og rækkehuse;3770 Allinge;4.569;4.569;4.644;4.581;5.457;4.901;5.837;4.983
Parcel- og rækkehuse;3782 Klemensker;0;4.118;4.217;0;3.442;3.104;3.841;2.732
Parcel- og rækkehuse;3790 Hasle;4.048;4.293;3.697;5.283;4.808;3.752;5.380;6.744
Parcel- og rækkehuse;4000 Roskilde;12.761;13.370;13.565;14.066;13.622;14.750;15.062;15.122
Parcel- og rækkehuse;4030 Tune;13.020;13.568;13.429;13.032;13.771;13.825;13.615;14.053
Parcel- og rækkehuse;4040 Jyllinge;11.996;13.332;12.406;13.145;13.715;13.763;15.454;15.584
Parcel- og rækkehuse;4050 Skibby;8.008;9.356;8.572;9.663;8.183;10.554;9.890;8.574
Parcel- og rækkehuse;4060 Kirke Såby;8.679;9.860;9.011;10.422;10.410;9.783;9.741;11.786
Parcel- og rækkehuse;4070 Kirke Hyllinge;10.101;10.608;9.291;10.278;10.588;10.996;10.389;11.024
Parcel- og rækkehuse;4100 Ringsted;9.297;9.475;9.857;9.281;9.741;9.860;10.287;10.591
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4130 Viby Sjælland;10.792;9.718;10.861;10.489;11.539;12.092;13.024;11.790
Parcel- og rækkehuse;4140 Borup;10.351;11.298;10.902;10.042;11.526;11.934;9.327;12.324
Parcel- og rækkehuse;4160 Herlufmagle;7.099;6.885;7.628;7.306;7.400;7.968;8.328;7.027
Parcel- og rækkehuse;4171 Glumsø;7.087;8.421;6.237;7.704;8.093;0;7.767;10.037
Parcel- og rækkehuse;4173 Fjenneslev;7.432;7.299;0;8.011;6.557;0;6.971;8.446
Parcel- og rækkehuse;4174 Jystrup Midtsj;0;0;0;0;9.010;0;0;0
Parcel- og rækkehuse;4180 Sorø;9.970;9.785;10.052;9.941;10.578;10.288;10.769;11.282
Parcel- og rækkehuse;4190 Munke Bjergby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4200 Slagelse;8.172;8.089;8.664;8.794;8.997;8.932;8.782;10.962
Parcel- og rækkehuse;4220 Korsør;6.278;6.935;6.065;7.023;7.796;8.990;7.050;9.014
Parcel- og rækkehuse;4230 Skælskør;7.840;7.381;9.158;7.516;8.811;7.307;7.761;7.833
Parcel- og rækkehuse;4241 Vemmelev;7.134;6.195;7.107;0;6.136;6.154;8.240;9.859
Parcel- og rækkehuse;4242 Boeslunde;6.532;6.673;0;0;6.659;0;7.424;0
Parcel- og rækkehuse;4243 Rude;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4250 Fuglebjerg;6.756;6.952;6.902;7.448;7.616;7.906;8.247;8.021
Parcel- og rækkehuse;4261 Dalmose;5.765;6.489;5.469;4.854;6.885;0;7.348;0
Parcel- og rækkehuse;4262 Sandved;5.146;6.227;6.274;0;6.429;7.380;5.767;6.700
Parcel- og rækkehuse;4270 Høng;0;7.660;8.080;7.859;7.881;9.013;8.164;8.246
Parcel- og rækkehuse;4281 Gørlev;7.850;6.346;6.591;6.464;6.685;7.031;6.848;7.845
Parcel- og rækkehuse;4291 Ruds Vedby;6.350;5.961;6.208;6.406;7.172;7.561;7.685;7.483
Parcel- og rækkehuse;4293 Dianalund;7.623;6.824;7.606;7.529;7.796;8.873;7.711;7.809
Parcel- og rækkehuse;4295 Stenlille;7.690;9.115;8.748;7.755;7.982;8.383;8.978;6.493
Parcel- og rækkehuse;4296 Nyrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4300 Holbæk;10.615;10.734;10.921;11.998;11.272;12.967;11.977;11.853
Parcel- og rækkehuse;4320 Lejre;11.407;10.434;12.708;12.105;11.993;11.371;13.147;13.914
Parcel- og rækkehuse;4330 Hvalsø;10.755;11.271;11.799;10.633;11.710;10.951;12.215;12.029
Parcel- og rækkehuse;4340 Tølløse;7.720;9.117;9.112;9.234;9.463;9.858;9.374;10.555
Parcel- og rækkehuse;4350 Ugerløse;0;7.693;8.184;0;7.631;0;7.963;0
Parcel- og rækkehuse;4360 Kirke Eskilstrup;0;0;8.675;0;8.382;0;0;0
Parcel- og rækkehuse;4370 Store Merløse;6.721;8.477;0;7.162;6.829;9.282;0;0
Parcel- og rækkehuse;4390 Vipperød;9.465;7.187;9.803;10.919;10.674;7.988;12.389;9.046
Parcel- og rækkehuse;4400 Kalundborg;8.122;8.146;8.043;7.806;8.339;8.546;8.188;8.850
Parcel- og rækkehuse;4420 Regstrup;6.227;5.933;7.701;8.295;9.069;0;8.800;10.122
Parcel- og rækkehuse;4440 Mørkøv;6.518;6.116;6.190;5.951;6.923;5.908;8.447;7.480
Parcel- og rækkehuse;4450 Jyderup;6.653;7.646;8.231;7.571;8.089;9.230;8.031;9.007
Parcel- og rækkehuse;4460 Snertinge;6.503;5.406;5.818;7.261;0;0;8.852;7.163
Parcel- og rækkehuse;4470 Svebølle;5.460;6.140;5.736;6.899;4.930;7.432;7.855;6.110
Parcel- og rækkehuse;4480 Store Fuglede;0;0;0;5.754;0;0;0;0
Parcel- og rækkehuse;4490 Jerslev Sjælland;7.173;7.556;7.771;6.688;6.570;7.325;7.238;7.558
Parcel- og rækkehuse;4500 Nykøbing Sj;7.445;7.473;8.069;7.570;8.128;7.415;7.481;8.007
Parcel- og rækkehuse;4520 Svinninge;7.374;7.427;6.837;7.877;9.428;7.998;9.144;9.803
Parcel- og rækkehuse;4532 Gislinge;0;6.996;7.543;8.463;0;5.960;0;0
Parcel- og rækkehuse;4534 Hørve;6.660;6.632;6.514;7.588;8.036;6.432;7.942;8.139
Parcel- og rækkehuse;4540 Fårevejle;8.182;8.412;6.577;9.609;7.959;9.093;7.655;9.014
Parcel- og rækkehuse;4550 Asnæs;6.912;7.791;8.538;7.976;8.141;13.396;7.362;7.979
Parcel- og rækkehuse;4560 Vig;6.290;6.528;7.012;7.316;6.133;7.760;8.048;8.510
Parcel- og rækkehuse;4571 Grevinge;0;7.668;5.761;6.925;7.535;5.738;6.476;8.433
Parcel- og rækkehuse;4572 Nørre Asmindrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4573 Højby;6.219;5.876;7.959;6.349;7.865;4.566;0;0
Parcel- og rækkehuse;4581 Rørvig;8.146;0;0;9.853;7.294;0;0;0
Parcel- og rækkehuse;4583 Sjællands Odde;8.174;6.890;9.435;0;6.837;8.265;0;0
Parcel- og rækkehuse;4591 Føllenslev;5.112;7.001;4.764;6.298;4.470;5.821;5.672;6.914
Parcel- og rækkehuse;4592 Sejerø;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4593 Eskebjerg;5.298;6.427;0;0;0;0;7.804;0
Parcel- og rækkehuse;4600 Køge;11.448;12.357;12.265;13.036;12.598;12.592;13.468;13.697
Parcel- og rækkehuse;4621 Gadstrup;10.292;10.673;10.843;0;12.353;12.460;11.789;13.569
Parcel- og rækkehuse;4622 Havdrup;12.615;12.465;11.668;11.541;12.360;13.516;12.696;14.557
Parcel- og rækkehuse;4623 Lille Skensved;10.832;9.753;11.610;12.972;11.866;0;11.817;12.663
Parcel- og rækkehuse;4632 Bjæverskov;10.206;10.337;10.158;11.469;10.064;11.122;11.861;11.433
Parcel- og rækkehuse;4640 Faxe;7.868;7.792;8.220;7.391;8.446;8.179;8.521;8.589
Parcel- og rækkehuse;4652 Hårlev;7.830;8.789;8.768;8.876;9.751;9.795;8.115;10.516
Parcel- og rækkehuse;4653 Karise;9.154;8.038;8.049;7.611;8.330;8.859;9.555;10.558
Parcel- og rækkehuse;4654 Faxe Ladeplads;6.428;8.332;7.519;8.183;8.608;8.958;9.299;10.360
Parcel- og rækkehuse;4660 Store Heddinge;7.621;7.011;7.271;7.182;7.673;8.527;8.166;9.095
Parcel- og rækkehuse;4671 Strøby;10.314;0;0;0;10.738;16.733;0;0
Parcel- og rækkehuse;4672 Klippinge;0;6.480;6.581;8.839;9.142;7.333;0;0
Parcel- og rækkehuse;4673 Rødvig Stevns;8.720;8.127;8.628;9.663;0;0;7.594;8.522
Parcel- og rækkehuse;4681 Herfølge;10.299;11.942;10.960;11.212;13.021;12.168;12.435;12.363
Parcel- og rækkehuse;4682 Tureby;10.650;8.808;0;10.467;9.777;0;10.639;9.585
Parcel- og rækkehuse;4683 Rønnede;8.522;7.617;8.594;0;8.192;8.238;8.032;8.113
Parcel- og rækkehuse;4684 Holmegaard;7.884;8.426;8.084;7.857;8.256;8.827;8.979;9.228
Parcel- og rækkehuse;4690 Haslev;9.129;9.820;8.779;9.706;9.441;9.256;9.534;10.316
Parcel- og rækkehuse;4700 Næstved;8.174;8.908;9.246;9.095;8.841;9.014;9.368;9.516
Parcel- og rækkehuse;4720 Præstø;7.995;8.198;8.217;5.887;8.449;8.222;7.726;8.944
Parcel- og rækkehuse;4733 Tappernøje;7.338;7.756;7.491;6.346;7.419;7.772;7.829;7.283
Parcel- og rækkehuse;4735 Mern;4.961;6.714;5.390;6.738;0;7.365;7.150;6.503
Parcel- og rækkehuse;4736 Karrebæksminde;8.962;9.978;7.080;11.815;0;0;0;0
Parcel- og rækkehuse;4750 Lundby;6.261;7.510;6.404;6.293;6.726;8.503;7.292;7.490
Parcel- og rækkehuse;4760 Vordingborg;7.331;6.725;7.159;7.783;7.710;8.390;8.234;8.681
Parcel- og rækkehuse;4771 Kalvehave;5.782;4.547;0;4.897;7.887;7.385;7.299;7.119
Parcel- og rækkehuse;4772 Langebæk;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4773 Stensved;4.281;6.697;6.442;0;6.786;0;4.846;8.210
Parcel- og rækkehuse;4780 Stege;6.115;6.616;5.742;6.714;7.634;7.476;7.055;8.188
Parcel- og rækkehuse;4791 Borre;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4792 Askeby;5.792;4.854;6.762;0;5.697;0;7.187;6.401
Parcel- og rækkehuse;4793 Bogø By;0;0;0;0;0;0;8.806;0
Parcel- og rækkehuse;4800 Nykøbing F;6.576;7.168;6.609;7.255;7.515;7.140;7.853;8.137
Parcel- og rækkehuse;4840 Nørre Alslev;5.377;6.000;5.735;5.635;5.402;5.718;5.741;6.264
Parcel- og rækkehuse;4850 Stubbekøbing;5.998;5.303;5.727;6.088;6.019;6.253;6.200;5.992
Parcel- og rækkehuse;4862 Guldborg;3.329;5.640;0;4.794;0;0;0;0
Parcel- og rækkehuse;4863 Eskilstrup;5.128;5.735;5.400;5.609;5.338;6.781;0;0
Parcel- og rækkehuse;4871 Horbelev;3.719;5.363;4.330;4.056;4.386;0;4.099;0
Parcel- og rækkehuse;4872 Idestrup;5.189;4.905;5.563;6.153;0;0;5.583;5.443
Parcel- og rækkehuse;4873 Væggerløse;7.715;5.298;7.449;5.167;0;9.818;7.084;6.625
Parcel- og rækkehuse;4874 Gedser;4.699;3.914;5.134;4.241;0;4.248;3.841;3.625
Parcel- og rækkehuse;4880 Nysted;4.560;4.650;5.939;0;4.769;0;0;0
Parcel- og rækkehuse;4891 Toreby L;6.136;4.927;4.717;6.031;0;6.245;5.265;4.564
Parcel- og rækkehuse;4892 Kettinge;4.363;3.667;3.654;0;0;4.999;5.298;4.871
Parcel- og rækkehuse;4894 Øster Ulslev;3.846;3.315;3.551;0;5.648;0;4.221;0
Parcel- og rækkehuse;4895 Errindlev;0;4.215;4.501;3.691;0;0;0;0
Parcel- og rækkehuse;4900 Nakskov;4.284;4.531;4.983;4.722;5.137;4.753;5.207;5.080
Parcel- og rækkehuse;4912 Harpelunde;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4913 Horslunde;3.429;3.286;2.814;3.162;3.672;4.183;3.620;4.307
Parcel- og rækkehuse;4920 Søllested;3.755;3.322;4.764;3.689;3.505;3.525;3.160;4.004
Parcel- og rækkehuse;4930 Maribo;4.861;5.761;4.989;5.823;6.198;5.440;5.842;5.547
Parcel- og rækkehuse;4941 Bandholm;3.824;4.121;3.911;0;4.464;0;0;0
Parcel- og rækkehuse;4943 Torrig L;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4944 Fejø;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4951 Nørreballe;0;4.492;0;4.104;5.499;0;0;0
Parcel- og rækkehuse;4952 Stokkemarke;4.374;0;4.522;4.000;3.815;3.200;0;0
Parcel- og rækkehuse;4953 Vesterborg;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4960 Holeby;3.513;3.405;3.471;3.426;4.685;3.350;3.616;4.288
Parcel- og rækkehuse;4970 Rødby;3.624;4.288;3.691;4.056;4.322;4.574;4.528;4.861
Parcel- og rækkehuse;4983 Dannemare;2.881;0;3.754;0;0;0;3.451;0
Parcel- og rækkehuse;4990 Sakskøbing;4.812;5.255;5.456;4.866;5.190;5.299;4.991;4.783
Parcel- og rækkehuse;5000 Odense C;7.348;8.303;8.734;8.194;9.886;9.689;9.763;10.179
Parcel- og rækkehuse;5200 Odense V;7.242;7.897;8.547;7.227;9.081;7.778;8.321;8.378
Parcel- og rækkehuse;5210 Odense NV;8.049;7.729;7.506;8.183;8.335;8.516;8.318;9.305
Parcel- og rækkehuse;5220 Odense SØ;7.804;7.930;8.483;8.538;8.859;9.204;9.195;9.696
Parcel- og rækkehuse;5230 Odense M;8.980;9.197;9.652;10.281;10.206;9.840;10.362;12.193
Parcel- og rækkehuse;5240 Odense NØ;7.530;7.697;7.107;7.408;7.514;8.334;8.259;7.722
Parcel- og rækkehuse;5250 Odense SV;7.654;7.827;7.700;8.390;8.804;8.924;9.606;10.503
Parcel- og rækkehuse;5260 Odense S;7.618;8.156;7.727;8.718;8.539;9.907;9.390;9.337
Parcel- og rækkehuse;5270 Odense N;7.396;7.477;7.476;7.849;8.496;8.025;8.112;8.836
Parcel- og rækkehuse;5290 Marslev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5300 Kerteminde;7.981;9.336;9.492;9.325;10.891;9.132;9.268;9.227
Parcel- og rækkehuse;5320 Agedrup;6.722;7.245;7.923;8.174;7.889;8.531;8.643;9.221
Parcel- og rækkehuse;5330 Munkebo;7.473;7.816;7.274;6.342;7.123;6.248;7.239;7.566
Parcel- og rækkehuse;5350 Rynkeby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5370 Mesinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5380 Dalby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5390 Martofte;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5400 Bogense;5.879;4.621;5.343;4.855;5.300;4.935;6.116;7.193
Parcel- og rækkehuse;5450 Otterup;5.272;5.089;5.038;5.493;5.611;5.146;6.082;6.219
Parcel- og rækkehuse;5462 Morud;6.257;6.852;5.878;0;0;0;7.531;7.697
Parcel- og rækkehuse;5463 Harndrup;0;4.872;4.373;4.212;0;4.831;5.188;0
Parcel- og rækkehuse;5464 Brenderup Fyn;5.596;5.101;0;5.132;0;0;5.676;0
Parcel- og rækkehuse;5466 Asperup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5471 Søndersø;5.852;5.385;4.735;5.508;5.620;5.238;5.791;5.170
Parcel- og rækkehuse;5474 Veflinge;0;5.833;4.272;4.950;0;0;0;0
Parcel- og rækkehuse;5485 Skamby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5491 Blommenslyst;0;0;0;0;5.912;0;0;0
Parcel- og rækkehuse;5492 Vissenbjerg;6.148;5.856;5.108;6.453;6.355;7.016;6.174;5.575
Parcel- og rækkehuse;5500 Middelfart;8.273;8.359;7.455;8.421;7.886;7.977;9.283;9.199
Parcel- og rækkehuse;5540 Ullerslev;4.784;5.723;6.099;6.070;5.771;6.497;5.493;6.397
Parcel- og rækkehuse;5550 Langeskov;5.827;6.277;6.390;6.702;6.370;7.872;7.216;6.422
Parcel- og rækkehuse;5560 Aarup;5.443;5.033;5.864;5.559;5.980;5.675;5.500;5.939
Parcel- og rækkehuse;5580 Nørre Aaby;5.645;6.198;6.410;6.465;0;0;6.178;5.740
Parcel- og rækkehuse;5591 Gelsted;4.430;4.722;4.849;0;5.190;3.886;5.458;5.618
Parcel- og rækkehuse;5592 Ejby;5.606;4.021;6.433;4.604;6.437;5.538;5.548;5.781
Parcel- og rækkehuse;5600 Faaborg;5.132;5.033;6.238;5.379;5.616;6.526;5.915;5.681
Parcel- og rækkehuse;5610 Assens;5.690;5.894;6.519;6.658;6.637;6.286;7.726;6.288
Parcel- og rækkehuse;5620 Glamsbjerg;5.091;5.325;5.210;5.417;5.793;5.125;5.319;5.254
Parcel- og rækkehuse;5631 Ebberup;4.987;4.965;5.541;4.774;5.297;0;0;0
Parcel- og rækkehuse;5642 Millinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5672 Broby;4.815;5.155;5.047;5.218;5.997;5.444;5.103;4.737
Parcel- og rækkehuse;5683 Haarby;5.153;4.287;5.161;4.874;5.417;5.197;5.474;5.396
Parcel- og rækkehuse;5690 Tommerup;5.208;5.734;5.504;5.339;5.632;6.511;6.669;5.999
Parcel- og rækkehuse;5700 Svendborg;7.397;7.612;7.815;8.031;7.667;8.399;8.680;8.793
Parcel- og rækkehuse;5750 Ringe;5.358;5.239;5.536;5.358;5.124;6.248;5.077;5.998
Parcel- og rækkehuse;5762 Vester Skerninge;5.315;4.427;5.534;5.422;6.441;4.442;5.455;7.507
Parcel- og rækkehuse;5771 Stenstrup;4.670;5.465;4.657;4.995;5.406;5.350;5.635;6.184
Parcel- og rækkehuse;5772 Kværndrup;4.135;0;0;0;0;0;4.739;6.589
Parcel- og rækkehuse;5792 Årslev;6.321;7.007;5.982;6.190;6.683;5.828;7.121;6.613
Parcel- og rækkehuse;5800 Nyborg;7.072;7.091;7.866;7.200;8.119;8.252;8.009;8.509
Parcel- og rækkehuse;5853 Ørbæk;5.513;5.882;4.907;4.999;5.196;0;5.922;6.231
Parcel- og rækkehuse;5854 Gislev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5856 Ryslinge;6.127;5.718;4.738;6.000;0;0;5.958;0
Parcel- og rækkehuse;5863 Ferritslev Fyn;0;0;6.190;5.592;0;0;0;0
Parcel- og rækkehuse;5871 Frørup;4.630;0;5.492;5.472;5.170;0;0;0
