type;area;t1;t2;t3;t4;t5;t6;t7;t8;zipy
Fritidshuse;2920 Charlottenlund;0;0;0;0;0;0;0;0;2920_15
Fritidshuse;2930 Klampenborg;0;0;0;1;0;0;0;0;2930_15
Fritidshuse;2942 Skodsborg;0;0;0;0;0;0;0;0;2942_15
Fritidshuse;2950 Vedbæk;0;0;0;1;0;0;0;0;2950_15
Fritidshuse;2960 Rungsted Kyst;0;0;0;0;0;0;0;0;2960_15
Fritidshuse;2970 Hørsholm;4;2;0;1;2;1;2;2;2970_15
Fritidshuse;2980 Kokkedal;0;0;0;0;0;0;0;0;2980_15
Fritidshuse;2990 Nivå;0;0;0;0;0;0;0;0;2990_15
Fritidshuse;3000 Helsingør;0;1;0;1;0;0;0;0;3000_15
Fritidshuse;3050 Humlebæk;1;0;0;0;0;1;0;0;3050_15
Fritidshuse;3060 Espergærde;0;1;0;1;1;0;0;0;3060_15
Fritidshuse;3070 Snekkersten;0;0;0;0;0;0;0;0;3070_15
Fritidshuse;3080 Tikøb;7;0;0;3;4;1;2;4;3080_15
Fritidshuse;3100 Hornbæk;15;8;13;21;22;17;24;36;3100_15
Fritidshuse;3120 Dronningmølle;11;8;12;19;23;7;13;26;3120_15
Fritidshuse;3140 Ålsgårde;1;0;1;0;2;1;0;1;3140_15
Fritidshuse;3150 Hellebæk;0;0;0;0;1;0;0;0;3150_15
Fritidshuse;3200 Helsinge;1;0;0;3;3;2;1;5;3200_15
Fritidshuse;3210 Vejby;47;27;34;48;36;23;33;55;3210_15
Fritidshuse;3220 Tisvildeleje;15;12;5;11;15;10;11;21;3220_15
Fritidshuse;3230 Græsted;17;12;18;17;19;10;12;25;3230_15
Fritidshuse;3250 Gilleleje;41;16;20;41;44;34;22;48;3250_15
Fritidshuse;3300 Frederiksværk;29;21;16;33;26;19;20;31;3300_15
Fritidshuse;3310 Ølsted;7;6;9;19;8;6;11;19;3310_15
Fritidshuse;3320 Skævinge;0;0;0;0;0;0;0;0;3320_15
Fritidshuse;3330 Gørløse;0;0;0;0;0;0;0;0;3330_15
Fritidshuse;3360 Liseleje;17;8;7;9;6;6;16;7;3360_15
Fritidshuse;3370 Melby;10;9;9;13;24;5;12;20;3370_15
Fritidshuse;3390 Hundested;16;5;5;17;14;12;8;24;3390_15
Fritidshuse;3400 Hillerød;0;0;1;4;1;0;1;1;3400_15
Fritidshuse;3450 Allerød;0;0;0;0;0;0;0;1;3450_15
Fritidshuse;3460 Birkerød;0;0;2;0;1;0;0;0;3460_15
Fritidshuse;3480 Fredensborg;1;1;2;0;0;1;4;3;3480_15
Fritidshuse;3490 Kvistgård;0;0;0;0;0;1;0;0;3490_15
Fritidshuse;3500 Værløse;0;0;0;0;0;0;0;0;3500_15
Fritidshuse;3520 Farum;0;2;0;1;3;0;3;0;3520_15
Fritidshuse;3540 Lynge;0;0;0;0;0;0;0;0;3540_15
Fritidshuse;3550 Slangerup;4;2;3;3;3;3;2;3;3550_15
Fritidshuse;3600 Frederikssund;0;0;0;0;0;0;0;0;3600_15
Fritidshuse;3630 Jægerspris;40;21;17;42;45;24;26;53;3630_15
Fritidshuse;3650 Ølstykke;1;1;0;0;0;0;0;2;3650_15
Fritidshuse;3660 Stenløse;0;0;0;0;0;0;0;0;3660_15
Fritidshuse;3670 Veksø Sjælland;3;0;0;2;1;0;1;1;3670_15
Fritidshuse;3700 Rønne;1;2;0;1;2;0;1;1;3700_15
Fritidshuse;3720 Aakirkeby;2;5;0;2;6;4;8;5;3720_15
Fritidshuse;3730 Nexø;3;7;14;5;7;6;8;11;3730_15
Fritidshuse;3740 Svaneke;1;1;1;1;2;0;1;2;3740_15
Fritidshuse;3751 Østermarie;2;0;1;1;1;0;0;0;3751_15
Fritidshuse;3760 Gudhjem;0;0;1;0;0;2;0;2;3760_15
Fritidshuse;3770 Allinge;0;1;1;2;1;5;2;3;3770_15
Fritidshuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_15
Fritidshuse;3790 Hasle;1;1;1;0;2;2;1;1;3790_15
Fritidshuse;4000 Roskilde;4;2;1;3;2;2;3;5;4000_15
Fritidshuse;4030 Tune;0;0;0;0;0;0;0;0;4030_15
Fritidshuse;4040 Jyllinge;3;2;2;1;2;1;3;3;4040_15
Fritidshuse;4050 Skibby;12;13;6;8;12;5;6;14;4050_15
Fritidshuse;4060 Kirke Såby;3;0;0;1;2;2;3;2;4060_15
Fritidshuse;4070 Kirke Hyllinge;10;9;10;14;12;10;11;13;4070_15
Fritidshuse;4100 Ringsted;2;0;0;1;1;0;0;0;4100_15
Fritidshuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_15
Fritidshuse;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_15
Fritidshuse;4140 Borup;2;0;0;2;0;0;0;2;4140_15
Fritidshuse;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_15
Fritidshuse;4171 Glumsø;0;0;0;0;0;0;0;0;4171_15
Fritidshuse;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_15
Fritidshuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_15
Fritidshuse;4180 Sorø;0;0;0;0;0;0;1;0;4180_15
Fritidshuse;4190 Munke Bjergby;0;0;0;1;1;0;0;0;4190_15
Fritidshuse;4200 Slagelse;21;7;4;20;33;13;9;36;4200_15
Fritidshuse;4220 Korsør;2;0;3;2;3;2;2;5;4220_15
Fritidshuse;4230 Skælskør;4;0;1;1;6;1;0;5;4230_15
Fritidshuse;4241 Vemmelev;0;0;0;0;0;0;0;0;4241_15
Fritidshuse;4242 Boeslunde;0;0;0;0;0;0;0;0;4242_15
Fritidshuse;4243 Rude;1;0;1;3;1;1;0;5;4243_15
Fritidshuse;4250 Fuglebjerg;0;0;0;0;0;0;0;0;4250_15
Fritidshuse;4261 Dalmose;0;0;0;0;0;0;0;0;4261_15
Fritidshuse;4262 Sandved;0;0;0;0;0;0;0;0;4262_15
Fritidshuse;4270 Høng;0;0;0;0;0;0;0;0;4270_15
Fritidshuse;4281 Gørlev;5;5;2;12;13;2;2;8;4281_15
Fritidshuse;4291 Ruds Vedby;0;0;0;0;0;0;0;0;4291_15
Fritidshuse;4293 Dianalund;0;0;0;0;0;0;1;0;4293_15
Fritidshuse;4295 Stenlille;1;0;0;0;0;0;0;0;4295_15
Fritidshuse;4296 Nyrup;0;0;0;0;0;0;0;0;4296_15
Fritidshuse;4300 Holbæk;24;14;10;22;9;11;12;36;4300_15
Fritidshuse;4320 Lejre;0;0;0;0;0;0;0;0;4320_15
Fritidshuse;4330 Hvalsø;0;0;0;0;0;0;2;0;4330_15
Fritidshuse;4340 Tølløse;0;0;0;0;0;0;0;0;4340_15
Fritidshuse;4350 Ugerløse;0;0;0;0;0;0;0;0;4350_15
Fritidshuse;4360 Kirke Eskilstrup;0;0;0;0;0;0;0;0;4360_15
Fritidshuse;4370 Store Merløse;0;0;0;0;0;0;0;0;4370_15
Fritidshuse;4390 Vipperød;0;0;0;0;0;0;0;0;4390_15
Fritidshuse;4400 Kalundborg;9;4;7;6;11;8;7;16;4400_15
Fritidshuse;4420 Regstrup;0;0;2;0;0;0;1;0;4420_15
Fritidshuse;4440 Mørkøv;0;0;0;0;0;0;0;0;4440_15
Fritidshuse;4450 Jyderup;0;0;0;0;0;1;0;0;4450_15
Fritidshuse;4460 Snertinge;0;0;0;0;0;0;0;0;4460_15
Fritidshuse;4470 Svebølle;0;0;0;0;0;0;0;0;4470_15
Fritidshuse;4480 Store Fuglede;4;7;4;12;11;3;4;5;4480_15
Fritidshuse;4490 Jerslev Sjælland;0;0;0;0;0;0;0;0;4490_15
Fritidshuse;4500 Nykøbing Sj;52;25;30;63;63;29;39;78;4500_15
Fritidshuse;4520 Svinninge;0;0;0;0;0;0;0;0;4520_15
Fritidshuse;4532 Gislinge;0;0;0;0;0;0;0;0;4532_15
Fritidshuse;4534 Hørve;0;0;0;1;1;0;0;0;4534_15
Fritidshuse;4540 Fårevejle;20;14;11;21;16;10;18;34;4540_15
Fritidshuse;4550 Asnæs;5;6;2;7;11;13;12;12;4550_15
Fritidshuse;4560 Vig;16;13;8;23;30;15;19;33;4560_15
Fritidshuse;4571 Grevinge;9;1;2;5;14;8;7;7;4571_15
Fritidshuse;4572 Nørre Asmindrup;0;0;0;1;0;0;0;0;4572_15
Fritidshuse;4573 Højby;28;16;11;24;21;11;26;36;4573_15
Fritidshuse;4581 Rørvig;13;10;3;13;16;13;11;19;4581_15
Fritidshuse;4583 Sjællands Odde;21;15;14;19;20;11;11;28;4583_15
Fritidshuse;4591 Føllenslev;5;1;1;3;1;2;4;3;4591_15
Fritidshuse;4592 Sejerø;0;1;0;3;2;1;0;1;4592_15
Fritidshuse;4593 Eskebjerg;6;5;2;7;9;3;6;15;4593_15
Fritidshuse;4600 Køge;0;0;0;2;4;0;4;3;4600_15
Fritidshuse;4621 Gadstrup;1;0;0;0;0;0;0;0;4621_15
Fritidshuse;4622 Havdrup;0;0;0;0;0;0;0;0;4622_15
Fritidshuse;4623 Lille Skensved;0;0;0;0;0;0;0;0;4623_15
Fritidshuse;4632 Bjæverskov;0;0;0;0;0;0;0;0;4632_15
Fritidshuse;4640 Faxe;2;1;0;1;1;0;0;2;4640_15
Fritidshuse;4652 Hårlev;0;0;0;0;0;0;0;0;4652_15
Fritidshuse;4653 Karise;0;0;0;0;0;0;0;0;4653_15
Fritidshuse;4654 Faxe Ladeplads;3;3;2;4;2;2;0;3;4654_15
Fritidshuse;4660 Store Heddinge;0;1;0;1;0;0;0;0;4660_15
Fritidshuse;4671 Strøby;9;3;5;6;4;6;4;16;4671_15
Fritidshuse;4672 Klippinge;0;0;0;0;0;0;0;0;4672_15
Fritidshuse;4673 Rødvig Stevns;4;1;2;1;2;0;1;2;4673_15
Fritidshuse;4681 Herfølge;0;0;0;0;0;0;0;0;4681_15
Fritidshuse;4682 Tureby;0;0;0;0;0;0;0;0;4682_15
Fritidshuse;4683 Rønnede;0;0;0;0;0;0;0;0;4683_15
Fritidshuse;4684 Holmegaard;0;0;0;0;0;0;0;0;4684_15
Fritidshuse;4690 Haslev;0;0;0;0;0;0;0;0;4690_15
Fritidshuse;4700 Næstved;0;0;0;0;0;0;1;0;4700_15
Fritidshuse;4720 Præstø;0;1;0;4;8;4;3;3;4720_15
Fritidshuse;4733 Tappernøje;0;0;0;0;0;0;0;0;4733_15
Fritidshuse;4735 Mern;0;0;0;0;1;0;2;1;4735_15
Fritidshuse;4736 Karrebæksminde;12;3;9;12;10;5;7;9;4736_15
Fritidshuse;4750 Lundby;3;0;1;2;1;2;0;1;4750_15
Fritidshuse;4760 Vordingborg;8;4;6;10;9;7;5;12;4760_15
Fritidshuse;4771 Kalvehave;0;0;1;1;0;1;0;1;4771_15
Fritidshuse;4772 Langebæk;0;0;0;0;0;0;0;1;4772_15
Fritidshuse;4773 Stensved;0;0;0;0;0;0;0;0;4773_15
Fritidshuse;4780 Stege;7;4;7;13;10;9;7;8;4780_15
Fritidshuse;4791 Borre;0;0;0;0;0;0;0;0;4791_15
Fritidshuse;4792 Askeby;0;0;1;1;1;0;1;3;4792_15
Fritidshuse;4793 Bogø By;6;3;5;3;7;0;4;2;4793_15
Fritidshuse;4800 Nykøbing F;0;0;0;1;0;0;0;0;4800_15
Fritidshuse;4840 Nørre Alslev;0;0;0;0;0;0;0;0;4840_15
Fritidshuse;4850 Stubbekøbing;1;0;4;4;3;1;0;4;4850_15
Fritidshuse;4862 Guldborg;0;0;0;0;0;0;0;0;4862_15
Fritidshuse;4863 Eskilstrup;0;0;0;0;0;0;0;0;4863_15
Fritidshuse;4871 Horbelev;0;0;0;0;0;0;0;0;4871_15
Fritidshuse;4872 Idestrup;11;8;9;8;4;2;4;9;4872_15
Fritidshuse;4873 Væggerløse;26;22;22;40;40;31;30;49;4873_15
Fritidshuse;4874 Gedser;11;3;0;3;10;9;3;9;4874_15
Fritidshuse;4880 Nysted;0;0;0;2;1;1;3;0;4880_15
Fritidshuse;4891 Toreby L;0;0;0;0;0;0;0;0;4891_15
Fritidshuse;4892 Kettinge;0;0;0;0;0;0;0;0;4892_15
Fritidshuse;4894 Øster Ulslev;0;0;0;0;0;0;0;0;4894_15
Fritidshuse;4895 Errindlev;0;0;0;0;0;0;0;0;4895_15
Fritidshuse;4900 Nakskov;3;1;2;2;3;2;3;5;4900_15
Fritidshuse;4912 Harpelunde;0;1;0;0;0;0;0;0;4912_15
Fritidshuse;4913 Horslunde;0;0;0;0;0;0;0;0;4913_15
Fritidshuse;4920 Søllested;0;0;0;0;1;0;0;0;4920_15
Fritidshuse;4930 Maribo;2;1;2;3;3;1;1;2;4930_15
Fritidshuse;4941 Bandholm;0;1;0;0;0;0;0;1;4941_15
Fritidshuse;4943 Torrig L;1;0;0;0;0;0;0;0;4943_15
Fritidshuse;4944 Fejø;1;1;0;0;2;1;1;1;4944_15
Fritidshuse;4951 Nørreballe;0;0;0;0;0;0;0;0;4951_15
Fritidshuse;4952 Stokkemarke;0;0;0;0;0;0;0;0;4952_15
Fritidshuse;4953 Vesterborg;0;0;0;0;0;0;0;0;4953_15
Fritidshuse;4960 Holeby;0;0;0;0;0;0;0;0;4960_15
Fritidshuse;4970 Rødby;15;7;16;21;13;13;15;16;4970_15
Fritidshuse;4983 Dannemare;4;1;2;1;2;3;7;7;4983_15
Fritidshuse;4990 Sakskøbing;0;0;0;0;0;0;0;0;4990_15
Fritidshuse;5000 Odense C;0;0;0;0;0;0;0;0;5000_15
Fritidshuse;5200 Odense V;0;0;0;0;0;0;0;0;5200_15
Fritidshuse;5210 Odense NV;0;0;0;0;0;0;0;0;5210_15
Fritidshuse;5220 Odense SØ;0;0;0;0;0;0;0;0;5220_15
Fritidshuse;5230 Odense M;0;0;0;0;0;0;0;0;5230_15
Fritidshuse;5240 Odense NØ;0;0;0;0;0;0;0;0;5240_15
Fritidshuse;5250 Odense SV;0;0;0;0;0;0;0;0;5250_15
Fritidshuse;5260 Odense S;0;0;0;0;0;0;0;0;5260_15
Fritidshuse;5270 Odense N;0;0;0;0;0;0;0;0;5270_15
Fritidshuse;5290 Marslev;0;0;0;0;0;0;0;0;5290_15
Fritidshuse;5300 Kerteminde;1;0;0;0;0;0;0;0;5300_15
Fritidshuse;5320 Agedrup;0;0;0;0;0;0;0;0;5320_15
Fritidshuse;5330 Munkebo;0;0;0;1;0;0;0;0;5330_15
Fritidshuse;5350 Rynkeby;0;0;0;0;0;0;0;0;5350_15
Fritidshuse;5370 Mesinge;0;1;1;1;0;1;0;0;5370_15
Fritidshuse;5380 Dalby;0;0;0;0;0;0;0;0;5380_15
Fritidshuse;5390 Martofte;4;1;1;4;3;1;2;6;5390_15
Fritidshuse;5400 Bogense;2;6;1;2;2;4;3;8;5400_15
Fritidshuse;5450 Otterup;13;5;6;13;9;7;4;13;5450_15
Fritidshuse;5462 Morud;0;0;0;0;0;0;0;0;5462_15
Fritidshuse;5463 Harndrup;0;0;0;0;0;0;0;0;5463_15
Fritidshuse;5464 Brenderup Fyn;1;2;0;1;1;1;0;1;5464_15
Fritidshuse;5466 Asperup;1;3;1;2;7;0;0;5;5466_15
Fritidshuse;5471 Søndersø;0;0;0;0;0;0;0;0;5471_15
Fritidshuse;5474 Veflinge;0;0;0;0;0;0;0;0;5474_15
Fritidshuse;5485 Skamby;0;0;0;0;0;0;0;0;5485_15
Fritidshuse;5491 Blommenslyst;0;0;0;0;0;0;0;0;5491_15
Fritidshuse;5492 Vissenbjerg;0;0;0;0;0;1;0;0;5492_15
Fritidshuse;5500 Middelfart;1;4;0;6;6;4;3;6;5500_15
Fritidshuse;5540 Ullerslev;1;0;0;0;0;0;0;1;5540_15
Fritidshuse;5550 Langeskov;0;0;0;0;0;0;0;0;5550_15
Fritidshuse;5560 Aarup;0;0;0;0;0;0;0;0;5560_15
Fritidshuse;5580 Nørre Aaby;0;0;0;0;0;0;1;0;5580_15
Fritidshuse;5591 Gelsted;0;0;0;0;0;0;0;0;5591_15
Fritidshuse;5592 Ejby;0;0;0;0;0;0;0;0;5592_15
Fritidshuse;5600 Faaborg;4;2;1;7;5;4;3;7;5600_15
Fritidshuse;5610 Assens;2;0;0;2;3;2;0;4;5610_15
Fritidshuse;5620 Glamsbjerg;0;0;0;0;0;0;0;0;5620_15
Fritidshuse;5631 Ebberup;1;1;1;1;2;1;0;2;5631_15
Fritidshuse;5642 Millinge;1;0;0;2;1;1;0;0;5642_15
Fritidshuse;5672 Broby;0;0;0;0;0;0;0;0;5672_15
Fritidshuse;5683 Haarby;1;1;0;0;1;0;1;1;5683_15
Fritidshuse;5690 Tommerup;0;0;0;0;0;0;0;1;5690_15
Fritidshuse;5700 Svendborg;3;1;0;3;1;2;1;0;5700_15
Fritidshuse;5750 Ringe;0;0;0;0;0;0;0;0;5750_15
Fritidshuse;5762 Vester Skerninge;0;0;0;0;0;0;0;0;5762_15
Fritidshuse;5771 Stenstrup;0;0;0;0;0;1;0;0;5771_15
Fritidshuse;5772 Kværndrup;0;0;0;0;0;0;0;0;5772_15
Fritidshuse;5792 Årslev;0;0;0;0;0;0;0;0;5792_15
Fritidshuse;5800 Nyborg;2;2;2;6;3;1;0;2;5800_15
Fritidshuse;5853 Ørbæk;0;0;0;0;0;0;0;0;5853_15
Fritidshuse;5854 Gislev;0;0;0;0;0;0;0;0;5854_15
Fritidshuse;5856 Ryslinge;0;0;0;0;0;0;0;0;5856_15
Fritidshuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0;5863_15
Fritidshuse;5871 Frørup;0;3;0;1;1;2;3;3;5871_15
Fritidshuse;5874 Hesselager;0;1;0;1;3;2;0;1;5874_15
Fritidshuse;5881 Skårup Fyn;1;0;0;0;0;0;0;0;5881_15
Fritidshuse;5882 Vejstrup;0;0;0;0;0;0;0;0;5882_15
Fritidshuse;5883 Oure;0;0;0;0;0;0;0;0;5883_15
Fritidshuse;5884 Gudme;0;0;0;0;0;0;0;0;5884_15
Fritidshuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0;5892_15
Fritidshuse;5900 Rudkøbing;2;1;1;0;5;3;2;1;5900_15
Fritidshuse;5932 Humble;9;3;5;9;8;7;4;10;5932_15
Fritidshuse;5935 Bagenkop;0;0;0;0;0;0;0;0;5935_15
Fritidshuse;5953 Tranekær;4;2;4;8;8;5;3;7;5953_15
Fritidshuse;5960 Marstal;0;0;0;0;0;0;0;0;5960_15
Fritidshuse;5970 Ærøskøbing;0;1;0;0;0;0;1;0;5970_15
Fritidshuse;5985 Søby Ærø;0;0;0;0;0;0;0;0;5985_15
Fritidshuse;6000 Kolding;0;0;0;0;0;0;0;0;6000_15
Fritidshuse;6040 Egtved;0;1;0;0;0;0;0;0;6040_15
Fritidshuse;6051 Almind;0;0;0;0;0;0;0;0;6051_15
Fritidshuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_15
Fritidshuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_15
Fritidshuse;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_15
Fritidshuse;6091 Bjert;0;1;1;2;1;1;0;2;6091_15
Fritidshuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_15
Fritidshuse;6093 Sjølund;3;1;1;3;1;1;2;4;6093_15
Fritidshuse;6094 Hejls;4;4;7;7;8;6;5;12;6094_15
Fritidshuse;6100 Haderslev;12;11;3;11;8;5;5;9;6100_15
Fritidshuse;6200 Aabenraa;3;4;0;5;5;0;2;3;6200_15
Fritidshuse;6230 Rødekro;0;0;0;0;0;0;0;0;6230_15
Fritidshuse;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_15
Fritidshuse;6261 Bredebro;0;0;0;0;0;0;0;0;6261_15
Fritidshuse;6270 Tønder;0;0;0;0;0;0;0;0;6270_15
Fritidshuse;6280 Højer;0;0;0;0;0;0;0;0;6280_15
Fritidshuse;6300 Gråsten;0;0;0;0;0;0;0;0;6300_15
Fritidshuse;6310 Broager;2;0;0;0;0;0;5;0;6310_15
Fritidshuse;6320 Egernsund;5;1;0;4;4;0;2;3;6320_15
Fritidshuse;6330 Padborg;0;0;0;0;0;0;0;0;6330_15
Fritidshuse;6340 Kruså;0;0;0;0;0;0;0;0;6340_15
Fritidshuse;6360 Tinglev;0;0;0;0;0;0;0;0;6360_15
Fritidshuse;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_15
Fritidshuse;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_15
Fritidshuse;6400 Sønderborg;0;0;0;0;0;0;0;0;6400_15
Fritidshuse;6430 Nordborg;0;0;1;1;2;1;0;0;6430_15
Fritidshuse;6440 Augustenborg;1;0;0;0;2;0;1;1;6440_15
Fritidshuse;6470 Sydals;3;6;1;1;6;2;4;6;6470_15
Fritidshuse;6500 Vojens;0;0;0;0;0;0;0;0;6500_15
Fritidshuse;6510 Gram;0;0;0;0;0;0;0;0;6510_15
Fritidshuse;6520 Toftlund;2;3;2;2;4;3;1;1;6520_15
Fritidshuse;6534 Agerskov;0;0;0;0;0;0;0;0;6534_15
Fritidshuse;6535 Branderup J;0;0;0;0;0;0;0;0;6535_15
Fritidshuse;6541 Bevtoft;0;0;0;0;0;0;0;0;6541_15
Fritidshuse;6560 Sommersted;0;0;0;0;0;0;0;0;6560_15
Fritidshuse;6580 Vamdrup;0;0;0;0;0;0;0;0;6580_15
Fritidshuse;6600 Vejen;0;0;0;0;0;0;0;0;6600_15
Fritidshuse;6621 Gesten;0;0;0;0;0;0;0;0;6621_15
Fritidshuse;6622 Bække;0;0;0;0;0;0;0;0;6622_15
Fritidshuse;6623 Vorbasse;0;0;0;0;0;0;0;0;6623_15
Fritidshuse;6630 Rødding;0;0;0;0;0;0;0;0;6630_15
Fritidshuse;6640 Lunderskov;0;0;0;0;0;0;0;0;6640_15
Fritidshuse;6650 Brørup;0;0;0;0;0;0;0;0;6650_15
Fritidshuse;6660 Lintrup;0;0;0;0;0;0;0;0;6660_15
Fritidshuse;6670 Holsted;0;0;0;0;0;0;0;0;6670_15
Fritidshuse;6682 Hovborg;0;0;0;0;0;1;1;0;6682_15
Fritidshuse;6683 Føvling;0;0;0;0;0;0;0;0;6683_15
Fritidshuse;6690 Gørding;0;0;0;0;0;0;0;0;6690_15
Fritidshuse;6700 Esbjerg;0;0;0;0;0;0;0;0;6700_15
Fritidshuse;6705 Esbjerg Ø;0;0;0;0;0;0;0;0;6705_15
Fritidshuse;6710 Esbjerg V;0;1;1;2;2;2;2;2;6710_15
Fritidshuse;6715 Esbjerg N;0;0;0;0;0;0;0;0;6715_15
Fritidshuse;6720 Fanø;14;8;7;12;22;4;11;23;6720_15
Fritidshuse;6731 Tjæreborg;0;0;0;0;0;0;0;0;6731_15
Fritidshuse;6740 Bramming;0;0;0;0;0;0;0;0;6740_15
Fritidshuse;6752 Glejbjerg;0;0;0;0;0;0;0;0;6752_15
Fritidshuse;6753 Agerbæk;0;0;0;0;0;0;0;0;6753_15
Fritidshuse;6760 Ribe;0;0;0;0;0;0;0;0;6760_15
Fritidshuse;6771 Gredstedbro;0;0;0;0;0;0;0;0;6771_15
Fritidshuse;6780 Skærbæk;0;0;0;0;0;0;0;0;6780_15
Fritidshuse;6792 Rømø;9;10;7;7;5;6;9;8;6792_15
Fritidshuse;6800 Varde;0;0;0;0;0;0;0;0;6800_15
Fritidshuse;6818 Årre;0;0;0;0;0;0;0;0;6818_15
Fritidshuse;6823 Ansager;0;1;0;2;1;1;0;0;6823_15
Fritidshuse;6830 Nørre Nebel;7;9;4;8;6;8;7;7;6830_15
Fritidshuse;6840 Oksbøl;10;4;1;8;3;10;4;17;6840_15
Fritidshuse;6851 Janderup Vestj;0;0;0;0;0;0;0;0;6851_15
Fritidshuse;6852 Billum;0;0;0;0;0;0;0;0;6852_15
Fritidshuse;6853 Vejers Strand;8;0;3;2;5;2;5;6;6853_15
Fritidshuse;6854 Henne;8;4;9;14;7;4;12;9;6854_15
Fritidshuse;6855 Outrup;0;0;0;0;0;0;0;0;6855_15
Fritidshuse;6857 Blåvand;11;13;16;25;23;18;29;31;6857_15
Fritidshuse;6862 Tistrup;0;0;0;0;0;0;0;0;6862_15
Fritidshuse;6870 Ølgod;0;0;0;0;0;0;0;0;6870_15
Fritidshuse;6880 Tarm;1;5;3;4;5;5;1;3;6880_15
Fritidshuse;6893 Hemmet;15;5;4;17;12;7;11;12;6893_15
Fritidshuse;6900 Skjern;1;2;2;5;2;0;2;2;6900_15
Fritidshuse;6920 Videbæk;0;0;0;0;0;0;0;0;6920_15
Fritidshuse;6933 Kibæk;0;0;0;0;0;0;0;0;6933_15
Fritidshuse;6940 Lem St;0;0;0;0;0;0;0;0;6940_15
Fritidshuse;6950 Ringkøbing;22;17;19;19;19;17;22;39;6950_15
Fritidshuse;6960 Hvide Sande;17;13;9;12;18;11;30;26;6960_15
Fritidshuse;6971 Spjald;0;1;0;0;0;0;0;0;6971_15
Fritidshuse;6973 Ørnhøj;0;0;0;0;0;0;0;0;6973_15
Fritidshuse;6980 Tim;1;0;0;0;0;0;0;0;6980_15
Fritidshuse;6990 Ulfborg;14;8;9;13;10;9;10;17;6990_15
Fritidshuse;7000 Fredericia;3;0;0;2;0;1;2;1;7000_15
Fritidshuse;7007 Fredericia;0;0;0;0;0;0;0;0;7007_15
Fritidshuse;7080 Børkop;8;4;5;10;3;6;4;5;7080_15
Fritidshuse;7100 Vejle;0;0;0;0;0;0;0;0;7100_15
Fritidshuse;7120 Vejle Øst;0;0;0;0;0;0;0;0;7120_15
Fritidshuse;7130 Juelsminde;14;10;6;12;9;7;6;10;7130_15
Fritidshuse;7140 Stouby;0;0;0;0;0;0;0;0;7140_15
Fritidshuse;7150 Barrit;0;0;0;0;0;0;0;0;7150_15
Fritidshuse;7160 Tørring;0;0;0;0;0;0;0;0;7160_15
Fritidshuse;7171 Uldum;0;0;0;0;0;0;0;0;7171_15
Fritidshuse;7173 Vonge;0;0;0;0;0;0;0;0;7173_15
Fritidshuse;7182 Bredsten;0;0;0;0;0;0;0;0;7182_15
Fritidshuse;7183 Randbøl;0;0;0;0;0;0;0;0;7183_15
Fritidshuse;7184 Vandel;0;1;0;1;0;0;2;1;7184_15
Fritidshuse;7190 Billund;9;3;3;2;3;3;6;4;7190_15
Fritidshuse;7200 Grindsted;0;0;0;0;0;0;0;0;7200_15
Fritidshuse;7250 Hejnsvig;0;0;0;0;0;0;0;0;7250_15
Fritidshuse;7260 Sønder Omme;0;0;0;0;0;0;0;0;7260_15
Fritidshuse;7270 Stakroge;0;0;0;0;0;0;0;0;7270_15
Fritidshuse;7280 Sønder Felding;0;0;0;0;0;0;0;0;7280_15
Fritidshuse;7300 Jelling;0;0;1;0;0;0;0;0;7300_15
Fritidshuse;7321 Gadbjerg;0;0;0;0;0;0;0;0;7321_15
Fritidshuse;7323 Give;0;2;0;2;0;0;1;0;7323_15
Fritidshuse;7330 Brande;0;0;0;0;0;0;0;0;7330_15
Fritidshuse;7361 Ejstrupholm;0;1;0;0;0;0;0;0;7361_15
Fritidshuse;7362 Hampen;0;0;0;0;0;0;0;0;7362_15
Fritidshuse;7400 Herning;0;1;1;0;0;0;0;1;7400_15
Fritidshuse;7430 Ikast;0;0;0;0;0;0;0;0;7430_15
Fritidshuse;7441 Bording;0;1;0;0;1;0;1;0;7441_15
Fritidshuse;7442 Engesvang;0;1;0;1;0;0;0;0;7442_15
Fritidshuse;7451 Sunds;1;0;0;1;1;1;1;3;7451_15
Fritidshuse;7470 Karup J;0;0;0;0;0;0;0;0;7470_15
Fritidshuse;7480 Vildbjerg;0;0;0;0;0;0;0;0;7480_15
Fritidshuse;7490 Aulum;0;0;0;0;0;0;0;0;7490_15
